root/app.js,root,46.0,46.0,46.0,46.0,45.0,56.0,56.0,56.0,56.0,56.0,59.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/config,root,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
root/config/default.js,root/config,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
root/index.js,root,0,0,0,0,0,0,0,0,0,0,0,0,95.0,95.0,95.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0
root/lib,root,0,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,47.0,47.0,47.0,47.0
root/lib/mongo.js,root/lib,0,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,47.0,47.0,47.0,47.0
root/middlewares,root,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
root/middlewares/check.js,root/middlewares,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
root/models,root,322.0,325.0,325.0,325.0,459.0,583.0,597.0,598.0,598.0,598.0,598.0,598.0,155.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,172.0,172.0,172.0,172.0
root/models/comment.js,root/models,37.0,37.0,37.0,37.0,42.0,42.0,45.0,45.0,45.0,45.0,45.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/models/comments.js,root/models,0,0,0,0,0,0,0,0,0,0,0,0,40.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,50.0,50.0,50.0,50.0
root/models/db.js,root/models,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/models/post.js,root/models,216.0,219.0,219.0,219.0,348.0,467.0,473.0,474.0,474.0,474.0,474.0,474.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/models/posts.js,root/models,0,0,0,0,0,0,0,0,0,0,0,0,99.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
root/models/user.js,root/models,64.0,64.0,64.0,64.0,64.0,69.0,74.0,74.0,74.0,74.0,74.0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/models/users.js,root/models,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
root/node_modules,root,75107.0,75107.0,75107.0,75107.0,87052.0,216625.0,89755.0,89755.0,89755.0,89755.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/node_modules/.bin,root/node_modules,15.0,15.0,15.0,15.0,30.0,30.0,30.0,30.0,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/node_modules/.bin/express,root/node_modules/.bin,0,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/node_modules/.bin/md2html,root/node_modules/.bin,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/node_modules/connect-flash,root/node_modules,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
