root/EastAsia&PacificAmericanSamoa,root,3.0,3.0,5.0,5.0,6.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,17.0,0,30.0,36.0,0,0,0,0,0,0
root/EastAsia&PacificAustralia,root,264069.0,271060.0,283748.0,295502.0,300859.0,314670.0,323982.0,323596.0,330034.0,326725.0,331417.0,333046.0,334448.0,332560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificBruneiDarussalam,root,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,10.0,12.0,13.0,20.0,27.0,34.0,40.0,48.0,55.0,62.0,72.0,72.0,72.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificCambodia,root,600.0,700.0,813.0,924.0,850.0,1000.0,1048.0,1158.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1200.0,1200.0,1200.0,1200.0,1200.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1227.0,1540.0,1855.0,2166.0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificChina,root,52661.0,55360.0,59657.0,66290.0,73021.0,100432.0,125442.0,155602.0,180772.0,126440.0,151281.0,191220.0,235524.0,282282.0,346786.0,398946.0,469106.0,559638.0,669675.0,747900.0,796867.0,817857.0,847916.0,862078.0,861364.0,876470.0,891170.0,880859.0,858031.0,824113.0,795713.0,770629.0,734325.0,705723.0,685202.0,684290.0,703117.0,738526.0,798506.0,989139.0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificFiji,root,950.0,975.0,1000.0,1000.0,1200.0,1400.0,1600.0,1800.0,2000.0,2200.0,2400.0,2600.0,2800.0,3000.0,3200.0,3400.0,3600.0,3800.0,4000.0,4250.0,4500.0,4750.0,5000.0,5000.0,5500.0,5800.0,6000.0,6350.0,6500.0,6700.0,6952.0,6952.0,6843.0,6734.0,6625.0,6516.0,6407.0,6298.0,6189.0,6080.0,0,5862.0,5644.0,5644.0,5735.0,5815.0,5893.0,5983.0,0
root/EastAsia&PacificFrenchPolynesia,root,50.0,55.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,155.0,180.0,195.0,210.0,225.0,240.0,255.0,273.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificGuam,root,59.0,56.0,46.0,46.0,89.0,95.0,59.0,65.0,68.0,70.0,72.0,74.0,74.0,75.0,75.0,75.0,77.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificIndonesia,root,50.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0,100.0,150.0,150.0,150.0,150.0,155.0,210.0,240.0,510.0,1820.0,1820.0,2100.0,2745.0,3390.0,3390.0,3652.0,3915.0,4175.0,4048.0,4316.0,4620.0,4524.0,4997.0,5470.0,5942.0,6033.0,6124.0,5139.0,4483.0,4656.0,4335.0,4013.0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificJapan,root,6978.0,10746.0,17157.0,24846.0,60000.0,90000.0,124300.0,200000.0,278000.0,278000.0,278170.0,290840.0,341280.0,550000.0,721090.0,832000.0,952000.0,1095860.0,1095800.0,1471400.0,1412900.0,1526000.0,1584300.0,1650300.0,1853600.0,1833900.0,1904070.0,1984590.0,2049120.0,2142210.0,1966000.0,2003000.0,2041000.0,2060000.0,2123000.0,2122000.0,2121000.0,2120000.0,2120000.0,2027674.0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificKiribati,root,2.0,2.0,6.0,6.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,13.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificKoreaDemPeople’sRep,root,9000.0,10000.0,12000.0,12500.0,13000.0,14000.0,16000.0,17000.0,18000.0,20000.0,21000.0,22000.0,23000.0,24000.0,25000.0,26000.0,27000.0,32800.0,38600.0,44300.0,50100.0,55900.0,61700.0,67500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificKoreaRep,root,24.0,24.0,24.0,30.0,35.0,40.0,34.0,68.0,100.0,61.0,183.0,212.0,293.0,388.0,564.0,790.0,1121.0,1601.0,2035.0,2664.0,3862.0,5575.0,7649.0,9684.0,12389.0,16167.0,19863.0,24616.0,31328.0,41203.0,52973.0,64159.0,76800.0,88706.0,100412.0,113287.0,131358.0,157888.0,176146.0,191631.0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificLaoPDR,root,30.0,33.0,35.0,37.0,55.0,66.0,100.0,200.0,396.0,296.0,326.0,350.0,360.0,360.0,380.0,400.0,420.0,440.0,450.0,464.0,664.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificMalaysia,root,1600.0,1800.0,2000.0,2200.0,2400.0,2600.0,2870.0,3280.0,3950.0,4274.0,5097.0,5167.0,5058.0,4761.0,5136.0,6669.0,7135.0,7658.0,7888.0,7430.0,8009.0,7974.0,8909.0,10211.0,12000.0,14500.0,17000.0,20000.0,23000.0,26000.0,29000.0,31200.0,33725.0,38926.0,43295.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificMongolia,root,2300.0,3100.0,3900.0,4100.0,4300.0,4200.0,4600.0,4800.0,4600.0,5500.0,6200.0,6300.0,6900.0,7200.0,8100.0,8500.0,9300.0,9600.0,9600.0,9700.0,10000.0,10400.0,10800.0,10800.0,11100.0,11129.0,11697.0,11869.0,11477.0,11000.0,10000.0,9000.0,8000.0,7800.0,7321.0,7011.0,6400.0,5800.0,5200.0,4700.0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificMyanmar,root,900.0,1500.0,1800.0,2200.0,2891.0,3000.0,3339.0,3644.0,4473.0,5259.0,5615.0,7231.0,7400.0,7661.0,7800.0,8000.0,8319.0,8173.0,8661.0,9273.0,8280.0,8528.0,8745.0,9859.0,10026.0,10204.0,10617.0,12000.0,13000.0,13000.0,10000.0,10000.0,11000.0,12000.0,7818.0,8036.0,8700.0,9803.0,10209.0,10606.0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificNewCaledonia,root,320.0,340.0,360.0,380.0,400.0,420.0,440.0,460.0,480.0,500.0,520.0,540.0,560.0,580.0,603.0,700.0,788.0,826.0,926.0,990.0,1050.0,1110.0,1175.0,1239.0,1260.0,1270.0,1280.0,1300.0,1320.0,1330.0,1635.0,1660.0,1685.0,1710.0,1735.0,1761.0,1787.0,1813.0,1839.0,1865.0,0,1941.0,0,0,0,0,0,0,0
root/EastAsia&PacificNewZealand,root,84156.0,85002.0,86427.0,89421.0,90985.0,91669.0,93688.0,95420.0,95500.0,96666.0,96300.0,96000.0,95600.0,95289.0,93500.0,92000.0,90152.0,88500.0,87000.0,92349.0,96000.0,100434.0,85926.0,84400.0,82900.0,81441.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificNorthernMarianaIslands,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,40.0,42.0,47.0,51.0,0,65.0,72.0,79.0,85.0,92.0,99.0,0,0
root/EastAsia&PacificPapuaNewGuinea,root,902.0,926.0,1148.0,1271.0,1066.0,1168.0,1230.0,1277.0,1371.0,1352.0,1342.0,1399.0,1249.0,1275.0,1261.0,1067.0,1147.0,1274.0,1306.0,1379.0,1429.0,1290.0,1224.0,1200.0,1180.0,1160.0,1150.0,1150.0,1150.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1150.0,1160.0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificPhilippines,root,4100.0,4173.0,5226.0,5230.0,5235.0,5245.0,5252.0,6100.0,7000.0,6810.0,7212.0,7611.0,8367.0,9385.0,10410.0,10442.0,10616.0,10820.0,10962.0,10533.0,10208.0,9832.0,9374.0,8670.0,13200.0,17700.0,22200.0,26700.0,31200.0,35750.0,40250.0,42300.0,44400.0,46400.0,48500.0,50500.0,52600.0,54700.0,56800.0,58800.0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificSamoa,root,10.0,10.0,8.0,9.0,11.0,15.0,15.0,16.0,15.0,15.0,18.0,20.0,23.0,20.0,20.0,20.0,25.0,30.0,30.0,30.0,35.0,40.0,40.0,40.0,50.0,60.0,60.0,70.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,80.0,84.0,0,94.0,0,0,0,0,0,0,0
