root/Action,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4210526315789473,3.328358208955224,3.2127659574468086,3.0,2.9615384615384617,3.236842105263158,3.075268817204301,3.0246913580246915,2.7238805970149254,3.4444444444444446,3.3095238095238093,2.9285714285714284,3.24,2.9473684210526314,3.185185185185185,3.1857142857142855,2.921875,2.9,2.5535714285714284,3.017857142857143,3.0789473684210527,3.08,3.130434782608696,2.828125,2.8333333333333335,3.1944444444444446,3.2666666666666666,2.8333333333333335,3.1923076923076925,3.005050505050505,7.4186046511627906,2.8378378378378377,6.483333333333333,3.152173913043478,6.642857142857142,7.045454545454545,6.380952380952381,3.0869565217391304,6.035714285714286,5.9393939393939394,2.9761904761904763,2.913793103448276,7.102941176470589,3.3055555555555554,7.214285714285714,2.7777777777777777,2.763157894736842,3.619047619047619,7.045454545454545,2.782608695652174,6.682926829268293,7.157142857142857,2.5285714285714285,3.0,3.176470588235294,5.6764705882352935,4.666666666666666,2.9523809523809526,2.9411764705882355,3.125,3.09375,2.95,6.045454545454545,2.8333333333333335,7.388888888888889,2.8333333333333335,2.9545454545454546,6.458333333333334,2.5454545454545454,2.4375,5.880952380952381,6.576923076923077,3.0,3.1607142857142856,2.7083333333333335,2.607142857142857,6.875,2.7708333333333335,7.25,11.11111111111111,10.625,6.625,6.754545454545454,10.897727272727273,7.5,10.373015873015873,6.388888888888889,7.5,7.604347826086956,10.176767676767676,7.85,7.321428571428571,7.391666666666666,11.821428571428571,10.446969696969697,6.710227272727273,10.441176470588236,15.786637931034482,10.246753246753247,10.0,10.284722222222221,11.367424242424242,9.44916344916345,10.35,10.622115384615384,9.125,11.083333333333334,10.914285714285715,14.416666666666666,10.119047619047619,12.933333333333334,16.416666666666664,10.398809523809524,11.75,11.869047619047619,12.770833333333332,10.607142857142858,14.966666666666667,13.446428571428571,11.035714285714285,10.536111111111111,13.402597402597403,13.918181818181818,12.428571428571429,7.743589743589743,17.34375,10.15,14.208333333333334,17.5,7.7,5.833333333333334,8.666666666666668,6.607142857142858,8.125,6.083333333333334,6.8125,6.0,8.178571428571429,11.3,14.0,17.233333333333334,9.625,16.875,12.3,10.107142857142858,14.388888888888888,13.666666666666666,16.855072463768117,13.33994708994709,10.0
root/Action/Adventure,root/Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,4.0,0,3.75,4.0,3.5,0,3.5,3.0,0,0,4.0,0.5,4.0,0,0,0,4.0,0,3.5,4.0,0,0,0,3.0,1.75,0,0,0,0,0,3.25,0,4.0,0,0,3.5,0,0,3.0,4.0,0,0,0,0,4.0,0,0,4.0,0,0,0,0,0,3.0,0,0,0,4.0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,3.625,3.0454545454545454,3.3181818181818183,2.6666666666666665,2.576923076923077,2.96875,3.4,0,4.25,2.5,3.5,2.3333333333333335,3.25,0,4.0,0,0,3.0,0,0,1.75,0,4.5,0,0,3.0,0,0,0,0
root/Action/Adventure/Comedy,root/Action/Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.625,3.0454545454545454,3.3181818181818183,2.6666666666666665,2.576923076923077,2.96875,3.4,0,4.25,2.5,3.5,2.3333333333333335,3.25,0,4.0,0,0,0,0,0,1.75,0,4.5,0,0,0,0,0,0,0
root/Action/Adventure/Comedy/Documentary,root/Action/Adventure/Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.625,3.0454545454545454,3.3181818181818183,2.6666666666666665,2.576923076923077,2.96875,3.4,0,4.25,2.5,3.5,2.3333333333333335,3.25,0,4.0,0,0,0,0,0,1.75,0,4.5,0,0,0,0,0,0,0
root/Action/Adventure/Comedy/Documentary/Fantasy,root/Action/Adventure/Comedy/Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.625,3.0454545454545454,3.3181818181818183,2.6666666666666665,2.576923076923077,2.96875,3.4,0,4.25,2.5,3.5,2.3333333333333335,3.25,0,4.0,0,0,0,0,0,1.75,0,4.5,0,0,0,0,0,0,0
root/Action/Adventure/Comedy/Documentary/Fantasy/HellboyTheSeedsofCreation,root/Action/Adventure/Comedy/Documentary/Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.625,3.0454545454545454,3.3181818181818183,2.6666666666666665,2.576923076923077,2.96875,3.4,0,4.25,2.5,3.5,2.3333333333333335,3.25,0,4.0,0,0,0,0,0,1.75,0,4.5,0,0,0,0,0,0,0
root/Action/Adventure/Documentary,root/Action/Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,4.0,0,3.75,4.0,3.5,0,3.5,3.0,0,0,4.0,0.5,4.0,0,0,0,4.0,0,3.5,4.0,0,0,0,3.0,1.75,0,0,0,0,0,3.25,0,4.0,0,0,3.5,0,0,3.0,4.0,0,0,0,0,4.0,0,0,4.0,0,0,0,0,0,3.0,0,0,0,4.0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,3.0,0,0,0,0
root/Action/Adventure/Documentary/ChoppertownTheSinners,root/Action/Adventure/Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
root/Action/Adventure/Documentary/DusttoGlory,root/Action/Adventure/Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,4.0,0,3.75,4.0,3.5,0,3.5,3.0,0,0,4.0,0.5,4.0,0,0,0,4.0,0,3.5,4.0,0,0,0,3.0,1.75,0,0,0,0,0,3.25,0,4.0,0,0,3.5,0,0,3.0,4.0,0,0,0,0,4.0,0,0,4.0,0,0,0,0,0,3.0,0,0,0,4.0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0
root/Action/Comedy,root/Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4210526315789473,3.328358208955224,3.2127659574468086,3.0,2.9615384615384617,3.236842105263158,3.075268817204301,3.0246913580246915,2.7238805970149254,3.4444444444444446,3.3095238095238093,2.9285714285714284,3.24,2.9473684210526314,3.185185185185185,3.1857142857142855,2.921875,2.9,2.5535714285714284,3.017857142857143,3.0789473684210527,3.08,3.130434782608696,2.828125,2.8333333333333335,3.1944444444444446,3.2666666666666666,2.8333333333333335,3.1923076923076925,3.005050505050505,2.9186046511627906,2.8378378378378377,2.4833333333333334,3.152173913043478,2.892857142857143,3.0454545454545454,2.880952380952381,3.0869565217391304,2.5357142857142856,2.9393939393939394,2.9761904761904763,2.913793103448276,3.1029411764705883,2.8055555555555554,3.2142857142857144,2.7777777777777777,2.763157894736842,3.619047619047619,3.0454545454545454,2.782608695652174,3.182926829268293,3.157142857142857,2.5285714285714285,3.0,3.176470588235294,2.676470588235294,2.9166666666666665,2.9523809523809526,2.9411764705882355,3.125,3.09375,2.95,2.7954545454545454,2.8333333333333335,3.388888888888889,2.8333333333333335,2.9545454545454546,2.9583333333333335,2.5454545454545454,2.4375,2.880952380952381,2.576923076923077,3.0,3.1607142857142856,2.7083333333333335,2.607142857142857,2.875,2.7708333333333335,3.0,3.0,2.875,2.625,2.7045454545454546,3.125,3.5,2.9285714285714284,2.5,3.375,3.3043478260869565,2.4545454545454546,3.35,3.25,3.2916666666666665,3.5714285714285716,3.3636363636363638,2.772727272727273,6.8161764705882355,6.849137931034482,6.746753246753247,6.125,6.0625,7.034090909090908,6.282496782496782,6.05,6.684615384615384,6.0,6.583333333333334,6.414285714285715,9.416666666666666,6.119047619047619,6.433333333333334,10.583333333333332,7.232142857142858,7.75,7.035714285714286,8.6875,6.607142857142858,10.166666666666666,8.946428571428571,6.285714285714286,6.911111111111111,6.357142857142858,6.8,5.261904761904762,5.166666666666666,5.875,2.5,9.958333333333334,5.75,5.2,2.3333333333333335,2.8333333333333335,3.357142857142857,8.125,2.0833333333333335,6.8125,6.0,5.178571428571429,8.3,9.5,11.083333333333334,5.875,12.375,7.3,5.607142857142858,7.8888888888888875,9.166666666666666,8.855072463768117,9.423280423280424,6.375
