root/EastAsia&Pacific,root,2788.0,2818.0,2873.0,2611.0,2809.0,3022.0,2806.0,3017.0,3032.0,3046.0,3013.0,2883.0,2787.0,2977.0,2801.0,2819.0
root/EastAsia&Pacific/AmericanSamoa,root/EastAsia&Pacific,100.0,100.0,100.0,100.0,83.0,75.0,0,100.0,100.0,100.0,100.0,0,0,0,0,0
root/EastAsia&Pacific/Australia,root/EastAsia&Pacific,72.0,70.0,78.0,80.0,91.0,85.0,85.0,85.0,81.0,80.0,82.0,78.0,82.0,85.0,79.0,73.0
root/EastAsia&Pacific/BruneiDarussalam,root/EastAsia&Pacific,63.0,56.0,84.0,60.0,72.0,71.0,83.0,77.0,84.0,62.0,78.0,66.0,71.0,73.0,65.0,74.0
root/EastAsia&Pacific/Cambodia,root/EastAsia&Pacific,91.0,92.0,92.0,93.0,91.0,91.0,92.0,93.0,94.0,94.0,89.0,94.0,94.0,93.0,93.0,94.0
root/EastAsia&Pacific/China,root/EastAsia&Pacific,93.0,95.0,92.0,93.0,92.0,92.0,92.0,93.0,93.0,94.0,95.0,95.0,95.0,95.0,94.0,94.0
root/EastAsia&Pacific/Fiji,root/EastAsia&Pacific,85.0,85.0,78.0,86.0,0,65.0,55.0,80.0,85.0,83.0,64.0,91.0,86.0,77.0,87.0,86.0
root/EastAsia&Pacific/FrenchPolynesia,root/EastAsia&Pacific,97.0,80.0,82.0,83.0,84.0,88.0,83.0,83.0,95.0,90.0,84.0,86.0,85.0,93.0,76.0,0
root/EastAsia&Pacific/Guam,root/EastAsia&Pacific,93.0,71.0,68.0,96.0,90.0,90.0,91.0,96.0,96.0,96.0,90.0,88.0,84.0,92.0,89.0,87.0
root/EastAsia&Pacific/HongKongSARChina,root/EastAsia&Pacific,61.0,63.0,64.0,65.0,63.0,63.0,63.0,62.0,69.0,69.0,67.0,67.0,67.0,67.0,0,65.0
root/EastAsia&Pacific/Indonesia,root/EastAsia&Pacific,87.0,86.0,86.0,87.0,87.0,89.0,90.0,90.0,90.0,89.0,89.0,88.0,86.0,88.0,84.0,85.0
root/EastAsia&Pacific/Japan,root/EastAsia&Pacific,45.0,58.0,63.0,65.0,49.0,51.0,54.0,48.0,51.0,56.0,56.0,55.0,54.0,54.0,53.0,53.0
root/EastAsia&Pacific/Kiribati,root/EastAsia&Pacific,91.0,86.0,94.0,88.0,89.0,91.0,86.0,87.0,89.0,93.0,90.0,91.0,89.0,86.0,87.0,91.0
root/EastAsia&Pacific/KoreaDemPeople’sRep,root/EastAsia&Pacific,82.0,90.0,88.0,88.0,91.0,90.0,88.0,87.0,90.0,91.0,91.0,92.0,92.0,92.0,91.0,90.0
root/EastAsia&Pacific/KoreaRep,root/EastAsia&Pacific,83.0,79.0,83.0,82.0,81.0,83.0,82.0,83.0,84.0,83.0,89.0,81.0,81.0,82.0,81.0,84.0
root/EastAsia&Pacific/LaoPDR,root/EastAsia&Pacific,77.0,75.0,75.0,79.0,86.0,90.0,92.0,92.0,93.0,93.0,91.0,90.0,90.0,87.0,86.0,88.0
root/EastAsia&Pacific/MacaoSARChina,root/EastAsia&Pacific,89.0,86.0,82.0,83.0,92.0,92.0,89.0,91.0,91.0,89.0,92.0,90.0,88.0,82.0,86.0,80.0
root/EastAsia&Pacific/Malaysia,root/EastAsia&Pacific,78.0,79.0,76.0,72.0,52.0,66.0,45.0,71.0,75.0,73.0,76.0,76.0,78.0,76.0,78.0,78.0
root/EastAsia&Pacific/MarshallIslands,root/EastAsia&Pacific,91.0,86.0,100.0,90.0,89.0,62.0,63.0,85.0,88.0,81.0,84.0,83.0,86.0,89.0,86.0,24.0
root/EastAsia&Pacific/MicronesiaFedSts,root/EastAsia&Pacific,93.0,100.0,91.0,92.0,80.0,83.0,90.0,63.0,52.0,81.0,88.0,93.0,0,91.0,94.0,80.0
root/EastAsia&Pacific/Mongolia,root/EastAsia&Pacific,87.0,87.0,87.0,87.0,91.0,91.0,91.0,93.0,92.0,92.0,91.0,90.0,88.0,89.0,86.0,85.0
root/EastAsia&Pacific/Myanmar,root/EastAsia&Pacific,82.0,81.0,81.0,81.0,82.0,83.0,83.0,84.0,84.0,84.0,88.0,88.0,89.0,87.0,87.0,87.0
root/EastAsia&Pacific/Nauru,root/EastAsia&Pacific,25.0,100.0,50.0,0,0,82.0,58.0,100.0,100.0,100.0,40.0,0,0,67.0,100.0,89.0
root/EastAsia&Pacific/NewCaledonia,root/EastAsia&Pacific,89.0,84.0,85.0,75.0,97.0,87.0,86.0,87.0,80.0,79.0,82.0,35.0,0,60.0,20.0,26.0
root/EastAsia&Pacific/NewZealand,root/EastAsia&Pacific,30.0,9.0,60.0,0,71.0,73.0,77.0,86.0,80.0,80.0,80.0,64.0,81.0,84.0,82.0,80.0
root/EastAsia&Pacific/NorthernMarianaIslands,root/EastAsia&Pacific,81.0,74.0,71.0,75.0,87.0,82.0,84.0,89.0,83.0,84.0,90.0,95.0,94.0,82.0,62.0,100.0
root/EastAsia&Pacific/Palau,root/EastAsia&Pacific,0,100.0,38.0,80.0,100.0,100.0,67.0,0,0,84.0,84.0,63.0,100.0,88.0,57.0,86.0
root/EastAsia&Pacific/PapuaNewGuinea,root/EastAsia&Pacific,63.0,67.0,53.0,58.0,60.0,66.0,71.0,59.0,64.0,67.0,50.0,69.0,68.0,67.0,70.0,74.0
root/EastAsia&Pacific/Philippines,root/EastAsia&Pacific,88.0,88.0,88.0,88.0,78.0,89.0,88.0,88.0,84.0,85.0,90.0,87.0,88.0,90.0,92.0,91.0
