root/.github,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,22.0,22.0,33.0,33.0
root/.github/stale.yml,root/.github,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,22.0,22.0,33.0,33.0
root/.travis.yml,root,0,0,0,0,6.0,6.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Gruntfile.js,root,0,0,0,0,607.0,638.0,648.0,657.0,634.0,634.0,634.0,643.0,643.0,643.0,643.0,643.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build,root,13719.0,59.0,63.0,0,58775.0,43507.0,46395.0,45926.0,59174.0,59952.0,54069.0,55806.0,59058.0,63100.0,66717.0,78350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/examples,root/build,0,0,0,0,0,192.0,636.0,192.0,819.0,819.0,819.0,819.0,819.0,819.0,816.0,816.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/examples/feed.css,root/build/examples,0,0,0,0,0,0,0,0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/examples/feed.html,root/build/examples,0,0,0,0,0,0,150.0,0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/examples/feed.js,root/build/examples,0,0,0,0,0,0,0,0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/examples/homepage.css,root/build/examples,0,0,0,0,0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,189.0,189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/examples/homepage.html,root/build/examples,0,0,0,0,0,0,294.0,0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/examples/homepage.js,root/build/examples,0,0,0,0,0,0,0,0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/less,root/build,0,0,0,0,1398.0,13774.0,14977.0,15024.0,1753.0,0,1615.0,0,0,0,545.0,3776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/less/collections,root/build/less,0,0,0,0,0,3942.0,4152.0,4186.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/less/collections/form.less,root/build/less/collections,0,0,0,0,0,564.0,564.0,564.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/less/collections/grid.less,root/build/less/collections,0,0,0,0,0,698.0,908.0,906.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/less/collections/menu.less,root/build/less/collections,0,0,0,0,0,1734.0,1734.0,1761.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/less/collections/message.less,root/build/less/collections,0,0,0,0,0,306.0,306.0,315.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/less/collections/table.less,root/build/less/collections,0,0,0,0,0,640.0,640.0,640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/less/definitions,root/build/less,0,0,0,0,0,0,0,0,1635.0,0,1615.0,0,0,0,545.0,3776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/less/definitions/collections,root/build/less/definitions,0,0,0,0,0,0,0,0,1635.0,0,0,0,0,0,0,1138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/less/definitions/collections/grid.less,root/build/less/definitions/collections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/less/definitions/collections/menu.less,root/build/less/definitions/collections,0,0,0,0,0,0,0,0,1635.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/less/definitions/elements,root/build/less/definitions,0,0,0,0,0,0,0,0,0,0,1615.0,0,0,0,0,2345.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/build/less/definitions/elements/button.less,root/build/less/definitions/elements,0,0,0,0,0,0,0,0,0,0,1615.0,0,0,0,0,2345.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
