root/EastAsia&Pacific,root,347156.1327390063,351501.3661325737,363118.24139311735,374015.12783294515,385331.2950528324,396114.6693773329,402354.982595418,404721.61237896985,391675.9680434762,399508.26031005284,428996.94713332906,431716.28179488773,443953.1619158201,458013.3826848026,485486.99834724906,502279.4274152856,526225.4614732169,552529.7985576435,553979.7402712854,544618.4760471063,583917.357892261,618657.9236084669,636400.7399304291,655660.3038036698,658621.7388752752,637835.0801562885,641082.9791708618,659248.0125432463
root/EastAsia&Pacific/Australia,root/EastAsia&Pacific,28658.3658903333,28185.7529003265,27969.0661165142,28815.462979506403,29646.4192650494,30412.0780548637,31179.307873573198,32055.3850594342,33174.9076526314,34443.8661779261,35377.729551754,35578.642071091,36553.9646143988,37183.6845735971,38225.6937136627,38928.0407567854,39445.1329184684,40680.1896301231,41331.5279733539,41266.866384223504,41464.0400696359,41894.173052478596,42754.4562863267,43118.0861274364,43547.1974836868,43923.2582693466,44493.480894383094,44648.7099113362
root/EastAsia&Pacific/BruneiDarussalam,root/EastAsia&Pacific,84672.3914994667,84879.7921309364,86423.2835638991,84290.3666377931,84607.1745727311,86116.0177289558,86411.96445826281,83138.2235244123,80813.3369073958,81476.1517217496,82049.5808598868,82596.776218302,84125.4405877487,84970.73553118401,83942.2194070735,82967.1127639163,85424.5583581664,84503.538755155,81905.6581289731,79512.7550128728,80552.8644713138,82434.8830910215,81993.9320766154,79070.2459316149,76089.2865740815,74600.16429719821,71788.7833914688,71809.250580867
root/EastAsia&Pacific/Cambodia,root/EastAsia&Pacific,0,0,0,1638.0169980112198,1031.91375481232,1098.10833995763,1128.26848383328,1140.6870534385198,1163.0107704605,1279.24102566541,1384.9560235570002,1458.07818030064,1525.4380127541199,1627.0658657522501,1766.4177979193698,1969.2911777187699,2148.33268830403,2332.7268457059804,2452.2781590926998,2417.87628133189,2522.92682475402,2658.70924674351,2807.0070550788396,2964.19717041472,3124.3192934427398,3290.95245385442,3465.1255649030604,3645.0695206009295
root/EastAsia&Pacific/China,root/EastAsia&Pacific,1526.4086990249402,1645.66636638566,1856.7221805513602,2090.03840956191,2336.27772051927,2564.0713165164602,2789.25280006157,3015.69963078252,3221.0026208184495,3438.07468502092,3700.7436478684203,3980.36449828146,4314.7913425632205,4718.32634605353,5164.64109457187,5719.455365995389,6411.0425444815,7285.27441480908,7947.78795240087,8651.72590128034,9525.81848339164,10384.3665989406,11145.751575493501,11951.2479591608,12758.647789259,13569.8915267324,14400.885063056101,15308.712122905
root/EastAsia&Pacific/Fiji,root/EastAsia&Pacific,5891.2900807153,5678.875631489201,5951.983190878821,5994.26640312725,6212.41893503634,6287.005515677321,6513.37598402228,6302.72202210462,6325.18392241167,6829.0746779603105,6673.84739081023,6782.28440438871,6986.6779564214,7048.447940725171,7406.361841952471,7426.778763273929,7513.217105569671,7383.26406948114,7384.0860570468,7208.00511111528,7352.08836002372,7488.82938057572,7537.92621279034,7839.87477752644,8222.25378436842,8477.64472981588,8447.26417897152,8702.975322021059
root/EastAsia&Pacific/HongKongSARChina,root/EastAsia&Pacific,26974.164889762003,28276.770919142404,29788.6360885607,31097.088803087798,32239.8574860278,32358.0454178397,32271.383673839904,33635.938504647405,31394.068938854904,31875.1173290714,34016.6422606851,33956.262326474796,34366.2671017515,35486.592725957,38274.2601662017,40922.885082954504,43520.462721834905,45937.3928313762,46635.0879851675,45390.452860809404,48107.7086333279,50085.9593288483,50378.337919940095,51732.4425263159,52789.425363836504,53591.835819824,54412.924938760705,56054.919832030304
root/EastAsia&Pacific/Indonesia,root/EastAsia&Pacific,4625.3772597013,4859.92632306717,5088.86885787168,5331.06566273875,5642.40286544823,6012.811026933659,6387.013857481479,6591.19909453828,5645.574396838871,5611.21741579876,5805.808706435,5934.13704964754,6115.56787071506,6319.670416663111,6546.49432383401,6824.606311461031,7102.11454033631,7450.602158362141,7792.629931249441,8044.97033037879,8433.49735678452,8837.82012171405,9251.17553694602,9643.2748298101,10003.0890293448,10367.7019920006,10766.3714478177,11188.7440161175
root/EastAsia&Pacific/Japan,root/EastAsia&Pacific,30582.4279689061,31529.5755371053,31718.1342985297,31476.074768209903,31680.5379268254,32425.229954004302,33345.8768289587,33624.4805638555,33154.8445767021,33010.9809171096,33871.858216914,33927.643634745,33888.7834810872,34333.1336749166,35078.261989854,35658.1486655825,36141.5852354162,36697.240899234304,36278.3694728356,34317.670824811,35749.756678878395,35774.6967129559,36367.597055316095,37148.6027499704,37337.3174057788,37882.980624441,38282.5046733349,39002.2233247384
root/EastAsia&Pacific/Kiribati,root/EastAsia&Pacific,1961.12071328827,1926.8476674441001,1915.9593308117103,1908.3724470778898,1917.1712061920498,1891.0515058529602,1894.4176534351998,1895.31819327136,1985.77210212032,1921.8515379583398,2007.13048381504,1944.16915589965,1983.49726776064,1987.96840075852,1920.0043988977302,1976.1603695260999,1904.99136523018,1905.48125122897,1829.82943926839,1796.2980771385699,1731.53862650466,1706.4809532381,1762.06034919905,1830.93779187788,1815.12831464496,1967.3020513488602,1955.15579891088,1981.1318686414602
