root/EastAsia&PacificAustralia,root,0,0,0,0.5,0,0,0,0.6,0,0,0,0.4,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0.8,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0
root/EastAsia&PacificChina,root,0,0,0,0,0,0,0,0,0,0,0,0,24.4,0,0,20.6,0,0,13.0,0,0,13.2,0,0,10.2,0,0,4.9,0,0,3.9,0,2.7,1.8,1.4,0.4,0.3,0,0
root/EastAsia&PacificFiji,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0,0,0.2,0,0,0
root/EastAsia&PacificIndonesia,root,0,0,0,0,0,0,27.5,0,0,25.8,0,0,18.0,0,0,17.8,0,0,13.0,0,22.4,10.1,9.1,7.7,4.2,4.3,5.2,4.3,6.3,4.7,4.3,3.5,2.9,2.3,1.9,1.4,1.2,1.2,1.0
root/EastAsia&PacificJapan,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
root/EastAsia&PacificKiribati,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificKoreaRep,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0,0.1,0,0,0,0
root/EastAsia&PacificLaoPDR,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,15.7,0,0,0,0,8.0,0,0,0,0,6.3,0,0,0,0,5.3,0,0,0,0
root/EastAsia&PacificMalaysia,root,0,0,0,0,0,0,0.6,0,0,0.3,0,0.2,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificMicronesiaFedSts,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,5.7,0,0,0
root/EastAsia&PacificMongolia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,8.0,0,0,0,2.4,0,0,0,0,0.2,0,0,0.1,0.1,0.1,0,0,0,0.1
root/EastAsia&PacificMyanmar,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
root/EastAsia&PacificPapuaNewGuinea,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,0,0,0,0,0,0,0,0,0,0,0,0,14.8,0,0,0,0,0,0,0
root/EastAsia&PacificPhilippines,root,0,0,0,0,0,0,0,7.4,0,0,6.2,0,0,6.8,0,0,6.3,0,0,4.1,0,0,3.0,0,0,2.8,0,0,3.1,0,0,2.1,0,0,2.5,0,0,1.6,0
root/EastAsia&PacificSamoa,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
root/EastAsia&PacificSolomonIslands,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,6.8,0,0,0
root/EastAsia&PacificThailand,root,0,0,0,5.0,0,0,0,0,0,0,2.6,0,1.8,0,1.1,0,0.5,0,0.3,0,0.2,0.4,0.4,0,0.2,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0
