root/EastAsia&Pacific,root,1625.4565120873824,1831.4088202994722,1887.4369708294162,1899.648248984138,1911.8595271388574,1923.1149938667745,1934.5104605946926,2044.9559273226087,2056.351394050526,2067.7468607784417,2079.142327506359,2090.537794234275,2101.988858372538,2114.307885113475,2126.5902451877437,2139.3772131930673
root/EastAsia&Pacific/Australia,root/EastAsia&Pacific,99.0566666666667,99.0566666666667,99.0566666666667,99.1383333333333,99.22,99.3016666666666,99.3833333333333,99.465,99.54666666666661,99.6283333333333,99.71,99.7916666666666,99.8733333333333,99.955,100.0,100.0
root/EastAsia&Pacific/BruneiDarussalam,root/EastAsia&Pacific,0,0,0,0,0,0,0,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05
root/EastAsia&Pacific/Cambodia,root/EastAsia&Pacific,47.2616690991221,48.7474340732564,50.2331990473912,51.7189640215256,53.20472899565989,54.6904939697947,56.17625894392901,57.662023918063404,59.14778889219811,60.633553866332505,62.119318840466796,63.6050838146012,65.0908487887359,66.5766137628703,68.06237873700461,69.5481437111394
root/EastAsia&Pacific/China,root/EastAsia&Pacific,65.859579719755,65.859579719755,68.0252035660371,70.1908274123193,72.35645125860141,74.5220751048835,76.6876989511657,78.8533227974478,81.01894664373,83.18457049001209,85.3501943362943,87.51581818257641,89.68144202885851,91.8470658751407,94.0126897214228,96.1783135677049
root/EastAsia&Pacific/Fiji,root/EastAsia&Pacific,90.6525951679113,90.6525951679113,90.6525951679113,90.5131973984705,90.37379962902969,90.234401859589,90.0950040901482,89.9556063207074,89.8162085512666,89.6768107818259,89.5374130123851,89.3980152429443,89.25861747350349,89.11921970406271,88.979821934622,88.8404241651812
root/EastAsia&Pacific/Indonesia,root/EastAsia&Pacific,64.41216825704929,65.5356516256952,66.6591349943412,67.78261836298721,68.9061017316331,70.0295851002791,71.153068468925,72.276551837571,73.400035206217,74.5235185748629,75.6470019435089,76.7704853121548,77.8939686808008,79.01745204944679,80.1409354180927,81.2644187867387
root/EastAsia&Pacific/Kiribati,root/EastAsia&Pacific,48.5183215482302,48.160358945556794,47.802396342883505,47.4444337402101,47.086471137536705,46.7285085348633,46.3705459321898,46.012583329516495,45.6546207268431,45.2966581241697,44.9386955214962,44.5807329188228,44.2227703161495,44.2227703161495,44.2227703161495,44.2227703161495
root/EastAsia&Pacific/KoreaDemPeople’sRep,root/EastAsia&Pacific,99.9570890438411,99.90149163349541,99.84589422314959,99.7902968128038,99.734699402458,99.6791019921123,99.6235045817665,99.56790717142071,99.5123097610749,99.4567123507291,99.40111494038341,99.3455175300376,99.3455175300376,99.3455175300376,99.3455175300376,99.3455175300376
root/EastAsia&Pacific/LaoPDR,root/EastAsia&Pacific,37.0372203783847,39.458267008168505,41.8793136379532,44.300360267737894,46.7214068975217,49.142453527306394,51.563500157091,53.984546786875704,56.4055934166595,58.826640046444204,61.247686676229,63.6687333060136,66.0897799357975,68.51082656558211,70.93187319536679,73.3529198251515
root/EastAsia&Pacific/Malaysia,root/EastAsia&Pacific,95.8755838416703,95.8755838416703,95.3692114463681,94.86283905106579,94.3564666557635,93.8500942604611,93.3437218651589,92.83734946985649,92.3309770745542,91.8246046792519,91.3182322839497,90.81185988864719,90.305487493345,89.79911509804279,89.29274270274028,88.78637030743809
root/EastAsia&Pacific/MarshallIslands,root/EastAsia&Pacific,0,99.0021,99.0021,99.0021,99.0021,99.0021,99.0021,99.0021,99.0021,99.0021,99.0021,99.0021,99.0021,99.0021,99.0021,99.0021
root/EastAsia&Pacific/MicronesiaFedSts,root/EastAsia&Pacific,92.1000000000001,91.59000000000009,91.08000000000021,90.57000000000009,90.0600000000001,89.5500000000001,89.04000000000009,88.5300000000001,88.02000000000021,87.51,87.0,86.49,85.98,85.98,85.98,85.98
root/EastAsia&Pacific/Mongolia,root/EastAsia&Pacific,32.1554550935833,33.7689229954601,35.3823908973366,36.9958587992134,38.6093267010898,40.2227946029666,41.836262504843,43.4497304067195,45.0631983085963,46.67666621047271,48.2901341123495,49.903602014225996,51.5170699161028,53.1305378179792,54.7440057198557,56.3574736217325
root/EastAsia&Pacific/Myanmar,root/EastAsia&Pacific,47.309823742252796,48.14574849798329,48.981673253713396,49.817598009443905,50.6535227651741,51.489447520904505,52.3253722766347,53.1612970323648,53.997221788095295,54.8331465438254,55.6690712995559,56.504996055286,57.3409208110165,58.1768455667467,59.0127703224768,59.84869507820729
root/EastAsia&Pacific/NewZealand,root/EastAsia&Pacific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
root/EastAsia&Pacific/Palau,root/EastAsia&Pacific,80.3081928168785,81.40190863288579,82.4956244488926,83.5893402648999,84.68305608090671,85.7767718969135,86.8704877129207,87.9642035289276,89.0579193449344,90.1516351609416,91.24535097694842,92.33906679295521,93.4327826089625,94.52649842496929,95.6202142409766,96.71393005698341
root/EastAsia&Pacific/PapuaNewGuinea,root/EastAsia&Pacific,29.483495736829198,29.483495736829198,29.483495736829198,29.483495736829198,29.483495736829198,29.483495736829198,29.483495736829198,29.483495736829198,29.483495736829198,29.483495736829198,29.483495736829198,29.483495736829198,29.483495736829198,29.483495736829198,29.483495736829198,29.483495736829198
root/EastAsia&Pacific/Philippines,root/EastAsia&Pacific,80.427223183406,80.7867057298958,81.14618827638559,81.5056708228753,81.86515336936509,82.2246359158549,82.5841184623447,82.94360100883449,83.3030835553242,83.66256610181391,84.0220486483037,84.3815311947935,84.7410137412833,85.1004962877731,85.4599788342629,85.81946138075259
