root/EastAsia&PacificBruneiDarussalam,root,0,0,0,0,0,0,0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
root/EastAsia&PacificCambodia,root,42.225791321026,39.577784745039,36.929778169052,34.2817715930651,31.633765017078098,28.985758441091104,26.337751865104103,23.689745289117102,21.0417387131301,18.3937321371432,15.7457255611571,13.0977189851701,10.4497124091831,7.80170583319614,5.1536992572091505,2.50569268122217
root/EastAsia&PacificChina,root,0,0,0.603225806451613,0.603225806451613,0.603225806451613,0.603225806451613,0.603225806451613,0.603225806451613,0.603225806451613,0.603225806451613,0.603225806451613,0.603225806451613,0.603225806451613,0.603225806451613,0.603225806451613,0.603225806451613
root/EastAsia&PacificFiji,root,0.0827705447869593,0.0827705447869593,0.0827705447869593,0.0836639587369115,0.0845573726868634,0.0854507866368153,0.0863442005867672,0.0872376145367191,0.08813102848667098,0.0890244424366229,0.0899178563865748,0.0908112703365267,0.0917046842864786,0.0925980982364307,0.0934915121863826,0.0943849261363345
root/EastAsia&PacificIndonesia,root,14.223925616573501,13.6403647131544,13.056803809735598,12.4732429063165,11.8896820028976,11.3061210994786,10.7225601960597,10.1389992926406,9.55543838922176,8.97187748580268,8.388316582383819,7.80475567896474,7.22119477554588,6.6376338721268,6.05407296870794,5.470512065288861
root/EastAsia&PacificKiribati,root,40.841222292586295,38.7016303215878,36.562038350588395,34.42244637958989,32.282854408590495,30.1432624375921,28.0036704665927,25.8640784955942,23.724486524594802,21.5848945535963,19.4453025825969,17.3057106115984,15.1661186405991,15.1661186405991,15.1661186405991,15.1661186405991
root/EastAsia&PacificLaoPDR,root,21.869687640092696,20.5437703347834,19.2178530294746,17.891935724165698,16.5660184188564,15.2401011135475,13.914183808238699,12.588266502929402,11.2623491976205,9.936431892311699,8.6105145870024,7.28459728169355,5.9586799763847,4.6327626710754,3.3068453657665495,1.9809280604577
root/EastAsia&PacificMalaysia,root,0.468660111167495,0.436801565798895,0.40494302043029495,0.37308447506168796,0.341225929693088,0.309367384324489,0.27750883895588896,0.24565029358728196,0.213791748218682,0.18193320285007503,0.150074657481483,0.11821611211287598,0.0863575667442689,0.0863575667442689,0.0863575667442689,0.0863575667442689
root/EastAsia&PacificMarshallIslands,root,0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
root/EastAsia&PacificMicronesiaFedSts,root,0,0,0,0,0,0,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0
root/EastAsia&PacificMongolia,root,0.7820633028833729,0.836682293748382,0.891301284613391,0.9459202754784,1.00053926634339,1.0551582572084002,1.10977724807341,1.16439623893842,1.21901522980343,1.2736342206684401,1.32825321153345,1.3828722023984599,1.43749119326347,1.4352546222767402,1.43177970558732,1.42832157460456
root/EastAsia&PacificMyanmar,root,1.6135714285714498,1.51657142857144,1.4195714285714298,1.32257142857145,1.22557142857144,1.12857142857143,1.03157142857145,0.9345714285714449,0.837571428571437,0.7405714285714279,0.643571428571448,0.54657142857144,0.44957142857143106,0.44957142857143106,0.44957142857143106,0.44957142857143106
root/EastAsia&PacificNauru,root,0.897693803834386,1.0277854959711001,1.1578771881077599,1.28796888024448,1.41806057238119,1.54815226451791,1.6782439566545702,1.80833564879128,1.938427340928,2.06851903306472,2.19861072520143,2.32870241733809,2.4587941094748103,2.58888580161153,2.58888580161153,2.58888580161153
root/EastAsia&PacificPapuaNewGuinea,root,3.84435238884286,3.84435238884286,3.84435238884286,3.84435238884286,3.84435238884286,3.84435238884286,3.84435238884286,3.84435238884286,3.84435238884286,3.84435238884286,3.84435238884286,3.84435238884286,3.84435238884286,3.84435238884286,3.84435238884286,3.84435238884286
root/EastAsia&PacificPhilippines,root,5.36624009228467,5.36624009228467,5.172509604640769,4.9787791169968605,4.78504862935296,4.59131814170905,4.39758765406515,4.20385716642124,4.01012667877734,3.81639619113338,3.6226657034894707,3.42893521584557,3.23520472820167,3.04147424055776,2.84774375291386,2.6540132652699504
root/EastAsia&PacificSamoa,root,0,0,0,0,0,0,0,0,0,0,0.03999999999999201,0.0799999999999841,0.11999999999999,0.159999999999982,0.19999999999998896,0.239999999999981
root/EastAsia&PacificSolomonIslands,root,8.61875624283854,8.61875624283854,8.61875624283854,8.61875624283854,8.61875624283854,8.69225961736743,8.76576299189628,8.83926636642516,8.912769740954051,8.98627311548293,9.05977649001181,9.1332798645407,9.20678323906958,9.10133931365209,8.9908055195242,8.9908055195242
root/EastAsia&PacificThailand,root,0.32393526029901004,0.308237490866116,0.292535431231805,0.276791257839683,0.261047077149332,0.245302896458981,0.229558715768626,0.21381453507827397,0.198070354387923,0.18232617369757198,0.16658199300722,0.15083781231686902,0.135093631626518,0.11934945093616599,0.103605270245811,0.0878610895554601
root/EastAsia&PacificTimorLeste,root,0,0,20.1675693040311,18.662199181812,17.1568290595933,15.6514589373746,14.146088815156,12.640718692936803,11.1353485707182,9.62997844849951,8.12460832628085,6.61923820406219,5.11386808184307,5.11386808184307,5.11386808184307,5.11386808184307
root/EastAsia&PacificTuvalu,root,0,0.259999999999763,0.259999999999763,0.259999999999763,0.259999999999763,0.259999999999763,0.8799999999998821,1.49999999999977,2.11999999999989,2.73999999999978,3.3599999999999,3.9799999999997904,4.59999999999991,5.2199999999998,5.83999999999992,5.83999999999992
