root/EastAsia&PacificAustralia,root,1.79927428534592,1.70309051429349,1.73277921105429,1.5212268796199298,1.81022756407651,1.9,1.8,1.9,1.7,1.5,1.3,1.4,1.2,1.2,1.2,1.0,1.1,1.1,1.1,1.0,1.0
root/EastAsia&PacificBruneiDarussalam,root,0,0,0,0,0,0,0,0,0.9,0.6,0.6,0.8,0.8,0.3,0.8,0.3,0,0,0.5,0,0
root/EastAsia&PacificCambodia,root,3.5544070035964,4.7299652373735706,6.75975926391762,6.6159814078408,4.75278405983305,0,3.3,3.4,3.9,3.9,3.4,3.3,3.3,2.5,2.5,2.3,1.8,0,0,0,0
root/EastAsia&PacificChina,root,0,0,0,0,0,0,0,2.0,1.9,1.9,1.6,1.4,1.2,1.1,1.1,1.0,0.9,0.8,0.8,0.7,0
root/EastAsia&PacificFiji,root,0,0,0,0,0,0,0,0,0,0,0,0,2.6,3.6,2.5,2.8,0,3.0,0,0,0
root/EastAsia&PacificFrenchPolynesia,root,0,0,0,0,0,0,0,0,0,0,0,1.2,2.7,3.4,0.4,0,0,0,0,0,0
root/EastAsia&PacificGuam,root,0,0,0,0,0,1.3,5.1,1.3,5.1,5.7,4.4,6.9,0.6,0.6,3.2,1.9,2.5,0,0,0,0
root/EastAsia&PacificHongKongSARChina,root,0,0,0,0,0,0.6,0.96,1.0,0.8,0.7,0.5,0.5,0.3,0.5,0.7,0.5,0.2,0.4,0.9,0.4,0.3
root/EastAsia&PacificIndonesia,root,0,0,0,0,0,1.0,0,0,0.7,0.6,0,0,0,0.6,0.5,0.4,0.6,0.6,0.6,0.5,0
root/EastAsia&PacificJapan,root,0.543833004420133,0.493530480386386,0.541203531611255,0.5713117694046539,0.5369165198132271,0,0,0,0.6,0.6,0.5,0.5,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0
root/EastAsia&PacificKiribati,root,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,1.0,3.9,10.5,7.5,0,0,0
root/EastAsia&PacificKoreaDemPeople’sRep,root,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,4.8,0,0,0,0,4.4
root/EastAsia&PacificKoreaRep,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.8,0.7,0.7,0
root/EastAsia&PacificLaoPDR,root,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,8.0,0,0,0,0,6.9
root/EastAsia&PacificMacaoSARChina,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,0.4,0.7,0.7,0.2,0,0.2
root/EastAsia&PacificMalaysia,root,1.91112220033869,2.10381632280958,2.47916821519033,2.81779131034374,2.57131259998274,0,2.2,2.3,2.3,2.0,2.3,2.2,2.4,2.2,2.0,1.9,0,0,0,0,0
root/EastAsia&PacificMarshallIslands,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0
root/EastAsia&PacificMicronesiaFedSts,root,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,4.5,0,0,0,0,4.7
root/EastAsia&PacificMongolia,root,0,0,0,0,0,0,0,0,13.9,13.3,15.8,13.1,11.3,8.1,8.2,8.8,9.6,7.1,7.3,7.5,7.2
