root/EastAsia&Pacific,root,61867610000.0,94157480000.0,104637870000.0,195325440000.0,173103510000.0,196241450000.0,277950810000.0,187182620000.0,294492380000.0,341463800000.0,480838080000.0,1215043660000.0,2172520320000.0,2716050288000.0,2847330440000.0,1742453840000.0,1251974930000.0,960148830000.0,1526191504000.0,1796651960000.0,1820345900000.0,2145874070000.0,2373045350000.0,1994655270000.0,3459210630000.0,4512439660000.0,3161839770000.0,3268836001000.0,4131259170000.0,5755802310000.0,7253401080000.0,10018250010000.0,18972076230000.0,14248980450000.0,16226811650000.0,17567529110000.0,16248654570000.0,12696896200000.0,18097404230000.0,21059451130000.0,50282597270000.0,28043023731124.207,28682401973875.223
root/EastAsia&Pacific/Australia,root/EastAsia&Pacific,1171000000.0,1340000000.0,1483000000.0,883000000.0,2005310000.0,4948400000.0,7788180000.0,4921550000.0,9334800000.0,10108440000.0,15263050000.0,22661000000.0,57498550000.0,40964150000.0,43548950000.0,40186100000.0,45671250000.0,42055310000.0,66719950000.0,99588430000.0,98197350000.0,144964000000.0,150211750000.0,155533610000.0,198808400000.0,213223310000.0,240570260000.0,290946000000.0,421669680000.0,544922320000.0,612669600000.0,858943720000.0,1373259640000.0,839733940000.0,841481100000.0,1131337350000.0,1128482900000.0,905665740000.0,787881310000.0,703485810000.0,750636340000.0,794977154799.654,842771714903.792
root/EastAsia&Pacific/China,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77528800000.0,307739100000.0,371054900000.0,284389900000.0,0,752583100000.0,462779500000.0,338208200000.0,388001840000.0,511495930000.0,392366700000.0,1158991130000.0,6305448050000.0,3905057640000.0,7830776640000.0,8257742340000.0,6673984990000.0,5027199160000.0,7695981020000.0,11959329140000.0,39326016590000.0,18295058830306.6,17223330026369.8
root/EastAsia&Pacific/HongKongSARChina,root/EastAsia&Pacific,484000000.0,646000000.0,327870000.0,408440000.0,1073940000.0,777050000.0,0,0,0,0,0,15316600000.0,45408110000.0,23422710000.0,34582330000.0,34583770000.0,38525460000.0,78452650000.0,132114100000.0,125745700000.0,95588900000.0,166243900000.0,453034520000.0,205945810000.0,227669000000.0,372996060000.0,238191310000.0,178937670000.0,272849940000.0,403727910000.0,421194600000.0,755545250000.0,2015819340000.0,1568212800000.0,1413270670000.0,1487593610000.0,1436954110000.0,1076727570000.0,1267004630000.0,1450936260000.0,2068670580000.0,1351097197683.87,1953131618025.77
root/EastAsia&Pacific/Indonesia,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9088400000.0,11787500000.0,14374600000.0,32438700000.0,21994720000.0,12930830000.0,21161630000.0,12901770000.0,9638140000.0,12387720000.0,12760430000.0,21878750000.0,27858890000.0,40323050000.0,94914290000.0,75849340000.0,86073390000.0,104452210000.0,105475470000.0,91929370000.0,98857720000.0,90721490000.0,75045300000.0,90406630406.6304,92513090234.7969
root/EastAsia&Pacific/Japan,root/EastAsia&Pacific,60212610000.0,92171480000.0,102827000000.0,194034000000.0,166261260000.0,180196400000.0,256454360000.0,175097550000.0,272156880000.0,320277200000.0,455099560000.0,1155995930000.0,2014249660000.0,2542913790000.0,2609244310000.0,1540570390000.0,1030891100000.0,606281820000.0,909672500000.0,1069508520000.0,1144393100000.0,1189212200000.0,1042327000000.0,1045479810000.0,2028693270000.0,2481024210000.0,1701945370000.0,1732589850000.0,2327856190000.0,3457685670000.0,4337679650000.0,5498545140000.0,6585830110000.0,6208708320000.0,3868144490000.0,4270296890000.0,4310282370000.0,3346412600000.0,6083165810000.0,4844710410000.0,5571527250000.0,5230238447398.79,5778429302687.51
root/EastAsia&Pacific/KoreaRep,root/EastAsia&Pacific,0,0,0,0,2700000000.0,1866300000.0,3617700000.0,2635550000.0,2203140000.0,3768630000.0,4067180000.0,11142330000.0,25866350000.0,84959278000.0,119481390000.0,74616040000.0,82543250000.0,115175330000.0,210539070000.0,286829400000.0,184227050000.0,177506200000.0,170825900000.0,160370260000.0,764683790000.0,495365930000.0,374013950000.0,580979270000.0,457213710000.0,525823420000.0,1199717440000.0,1339271820000.0,1917885830000.0,1187222280000.0,1685458380000.0,1629753530000.0,1934405350000.0,1584674350000.0,1329851670000.0,1283699570000.0,1843731080000.0,1600850346071.08,2011934132826.63
root/EastAsia&Pacific/Malaysia,root/EastAsia&Pacific,0,0,0,0,0,2572600000.0,3103870000.0,1223970000.0,2999960000.0,2154930000.0,2399010000.0,1168600000.0,3810980000.0,2503230000.0,6606150000.0,10711640000.0,10684400000.0,18566190000.0,14162584000.0,11942760000.0,60129400000.0,25646550000.0,42592300000.0,26551930000.0,42056320000.0,52511580000.0,21032890000.0,25728420000.0,45712010000.0,54191340000.0,44644510000.0,69145410000.0,154640500000.0,82321320000.0,80838640000.0,114789300000.0,130317510000.0,123657190000.0,142164230000.0,142651430000.0,111481680000.0,98285417642.4668,137419329555.596
root/EastAsia&Pacific/NewZealand,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,937670000.0,2151500000.0,2934250000.0,1078100000.0,943800000.0,1925800000.0,2705770000.0,3023160000.0,6731400000.0,7399850000.0,8373880000.0,9684600000.0,8861920000.0,11767040000.0,12045890000.0,9975220000.0,8509680000.0,2586820000.0,3861970000.0,5090390000.0,5456180000.0,5406900000.0,5950220000.0,3297690000.0,3296850000.0,1916000000.0,3863440000.0,5347360000.0,8852080000.0,8655490000.0,9059180000.0,10935502052.7451,11867884008.6754
root/EastAsia&Pacific/PapuaNewGuinea,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580000.0,1301000.0,2360000.0,3990000.0,17090000.0,24860000.0,53720000.0,65060000.0,28170000.0,26750000.0,72560000.0,0,0,0,0,0,0
root/EastAsia&Pacific/Philippines,root/EastAsia&Pacific,0,0,0,0,0,1542000000.0,377000000.0,330000000.0,1416000000.0,376000000.0,303000000.0,1724000000.0,4733000000.0,2471000000.0,6087000000.0,3054000000.0,3469000000.0,6243000000.0,6593100000.0,13934400000.0,14666800000.0,25510400000.0,20350000000.0,10505910000.0,19378710000.0,7374260000.0,3013660000.0,2142550000.0,2444850000.0,3233590000.0,5352940000.0,9158600000.0,24234700000.0,12368670000.0,14319410000.0,22249330000.0,27366630000.0,35684030000.0,44588930000.0,42213210000.0,38418040000.0,35851411587.4958,33804496728.0034
root/EastAsia&Pacific/Singapore,root/EastAsia&Pacific,0,0,0,0,1063000000.0,3645700000.0,6376700000.0,2419000000.0,5587600000.0,3842600000.0,1445610000.0,2681700000.0,7222420000.0,4622030000.0,14114810000.0,21069600000.0,18083700000.0,18905900000.0,83468250000.0,88880800000.0,63952220000.0,60254800000.0,74137300000.0,58509600000.0,107406500000.0,95153100000.0,71093600000.0,63047800000.0,94336510000.0,110812120000.0,116623470000.0,185884510000.0,381288700000.0,253028450000.0,253832050000.0,305796890000.0,274686370000.0,260747370000.0,278735280000.0,200606610000.0,198030460000.0,188052424095.719,219611952181.099
root/EastAsia&Pacific/Thailand,root/EastAsia&Pacific,0,0,0,0,0,693000000.0,233000000.0,555000000.0,794000000.0,936000000.0,1323000000.0,2202000000.0,10797000000.0,13116000000.0,12721700000.0,15736500000.0,19401000000.0,71445470000.0,87102150000.0,81034600000.0,58913800000.0,6673620000.0,17655040000.0,22670570000.0,37307120000.0,19331120000.0,31050830000.0,41280400000.0,104549680000.0,116936880000.0,89820010000.0,97009620000.0,112751130000.0,106057510000.0,126621460000.0,222431070000.0,215271140000.0,238851460000.0,349911670000.0,310639820000.0,271316690000.0,324998738315.399,339528729671.634
root/EastAsia&Pacific/Vietnam,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7057430000.0,22670400000.0,19143840000.0,7491730000.0,0,10409880000.0,21801890000.0,18664080000.0,22271630763.7529,38059696681.915
root/Europe&CentralAsia,root,92212070000.0,91831930000.0,81871110000.0,106237390000.0,131852860000.0,155872060000.0,150525250000.0,69768350000.0,235082940000.0,243004600000.0,449780980000.0,567381470000.0,1534298290000.0,1227805360000.0,1409793310000.0,1620132090000.0,1154921610000.0,1136798550000.0,1585073140000.0,2010480890000.0,2160408160000.0,2117039060000.0,3837093560000.0,5739649510000.0,6751256260000.0,9756794020000.0,8153361940000.0,5629188880000.0,6470652340000.0,7736133910000.0,7797405970000.0,12020823580000.0,20253898490000.0,17065466940000.0,10838541740000.0,11038867100000.0,10684149090000.0,8540182850000.0,7980258070000.0,9996410240000.0,4075574330000.0,3191595672907.3438,4053217253325.0537
root/Europe&CentralAsia/Austria,root/Europe&CentralAsia,67000000.0,96000000.0,74000000.0,85000000.0,91200000.0,105300000.0,84300000.0,73100000.0,132600000.0,113400000.0,801730000.0,1195600000.0,1383730000.0,1989650000.0,26209560000.0,57671350000.0,7685860000.0,4757560000.0,6586150000.0,8772950000.0,13000810000.0,10338400000.0,12071580000.0,18056390000.0,11813170000.0,9665760000.0,7313690000.0,6507290000.0,12035820000.0,25927690000.0,43328140000.0,82970200000.0,129135230000.0,98137240000.0,51509760000.0,48838610000.0,38787870000.0,23639550000.0,26528040000.0,28719260000.0,31732950000.0,26552486712.2248,39986893431.8602
