root/EastAsia&Pacific,root,1159.5,1314.9,1074.1999999999998,983.3,830.1,758.9999999999999,639.4,639.3000000000002,586.8,688.4000000000001,746.0000000000001,701.9999999999999,578.1000000000001,495.40000000000015,480.79999999999995
root/EastAsia&Pacific/Australia,root/EastAsia&Pacific,2.0,2.1,1.9,1.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
root/EastAsia&Pacific/BruneiDarussalam,root/EastAsia&Pacific,0,0,0,8.9,9.1,9.2,9.9,13.6,11.9,10.7,10.0,10.4,1.2,1.5,1.1
root/EastAsia&Pacific/Cambodia,root/EastAsia&Pacific,534.8,480.1,276.1,236.5,190.3,150.6,137.4,127.5,109.0,77.7,129.8,120.4,59.6,55.7,51.3
root/EastAsia&Pacific/China,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,1.9,0.9,0.7,0.7,0.6
root/EastAsia&Pacific/Fiji,root/EastAsia&Pacific,30.2,28.9,28.4,25.8,25.3,25.2,25.3,23.8,25.1,24.0,23.1,22.5,21.3,17.9,16.9
root/EastAsia&Pacific/HongKongSARChina,root/EastAsia&Pacific,2.4,3.4,3.4,3.3,3.1,2.0,1.8,2.0,1.9,1.9,0.8,1.4,1.2,0.6,1.1
root/EastAsia&Pacific/Indonesia,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,21.9,21.1,19.9,19.4,10.9
root/EastAsia&Pacific/Japan,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,7.5,7.5,7.5,7.5,7.5
root/EastAsia&Pacific/Kiribati,root/EastAsia&Pacific,51.6,36.3,40.3,53.8,58.3,63.6,45.7,47.1,46.4,46.6,47.1,44.4,46.0,36.3,40.2
root/EastAsia&Pacific/KoreaRep,root/EastAsia&Pacific,18.4,15.7,15.7,18.2,17.1,16.9,14.7,14.7,14.6,14.6,14.6,14.5,14.5,14.6,14.6
root/EastAsia&Pacific/LaoPDR,root/EastAsia&Pacific,23.9,21.3,17.4,15.8,14.7,11.6,9.7,8.9,7.1,6.6,6.2,5.3,4.9,4.6,3.5
root/EastAsia&Pacific/Malaysia,root/EastAsia&Pacific,33.1,32.0,26.6,25.1,23.1,18.9,15.6,17.5,16.4,15.1,7.6,7.2,6.7,6.2,5.4
root/EastAsia&Pacific/MarshallIslands,root/EastAsia&Pacific,20.9,20.2,22.4,18.6,17.7,17.4,16.2,17.6,17.7,13.5,12.4,12.8,12.7,12.5,11.9
root/EastAsia&Pacific/MicronesiaFedSts,root/EastAsia&Pacific,26.5,134.1,127.6,135.9,137.0,137.5,135.7,137.8,139.0,139.8,141.0,141.2,141.1,140.4,141.7
root/EastAsia&Pacific/Mongolia,root/EastAsia&Pacific,16.1,12.5,9.6,7.9,6.6,4.0,3.0,3.2,2.9,2.4,1.5,1.2,1.5,1.5,1.4
root/EastAsia&Pacific/Myanmar,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,157.7,148.6,139.6,98.0,41.1,40.1
root/EastAsia&Pacific/NewZealand,root/EastAsia&Pacific,0.2,0.2,0.2,0.2,0.1,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3
root/EastAsia&Pacific/Palau,root/EastAsia&Pacific,9.5,4.3,4.7,5.1,4.7,4.6,4.1,5.7,5.8,5.2,3.8,3.3,3.3,2.9,2.9
root/EastAsia&Pacific/PapuaNewGuinea,root/EastAsia&Pacific,28.8,28.2,27.7,23.8,24.2,21.7,18.9,27.0,23.8,20.7,19.9,19.4,17.3,15.6,11.5
root/EastAsia&Pacific/Philippines,root/EastAsia&Pacific,28.6,24.1,23.9,22.2,24.1,22.7,21.6,22.1,19.1,19.2,18.7,16.6,16.1,15.8,15.8
root/EastAsia&Pacific/Samoa,root/EastAsia&Pacific,52.3,48.7,46.4,45.5,41.3,39.8,9.9,9.8,9.7,9.5,9.6,9.4,8.0,7.7,7.3
root/EastAsia&Pacific/Singapore,root/EastAsia&Pacific,1.0,1.0,0.9,0.8,0.8,0.9,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.5
root/EastAsia&Pacific/SolomonIslands,root/EastAsia&Pacific,145.5,122.3,135.5,117.2,101.8,93.5,70.1,78.5,54.5,47.9,47.5,35.5,31.4,28.5,28.9
root/EastAsia&Pacific/Thailand,root/EastAsia&Pacific,18.8,18.4,17.3,16.3,16.2,14.7,17.1,7.7,7.0,6.7,6.7,6.6,6.7,6.6,6.2
root/EastAsia&Pacific/TimorLeste,root/EastAsia&Pacific,0,154.8,125.4,88.0,13.1,6.9,5.8,5.7,5.0,2.9,2.9,0.3,0.3,0.5,0.5
root/EastAsia&Pacific/Tonga,root/EastAsia&Pacific,16.1,13.9,11.7,10.3,10.8,9.6,8.2,7.0,10.3,8.0,7.4,7.4,7.5,6.8,7.1
root/EastAsia&Pacific/Vanuatu,root/EastAsia&Pacific,66.9,81.8,83.5,78.0,69.9,69.7,53.5,48.2,47.1,47.2,46.2,46.2,44.2,44.3,44.4
root/EastAsia&Pacific/Vietnam,root/EastAsia&Pacific,31.9,30.6,27.6,24.3,20.0,16.8,13.3,12.1,10.7,8.8,7.7,5.3,4.9,4.6,6.5
root/Europe&CentralAsia,root,633.5999999999998,542.7999999999998,573.1999999999999,503.79999999999995,436.5999999999999,366.9000000000001,331.0000000000001,351.59999999999997,310.00000000000006,284.29999999999995,266.8999999999999,224.1000000000001,203.69999999999996,200.29999999999998,178.00000000000006
root/Europe&CentralAsia/Albania,root/Europe&CentralAsia,57.1,32.3,31.3,22.5,46.1,42.5,32.2,31.8,29.3,22.4,21.2,10.1,10.3,12.5,12.0
root/Europe&CentralAsia/Armenia,root/Europe&CentralAsia,8.4,7.0,6.1,5.1,4.8,3.6,2.6,3.1,2.9,2.5,1.1,1.0,1.0,0.9,0.9
root/Europe&CentralAsia/Austria,root/Europe&CentralAsia,6.1,6.0,5.7,5.6,5.4,5.1,5.1,5.2,5.2,4.9,4.8,5.5,5.3,5.2,5.1
root/Europe&CentralAsia/Azerbaijan,root/Europe&CentralAsia,16.8,14.4,12.3,9.3,6.9,4.3,2.9,3.1,2.7,2.3,1.1,3.2,1.8,1.9,1.8
root/Europe&CentralAsia/Belarus,root/Europe&CentralAsia,20.6,26.6,32.9,26.8,9.5,8.3,2.1,2.0,1.6,2.5,0.9,0.9,0.9,0.6,0.6
root/Europe&CentralAsia/Belgium,root/Europe&CentralAsia,11.1,11.3,11.1,5.8,5.6,5.5,5.6,5.7,5.5,5.3,5.3,5.2,5.0,5.0,5.6
root/Europe&CentralAsia/BosniaandHerzegovina,root/Europe&CentralAsia,47.3,45.3,41.2,37.4,30.9,31.6,16.3,18.3,17.6,15.4,15.4,15.2,14.1,13.5,7.7
root/Europe&CentralAsia/Bulgaria,root/Europe&CentralAsia,10.4,10.3,9.6,7.9,7.6,3.0,2.6,2.5,2.3,1.9,1.8,1.5,1.4,1.3,1.2
root/Europe&CentralAsia/Croatia,root/Europe&CentralAsia,16.3,13.7,12.7,11.5,10.1,10.1,8.1,8.4,8.4,7.1,9.1,3.6,3.4,7.3,7.2
root/Europe&CentralAsia/Cyprus,root/Europe&CentralAsia,0,0,0,0,0,14.1,11.7,12.6,13.1,12.4,12.6,13.0,12.5,12.2,12.4
root/Europe&CentralAsia/CzechRepublic,root/Europe&CentralAsia,10.0,10.8,9.5,8.9,10.6,9.6,9.2,9.3,8.1,8.1,7.0,6.9,6.7,5.7,1.0
root/Europe&CentralAsia/Denmark,root/Europe&CentralAsia,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2
