root/EastAsia&PacificAustralia,root,2.0,2.1,1.9,1.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
root/EastAsia&PacificBruneiDarussalam,root,0,0,0,8.9,9.1,9.2,9.9,13.6,11.9,10.7,10.0,10.4,1.2,1.5,1.1
root/EastAsia&PacificCambodia,root,534.8,480.1,276.1,236.5,190.3,150.6,137.4,127.5,109.0,77.7,129.8,120.4,59.6,55.7,51.3
root/EastAsia&PacificChina,root,0,0,0,0,0,0,0,0,0,0,1.9,0.9,0.7,0.7,0.6
root/EastAsia&PacificFiji,root,30.2,28.9,28.4,25.8,25.3,25.2,25.3,23.8,25.1,24.0,23.1,22.5,21.3,17.9,16.9
root/EastAsia&PacificHongKongSARChina,root,2.4,3.4,3.4,3.3,3.1,2.0,1.8,2.0,1.9,1.9,0.8,1.4,1.2,0.6,1.1
root/EastAsia&PacificIndonesia,root,0,0,0,0,0,0,0,0,0,0,21.9,21.1,19.9,19.4,10.9
root/EastAsia&PacificJapan,root,0,0,0,0,0,0,0,0,0,0,7.5,7.5,7.5,7.5,7.5
root/EastAsia&PacificKiribati,root,51.6,36.3,40.3,53.8,58.3,63.6,45.7,47.1,46.4,46.6,47.1,44.4,46.0,36.3,40.2
root/EastAsia&PacificKoreaRep,root,18.4,15.7,15.7,18.2,17.1,16.9,14.7,14.7,14.6,14.6,14.6,14.5,14.5,14.6,14.6
root/EastAsia&PacificLaoPDR,root,23.9,21.3,17.4,15.8,14.7,11.6,9.7,8.9,7.1,6.6,6.2,5.3,4.9,4.6,3.5
root/EastAsia&PacificMalaysia,root,33.1,32.0,26.6,25.1,23.1,18.9,15.6,17.5,16.4,15.1,7.6,7.2,6.7,6.2,5.4
root/EastAsia&PacificMarshallIslands,root,20.9,20.2,22.4,18.6,17.7,17.4,16.2,17.6,17.7,13.5,12.4,12.8,12.7,12.5,11.9
root/EastAsia&PacificMicronesiaFedSts,root,26.5,134.1,127.6,135.9,137.0,137.5,135.7,137.8,139.0,139.8,141.0,141.2,141.1,140.4,141.7
root/EastAsia&PacificMongolia,root,16.1,12.5,9.6,7.9,6.6,4.0,3.0,3.2,2.9,2.4,1.5,1.2,1.5,1.5,1.4
root/EastAsia&PacificMyanmar,root,0,0,0,0,0,0,0,0,0,157.7,148.6,139.6,98.0,41.1,40.1
root/EastAsia&PacificNewZealand,root,0.2,0.2,0.2,0.2,0.1,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3
root/EastAsia&PacificPalau,root,9.5,4.3,4.7,5.1,4.7,4.6,4.1,5.7,5.8,5.2,3.8,3.3,3.3,2.9,2.9
root/EastAsia&PacificPapuaNewGuinea,root,28.8,28.2,27.7,23.8,24.2,21.7,18.9,27.0,23.8,20.7,19.9,19.4,17.3,15.6,11.5
root/EastAsia&PacificPhilippines,root,28.6,24.1,23.9,22.2,24.1,22.7,21.6,22.1,19.1,19.2,18.7,16.6,16.1,15.8,15.8
root/EastAsia&PacificSamoa,root,52.3,48.7,46.4,45.5,41.3,39.8,9.9,9.8,9.7,9.5,9.6,9.4,8.0,7.7,7.3
root/EastAsia&PacificSingapore,root,1.0,1.0,0.9,0.8,0.8,0.9,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.5
root/EastAsia&PacificSolomonIslands,root,145.5,122.3,135.5,117.2,101.8,93.5,70.1,78.5,54.5,47.9,47.5,35.5,31.4,28.5,28.9
root/EastAsia&PacificThailand,root,18.8,18.4,17.3,16.3,16.2,14.7,17.1,7.7,7.0,6.7,6.7,6.6,6.7,6.6,6.2
root/EastAsia&PacificTimorLeste,root,0,154.8,125.4,88.0,13.1,6.9,5.8,5.7,5.0,2.9,2.9,0.3,0.3,0.5,0.5
root/EastAsia&PacificTonga,root,16.1,13.9,11.7,10.3,10.8,9.6,8.2,7.0,10.3,8.0,7.4,7.4,7.5,6.8,7.1
root/EastAsia&PacificVanuatu,root,66.9,81.8,83.5,78.0,69.9,69.7,53.5,48.2,47.1,47.2,46.2,46.2,44.2,44.3,44.4
root/EastAsia&PacificVietnam,root,31.9,30.6,27.6,24.3,20.0,16.8,13.3,12.1,10.7,8.8,7.7,5.3,4.9,4.6,6.5
root/Europe&CentralAsiaAlbania,root,57.1,32.3,31.3,22.5,46.1,42.5,32.2,31.8,29.3,22.4,21.2,10.1,10.3,12.5,12.0
root/Europe&CentralAsiaArmenia,root,8.4,7.0,6.1,5.1,4.8,3.6,2.6,3.1,2.9,2.5,1.1,1.0,1.0,0.9,0.9
root/Europe&CentralAsiaAustria,root,6.1,6.0,5.7,5.6,5.4,5.1,5.1,5.2,5.2,4.9,4.8,5.5,5.3,5.2,5.1
root/Europe&CentralAsiaAzerbaijan,root,16.8,14.4,12.3,9.3,6.9,4.3,2.9,3.1,2.7,2.3,1.1,3.2,1.8,1.9,1.8
root/Europe&CentralAsiaBelarus,root,20.6,26.6,32.9,26.8,9.5,8.3,2.1,2.0,1.6,2.5,0.9,0.9,0.9,0.6,0.6
root/Europe&CentralAsiaBelgium,root,11.1,11.3,11.1,5.8,5.6,5.5,5.6,5.7,5.5,5.3,5.3,5.2,5.0,5.0,5.6
root/Europe&CentralAsiaBosniaandHerzegovina,root,47.3,45.3,41.2,37.4,30.9,31.6,16.3,18.3,17.6,15.4,15.4,15.2,14.1,13.5,7.7
root/Europe&CentralAsiaBulgaria,root,10.4,10.3,9.6,7.9,7.6,3.0,2.6,2.5,2.3,1.9,1.8,1.5,1.4,1.3,1.2
root/Europe&CentralAsiaCroatia,root,16.3,13.7,12.7,11.5,10.1,10.1,8.1,8.4,8.4,7.1,9.1,3.6,3.4,7.3,7.2
root/Europe&CentralAsiaCyprus,root,0,0,0,0,0,14.1,11.7,12.6,13.1,12.4,12.6,13.0,12.5,12.2,12.4
root/Europe&CentralAsiaCzechRepublic,root,10.0,10.8,9.5,8.9,10.6,9.6,9.2,9.3,8.1,8.1,7.0,6.9,6.7,5.7,1.0
root/Europe&CentralAsiaDenmark,root,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2
root/Europe&CentralAsiaEstonia,root,8.0,7.5,6.2,5.1,2.0,1.7,1.7,1.9,1.8,1.6,1.5,1.4,1.3,1.2,1.2
root/Europe&CentralAsiaFinland,root,1.1,1.2,1.2,1.1,1.0,1.0,0.9,1.1,1.0,1.0,1.1,1.1,1.0,1.0,1.0
root/Europe&CentralAsiaFrance,root,1.4,1.1,1.2,1.1,1.1,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.7,0.7
root/Europe&CentralAsiaGeorgia,root,22.7,13.7,13.7,10.9,9.5,4.0,3.7,5.0,4.7,4.1,3.8,3.7,3.4,2.6,2.5
root/Europe&CentralAsiaGermany,root,6.1,6.1,4.9,5.3,5.8,5.8,4.9,5.0,4.8,5.0,5.0,8.9,2.0,1.9,1.9
root/Europe&CentralAsiaGreece,root,32.7,32.5,22.0,21.7,21.1,22.5,20.2,20.7,20.1,20.5,12.1,2.2,2.2,2.2,2.2
root/Europe&CentralAsiaHungary,root,40.4,22.9,22.4,20.9,17.7,8.4,8.0,8.2,7.6,8.9,8.8,8.5,7.5,7.1,5.4
root/Europe&CentralAsiaIceland,root,0,3.0,2.8,3.0,2.7,2.6,3.0,2.3,3.3,3.0,2.7,2.4,2.2,2.0,1.8
