root/EastAsia&PacificAustralia,root,229.265479301778,231.103314461898,252.3457676572,236.904451353282,224.654952007453,181.130964068329,215.555870006132,152.63102999177602,282.420485082537,242.33090269047,267.738443666187,218.89755893616902,276.775026857263,243.43941829552102,222.056363350274
root/EastAsia&PacificChina,root,122.285975436055,110.708535816692,109.97654177088002,116.009584182365,111.52322863737,103.320000961009,98.6804672399004,97.09223411082459,96.2403530027076,93.6784167287125,94.48000920489521,83.8022336910589,85.0245889227959,85.40462508295559,84.86293172394629
root/EastAsia&PacificIndonesia,root,111.657852359229,111.02429715840401,123.185040323133,102.582993062733,109.02760617475599,121.07957588805,118.397405023076,103.47849512721001,105.94023534509199,113.830428965059,118.167165860161,121.35858874139,127.55203610074699,120.266815276449,130.236075453968
root/EastAsia&PacificJapan,root,129.160262398284,137.267459676556,139.131102668838,141.341939114224,136.296174764459,142.12806725462,135.680730447225,119.552835012503,122.795800747407,132.481346938679,125.998357482818,126.51091962017401,136.13976701123698,0,0
root/EastAsia&PacificKoreaRep,root,125.950883060644,266.022808121716,144.537675279332,178.543594698268,134.233355097143,135.597934444533,70.890393372785,68.1591115376852,60.6089219998205,63.94744541282989,105.332815442358,73.1739353570205,74.1371835608019,0,0
root/EastAsia&PacificMalaysia,root,195.801731914126,233.11992786294,326.15876549677,234.998989660863,247.50759668397302,268.908582366963,222.90286639606498,129.228293914684,239.042692307692,269.503818181818,298.060372713155,228.126336123632,286.26671869754904,235.03377240717003,243.282551216389
root/EastAsia&PacificMyanmar,root,207.39705882352902,338.51333333333304,493.41,142.420426418863,176.08313651393502,329.612360216541,166.67963869487699,209.726765741347,441.9772097320599,212.05144677671,175.168158561112,273.112807948406,336.367240441794,389.93071179116896,538.145622390501
root/EastAsia&PacificNewZealand,root,218.07526787830398,226.834146750926,215.02092135373798,377.353721145933,409.11691215149904,239.34775432111599,281.581296890975,186.62963320673802,175.928690344062,254.141515151515,269.255625,231.126768534239,257.28634103538997,338.126168224299,338.126168224299
root/EastAsia&PacificPhilippines,root,179.899725278147,266.476738448361,301.039869639264,280.041038766189,281.587381683572,332.58613204941,755.740346891058,1197.14849000807,7391.1778248457495,377.16363149949404,228.19469112169202,647.399506653491,640.5076009291661,886.8552014125411,1297.15125071859
root/EastAsia&PacificThailand,root,904.697340425532,1413.57379747151,1064.6286398085401,1019.109390241,1300.6399416909599,1386.33868613139,1452.8416058394198,1398.3364963503698,1865.38248175182,2508.4429999999998,2572.2426,2897.89634489222,2699.40246948357,2427.8262591911803,2498.48375919118
root/EastAsia&PacificVietnam,root,844.066929464061,820.877835474173,326.26594448273397,291.608550731916,339.373953620917,336.58891159012103,299.088975198323,402.215395022408,316.736967040993,298.872001151846,235.427532887868,222.803175191174,188.65518148763002,222.05712034239,222.84714812839002
root/Europe&CentralAsiaArmenia,root,523.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Europe&CentralAsiaBelarus,root,16.8577223245954,15.1108929071233,14.843112074874401,16.291326928052403,23.686357314349397,20.0858134754458,21.945453750241104,46.666287387676,24.2374590982759,26.670163005141,25.910636474700798,26.9958445201195,16.5389601470971,14.684449660964699,11.577923073000902
root/Europe&CentralAsiaBelgium,root,19.9405014253344,18.830317750025102,19.9295607494904,19.1191102903684,18.8106600776562,18.8833086728887,19.7300639658849,16.0696389866455,16.6121793728372,16.2296366560812,16.2074113734414,17.8107865236993,14.7265284908395,0,0
root/Europe&CentralAsiaBosniaandHerzegovina,root,0,0,0,0,0,0,0,163.6064093884,258.08241636977,122.62324878728201,190.928913763204,209.153474332565,178.446120880745,0,0
root/Europe&CentralAsiaBulgaria,root,97.71015620600149,107.71595159515999,54.9122591225912,45.1395170563434,58.0898915862719,67.7700419714749,75.2591209932369,129.965639810427,81.8653563069885,85.60237816270309,81.1224489795918,99.9189473684211,94.822,0,0
root/Europe&CentralAsiaCroatia,root,70.67179487179492,71.0475099207185,65.3742067705375,59.10971942505589,73.6562456774375,72.88783742340891,90.1637887816425,39.7101256085335,63.1723992106005,60.0468517194753,41.647920292899606,35.5078726368861,38.8109507623194,0,0
root/Europe&CentralAsiaCzechRepublic,root,92.26167779670679,96.22179550292931,85.2679918211377,87.49162779935939,86.59323006310959,91.70257879656158,79.712893982808,117.355902524442,142.017980804277,182.7319291637,152.65356674822598,252.721390668803,333.24059593382196,0,0
root/Europe&CentralAsiaDenmark,root,169.28525140090701,189.089007029286,327.575857289579,0,0,0,0,0,0,0,0,0,0,0,0
root/Europe&CentralAsiaEstonia,root,111.304813715793,114.85,65.7377516854101,35.7191662128039,42.5747357825868,47.1656034438048,65.391825613079,423.119378577269,6118.03051317614,17328.7356321839,19054.5454545455,14395.342465753401,0,0,0
root/Europe&CentralAsiaFinland,root,81.1372972972973,73.7310737133501,82.9318794344198,82.3045391607145,93.6909090909091,81.42291219931171,86.51996151996148,75.8195701920207,90.85875364945129,61.022322107504394,62.1023632067522,63.0314926131684,65.906776745786,0,0
root/Europe&CentralAsiaFrance,root,301.528695175277,296.5647446887,130.459911370305,97.71079923952992,121.171503217889,267.459075896753,163.27167116323298,173.01545877163102,198.16063314730098,166.648380796997,182.477555383666,235.44643517208303,233.254771484271,0,0
root/Europe&CentralAsiaGeorgia,root,31.807228915662602,14.9851111140008,15.118788200903499,22.6850719636242,17.2249329296035,14.519579432871598,12.8668205277585,14.4449805158657,11.6419229262356,24.166155105381602,28.6855533519298,36.0886588703658,33.5128763556634,0,0
