root/EastAsia&PacificBruneiDarussalam,root,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39264011383057,9.906439781188961,9.69221019744873,9.90223979949951,10.146220207214402,9.82365989685059,9.66316032409668,9.69106960296631,0,0,0,0,0,0,0,0,8.70333957672119,8.35041999816895,8.049830436706541,0
root/EastAsia&PacificCambodia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9851703643799,21.486440658569304,23.6733703613281,23.868240356445302,22.355810165405302,22.778589248657198,0,0,26.2551002502441,25.330490112304698,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificChina,root,0,0,0,0,0,0,0,0,0,0,0,14.2077903747559,14.521369934082001,0,0,16.0646705627441,19.902019500732397,19.9020099639893,16.6720600128174,0,0,18.4115295410156,16.318799972534197,16.1980495452881,16.0589904785156,16.197320938110398,16.052659988403303,15.337789535522498,17.5002593994141,16.5255298614502,15.632849693298303,15.0845403671265,0
root/EastAsia&PacificFiji,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3434906005859,22.3860702514648,0,0,0,17.1273803710938,0,0,0,13.3481798171997,0,0,0,0,0
root/EastAsia&PacificIndonesia,root,0,0,0,0,0,0,0,0,0,0,12.0262804031372,0,0,12.670880317688,12.989109992981,13.1125898361206,13.012200355529801,13.1355199813843,13.1381301879883,13.2088203430176,11.895170211792,11.394960403442399,12.166640281677198,11.236060142517099,12.005350112915002,11.275750160217301,15.515819549560499,17.4197406768799,16.8502902984619,16.5765705108643,0,14.4171304702759,0
root/EastAsia&PacificJapan,root,0,0,0,0,0,0,0,0,0,13.851829528808599,13.378049850463901,0,0,12.8196802139282,12.5899496078491,12.3997097015381,12.382189750671401,12.153980255127001,11.9339599609375,11.6595401763916,11.422679901122999,11.150289535522498,10.923620223999,10.7873096466064,10.6661796569824,10.617030143737802,10.623999595642099,10.507399559021,0,10.364830017089801,10.3922300338745,0,0
root/EastAsia&PacificKiribati,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7288703918457,14.0839996337891,14.090319633483901,16.0177898406982,16.4061298370361,17.5454502105713,19.007999420165998,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificKoreaDemPeople’sRep,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1352405548096,0,0
root/EastAsia&PacificKoreaRep,root,0,0,0,0,0,0,0,0,0,22.275899887085,22.422830581665,22.865310668945302,23.5273609161377,22.879249572753896,22.381910324096697,20.6349697113037,18.995210647583,16.2782306671143,15.8578300476074,15.685500144958501,15.830240249633801,15.6719198226929,16.041090011596697,16.2776794433594,16.524480819702102,16.2444190979004,14.7224903106689,14.8621501922607,14.635930061340302,14.1618299484253,13.855110168457001,0,0
root/EastAsia&PacificLaoPDR,root,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9971809387207,21.8210601806641,20.7377605438232,22.0771293640137,24.2947998046875,27.4775199890137,26.394229888916,28.2619094848633,27.1954498291016,0,24.5405807495117,24.523250579834,21.3501796722412,21.1371898651123,19.856830596923803,18.6168899536133,19.034460067749,19.2697906494141,19.42919921875,0
root/EastAsia&PacificMacaoSARChina,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0812397003174,21.746789932251,22.5228805541992,21.928470611572298,22.8761692047119,21.9187908172607,21.1030807495117,20.437320709228498,20.0247402191162,18.726110458374,16.707880020141598,15.8022804260254,13.9729099273682,13.557490348815902,12.336890220642099,11.803689956665002,11.235790252685499,10.410409927368198,0
root/EastAsia&PacificMarshallIslands,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.532159805297898,0,0,16.4626903533936,15.4019603729248,0,0,0,0,0,12.4754104614258,0,0,0,0,0,0,0,0
root/EastAsia&PacificMongolia,root,0,0,0,0,0,0,0,0,0,0,14.171259880065902,11.860679626464801,15.7581300735474,22.549009323120103,17.0471897125244,18.9963302612305,22.253160476684602,19.783710479736303,19.497959136962898,19.868909835815398,20.9873199462891,19.4939002990723,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificMyanmar,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.9237518310547,39.692928314209,36.0127410888672,34.9762001037598,36.8610496520996,32.9985198974609,33.1115684509277,32.4714012145996,28.3620300292969,29.9032001495361,29.6962699890137,28.300390243530302,0,0,0,22.7377109527588,0,0,20.5293292999268
root/EastAsia&PacificNauru,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.818180084228498,0,22.6470603942871,0
root/EastAsia&PacificNewZealand,root,0,0,0,0,0,0,0,0,0,14.039210319519,0,14.2131099700928,13.0758399963379,15.0458898544312,13.354949951171902,13.467809677124,13.3861799240112,0,11.872300148010302,11.1763496398926,14.1415796279907,14.2928104400635,14.500639915466301,14.206830024719201,13.771880149841301,14.1860904693604,13.9379100799561,13.9224700927734,0,13.313289642334,13.0069103240967,0,0
root/EastAsia&PacificPalau,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.989689826965302,14.348480224609402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificPapuaNewGuinea,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.776430130004897,0,0,0,0,0
root/EastAsia&PacificPhilippines,root,0,0,0,0,0,0,0,0,0,0,0,0,0,20.707809448242198,21.195020675659197,0,22.3695602416992,23.2294006347656,0,0,28.332149505615202,26.453199386596697,25.007160186767603,0,25.221920013427702,0,0,0,0,0,0,0,0
root/EastAsia&PacificSamoa,root,0,0,0,0,0,0,0,0,0,0,35.1220207214355,0,0,0,17.4311504364014,19.670089721679698,18.847110748290998,18.9038696289063,19.1327304840088,17.9416809082031,18.6483097076416,22.2011699676514,18.6531391143799,0,18.573289871215803,20.3617000579834,0,17.3121700286865,0,17.4156494140625,17.1536903381348,17.6360702514648,0
root/EastAsia&PacificSingapore,root,0,0,0,0,0,0,0,0,0,0,10.498499870300302,10.9895896911621,0,0,0,0,0,0,0,0,0,0,17.185569763183597,16.6487197875977,14.9050903320313,0,0,0,0,0,0,0,0
root/EastAsia&PacificSolomonIslands,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.148029327392603,0,0,0,0,0,0,0
root/EastAsia&PacificThailand,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8905296325684,24.892459869384798,0,0,0,21.3688907623291,20.36794090271,22.5625495910645,0,0,17.828659057617198,0,0,0,31.234230041503896,0,0
root/EastAsia&PacificTimorLeste,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9526805877686,26.180030822753896,36.0431785583496,0,0,0,0,24.663650512695302,0,19.7442092895508,23.040210723877,28.1631698608398,30.421630859375,28.6349201202393,24.6392002105713,25.1676406860352,0
root/EastAsia&PacificTonga,root,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7505998611450195,13.3203601837158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificVanuatu,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8209896087646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2046794891357,0,0
root/EastAsia&PacificVietnam,root,0,0,0,0,0,0,0,0,0,0,0,0,0,27.606300354003896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Europe&CentralAsiaAlbania,root,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5885791778564,17.3242301940918,18.264179229736303,18.2259407043457,19.7350997924805,20.7836093902588,20.7258796691895,21.1287899017334,20.5792198181152,20.568489074707,21.1823902130127,16.505470275878903,17.0493297576904,18.356029510498,17.9608192443848,17.9355392456055,17.6547794342041,16.1506195068359,14.5806303024292,0
root/Europe&CentralAsiaAndorra,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9852895736694,0,0,0,0,0,0,0,0,0,0,0,0
root/Europe&CentralAsiaAustria,root,0,0,0,0,0,0,0,0,0,0,10.755979537963901,11.187540054321301,11.351710319519,12.272310256958,12.3035402297974,0,0,12.5936803817749,12.5298099517822,12.7889499664307,13.297670364379899,13.504659652710002,13.293080329895,12.552180290222198,12.2234697341919,11.919159889221199,11.4588804244995,11.263520240783699,11.637559890747099,11.797750473022498,11.9434900283813,11.780679702758801,0
root/Europe&CentralAsiaBelarus,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.804009914398191,8.25051021575928,8.61892986297607,8.55482006072998,0
root/Europe&CentralAsiaBelgium,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.57711982727051,9.58261966705322,9.50129985809326,0,0
root/Europe&CentralAsiaBosniaandHerzegovina,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7302398681641,14.5458898544312,14.2982501983643,13.454959869384801,12.6559600830078,12.6035003662109,12.4849796295166,12.7835302352905,12.7778902053833,11.992790222167999,11.263580322265598,10.360679626464801,0
