root/EastAsia&Pacific,root,502092344.1031474,438766580.0118977,508235802.34588814,1126661621.9152846,1744888498.6982286,1046551397.1223476,1294428135.6276784,1434201134.6429274,1262483246.745209,2038440917.5440729,2598593439.7451153,2167356075.9932833,1886474066.678439,1930478631.4874167,1829143807.9886508,1895996213.0768392,1658746669.1076853,2376276799.2608194,5649309584.997124,4637781108.499961,3896576271.304511,3187666221.7689004,2945165340.56858,2279858078.703212,3470386002.289157,4339245048.76637,3962617762.754903,3293857200.990138,3075238824.111539,2762997838.8206487,4531028263.766751,3821757930.901672,4710691213.020952,6430459934.372114,11606682088.24144,23867910313.34104,47624103349.77051,94340821245.20523,117208120460.9221,65133118365.07524,147011453169.1841,221215923378.93832,175918424022.48364,191059592852.81894,143467306486.55182,59030965302.68848,62270812819.82816
root/EastAsia&Pacific/Australia,root/EastAsia&Pacific,179507338.244796,176254911.699857,194427389.426822,364672841.686831,580040235.157455,430812694.427523,545146403.936085,604625411.760262,515190569.58352304,752682339.652433,982356729.899242,706533930.013657,745735529.886555,663467680.566709,763820057.56779,761843624.999502,734743515.986552,985674788.4883381,1334593937.6359,1446039496.4081302,1591111480.14436,1270914748.4107301,1159329702.4641,964536874.6959801,1334220476.34057,1310730327.47894,1440009127.61953,1407149942.76955,1364013349.76866,1293031033.3519402,1938380553.69526,1653509781.67694,1822518223.70327,2417165218.47437,4678670406.19945,9168055150.78616,14004614908.6873,23431189363.2512,27445467718.8871,14963349445.6008,25248034065.2204,36283442565.7159,33306248577.7838,34773499900.4609,30781717177.9918,18476405217.968002,19943952516.151
root/EastAsia&Pacific/Cambodia,root/EastAsia&Pacific,0,0,0,0,28861.567009978502,1999.0381596511102,0,0,0,0,0,11968.7696523825,5639.437767788189,854.287433824335,3213.1419602995898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&Pacific/China,root/EastAsia&Pacific,97621857.2310354,74311999.0160417,70910418.673659,160670226.271796,267240071.062632,148597239.680061,251713309.91303998,260379744.475517,202567300.940196,356351498.175576,432824884.395409,638985565.186208,515612296.095468,571002013.2665089,474503342.80297,435074503.928906,359177049.6791,563958651.315868,2049555989.87705,948907777.787351,881042676.707083,713390408.695856,590081035.71632,379575007.163002,741277191.641355,928355366.542959,631319520.731554,477523978.799279,332065500.00850403,103440491.320371,358755691.726221,386094615.567306,652258866.7376901,1228422705.4137099,3146879038.5926104,9449285335.925291,24284058150.316,53312520354.7384,79135698222.7023,38689638079.5585,103808043798.419,160001411527.681,123408479734.16801,138508579447.705,98064913321.7402,28835224888.3226,31735908604.6967
root/EastAsia&Pacific/Fiji,root/EastAsia&Pacific,0,0,0,357451.783523143,1084614.09035498,943602.055714901,265503.554363458,364603.42476799997,382817.528584196,1044242.4524449,2418294.74491667,2014786.67286641,2313994.97750249,2666336.93446521,2659844.45145777,2789102.01948782,5231108.19300833,7298005.53401841,7552180.82209686,4319129.13690958,4338963.10821484,2791623.31671126,1757408.87213869,1719702.97473818,16151458.821016198,12569118.8122091,16949396.0623306,13028595.961995501,7955130.04278152,7546355.48194678,6811259.12425815,6405744.91361962,13519492.5693375,11667454.864172,15818965.877976902,577401.002860873,613324.793397938,183879.97837906,11548760.8673625,17026270.9696537,42338355.5107725,51093131.5767224,56705765.54194201,34778972.9913307,28462074.031119104,30668156.1283094,31518128.604220398
root/EastAsia&Pacific/HongKongSARChina,root/EastAsia&Pacific,26025.8014657669,26323.7658839221,15745.455366939499,0,5608.19739930546,40617.0477765271,22872.5281757964,18223.5200075335,7773.049686621221,7534.4849476826,13641.1575906067,14228.6407985996,27504.392376606,20721.6526882208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&Pacific/Indonesia,root/EastAsia&Pacific,10061484.6296995,13712590.339327099,15957654.420642199,50603676.8451719,110481285.233448,58637389.655505106,70396527.4097985,109889306.45422,131324713.96148899,215693948.723483,251024776.308487,170132604.42698002,114267724.64951399,119738601.192153,119595990.133522,117060336.850567,76305777.2435481,118991581.109584,522887293.720083,582251544.610358,430792841.701052,441257918.154521,523142853.226779,405909617.14831203,576170267.240647,1099060939.18201,1080915586.62485,849033842.950212,956568493.0521971,965914801.618384,1623965125.15334,1363918872.0273302,1580959574.17347,1878237756.9030898,2295863463.05301,3672140985.35156,5490470959.3535795,9365659550.7359,5021482905.3894,6463664605.35806,9638669630.113821,12605690952.5349,9176741756.20911,9392599536.59938,3697927711.73252,3753227544.74377,3773056619.1233296
root/EastAsia&Pacific/Japan,root/EastAsia&Pacific,74925352.85061379,50091691.5303873,43370734.100448295,129039928.176926,169442407.541145,43878729.6627426,45014134.2947478,35373196.5270449,29862261.0249795,55689835.189439505,82197510.7135629,32243245.4694233,20205143.936393697,22105595.8094129,15423309.482923001,16457874.263500199,15675914.2311096,22581503.5207604,86594030.8909875,95944860.26116891,41461903.1078195,9780681.90928545,7251923.941836501,3907589.52685903,17802729.072756898,9765718.26303321,11025453.609829301,1381013.52566781,201933.88126008603,156813.762249697,357997.643236704,129472.936183033,5962844.66824519,11213228.105008,16268918.243425302,1763025.45769309,12531448.1922199,1436271.56144758,71889934.94935429,105306008.07893,169841484.482977,245353664.425902,223543326.947635,181615776.72136202,149869079.116926,149816926.722819,164774704.842534
root/EastAsia&Pacific/KoreaDemPeople’sRep,root/EastAsia&Pacific,13261629.3294053,9437308.67455678,10556275.2218605,54548356.61119989,95900213.93261659,26626820.253472,23723013.777245604,24358069.6206493,21128102.107169397,49361373.489935294,50094194.915462606,29063420.5799433,29408162.0386364,24764668.6953952,28284760.674613,31348752.155627802,9271664.33498024,16884409.8194991,322043124.074849,258666211.764857,102148934.954312,14750690.536170099,11107676.8226952,3517226.66990292,7594579.39566115,17368976.4113062,20235148.164198,13316825.5935874,4805119.346436599,2115021.84151807,4632903.22520416,4351108.37179944,6412673.99017646,8862869.38897301,20342916.5421773,34006880.7736666,156905123.803802,184792137.31558302,162852231.049685,104869613.576111,147193132.43654498,218891467.015924,211775984.047049,196024404.642773,187074935.29959598,143772545.03150702,158620114.392075
root/EastAsia&Pacific/KoreaRep,root/EastAsia&Pacific,1684459.70905479,1274854.54263544,1426524.80800873,13257530.872697901,20416230.3689318,4106671.63018335,3943931.30758858,3235864.57843091,2461876.56801384,5012305.6887003,10019189.640796801,4097867.27389742,4585686.25952267,5720231.0987311,5384368.31832965,5323735.05219782,5100774.13262722,12039974.9880498,52677585.1708074,55975593.220164895,26994379.3656658,522991.818047395,226512.820138413,62314.9890881999,2121535.65798489,11106267.3784342,15938823.283400303,1518380.74094638,177631.24114184603,0,55591.0298074257,85360.5231942737,17838140.013729397,36767075.121690504,615838.145441315,5779372.96731211,10163130.9831568,5578305.55208263,7308200.53353908,7833152.74529595,12035391.8660459,17548619.1890334,22187680.986472398,23624979.525505103,14938026.5418029,10571431.729943302,12844643.3852392
