root/EastAsia&PacificAustralia,root,45801.5267175573,41698.4490211035,37337.785535402596,34667.4182638106,32415.3379891949,30251.0467968937,28122.3206630466,26570.1787546579,25036.384176191,23622.5009122511,21633.5293322297,20932.484314038702
root/EastAsia&PacificBruneiDarussalam,root,94955.0918271594,75559.5854001102,59828.398077044905,48634.514484502804,41236.5132344951,35771.098635648195,31026.0874643656,27240.2720181516,24505.0696664716,22674.890093473903,21263.395939441798,20645.9009385384
root/EastAsia&PacificCambodia,root,20004.8071252943,18039.5227095303,16520.2039628764,16763.3198545678,17432.529533755,14714.4284487735,12534.4228927203,10676.4590275392,9545.119646016941,8817.921115872092,8161.40580824107,7897.430322858209
root/EastAsia&PacificChina,root,4225.18287096144,3728.04983102511,3263.2274978828996,2981.59424667843,2788.93152097399,2594.93466539365,2414.65445462115,2286.8524276975,2196.9696969697,2134.4806261547897,2082.63153413613,2061.9085664861104
root/EastAsia&PacificFiji,root,67721.9108253059,58514.5302543691,52596.28528372519,47721.8061073883,42726.8564108243,39558.0033946448,38346.2877972845,36008.879247282,35000.9991528655,34199.31673239,32681.010444187003,32230.533547977797
root/EastAsia&PacificFrenchPolynesia,root,0,0,0,0,0,0,0,0,40815.3269715844,38373.8689302133,0,0
root/EastAsia&PacificIndonesia,root,21813.348288999998,19063.8231399178,16677.7475802335,14702.6570038776,13067.4312785957,11756.9017220321,10752.7405135345,9954.322282351071,9282.414680552141,8665.639914952091,8112.237951008291,7913.57805215731
root/EastAsia&PacificJapan,root,4487.01894982887,4269.04939190866,4011.64309437624,3776.46821179839,3630.25437107954,3521.9631258651293,3461.34960435969,3411.15527102819,3374.0044725175603,3359.34875508785,3369.1402424213898,3378.48455325435
root/EastAsia&PacificKoreaDemPeople’sRep,root,5643.6679056904295,5067.04609514521,4405.64235218955,3988.9077406123997,3720.4521137832003,3447.92343922026,3200.0146723060802,2999.69044985417,2871.0166625665397,2768.2188152196995,2695.73945219516,2667.58367841713
root/EastAsia&PacificKoreaRep,root,2445.96713389605,2152.2696421819396,1935.50855644012,1781.0162888152,1649.0215009009698,1558.0818558785097,1482.3547666060401,1411.20670032672,1361.1157379484698,1332.06971919395,1291.83645219041,1277.91664077826
root/EastAsia&PacificLaoPDR,root,85722.44118062849,76253.9448600676,67022.40639303639,60717.3448152043,55979.550999311396,48755.96742056611,42288.9047373568,37654.362615862796,34635.354656754396,32001.1455872286,29679.6545811965,28952.0234255931
root/EastAsia&PacificMalaysia,root,66721.769645391,57733.433192264696,51217.515401239296,45345.992266475594,40081.1768220506,35098.1064692588,30505.886478970602,26895.0270863064,23968.119755966498,21783.3462186834,19883.131069325802,19187.4974795733
root/EastAsia&PacificMongolia,root,34410.3373399623,29662.6891955359,25651.0426264309,22276.1487099357,19575.5591269076,17114.6727335231,15511.4637740461,14899.205589770901,14240.9395091541,13427.6354628483,12365.744613261299,11901.928112354199
root/EastAsia&PacificMyanmar,root,45803.227871743606,40897.7975863204,36235.3606252915,32204.9051377709,28724.5264927912,25935.245509938,24046.1465450806,22604.587063437597,21276.9477953221,20397.959097760202,19671.8685258616,19316.625922003
root/EastAsia&PacificNewZealand,root,131748.58984689802,120039.646121655,112607.183442956,104800.97429651901,103608.884382624,99865.6242365013,92589.9708355749,86478.1953296485,82816.2593389895,77418.438373029,74181.6201991788,72510.366543229
root/EastAsia&PacificPapuaNewGuinea,root,382396.033393056,341581.175423043,301144.688179902,263516.314324628,229171.500678502,200365.109755555,176605.990051857,155385.836028175,136635.418493305,120852.35764693699,107794.062471571,103277.74686895
root/EastAsia&PacificPhilippines,root,17057.656767255,14591.825366983601,12630.057955881799,10973.5703505401,9566.894693634978,8357.56984969862,7360.68263862063,6555.8276490156,5887.9885770563205,5364.33283098242,4944.94275955184,4785.10727566171
root/EastAsia&PacificSingapore,root,342.817963661296,303.398058252427,278.758595056681,258.031221777835,226.717441297187,216.232657690369,185.71838036238603,158.059534704342,143.679881224632,130.758865614537,112.942515835952,109.694748766117
root/EastAsia&PacificSolomonIslands,root,357417.00249472295,307531.423932412,258983.30223988698,214968.95694369,181343.89211864,155823.511571726,135473.840213606,117647.987745659,102696.76654520699,90680.4073518075,81047.1215579904,77671.0500708944
root/EastAsia&PacificThailand,root,7719.808037086991,6646.238684815639,5747.27444789429,5054.48373232985,4556.75093306833,4160.14956228741,3881.5393607628603,3688.5814629213105,3503.80699164474,3391.46331671667,3309.06298995228,3281.3591380780103
root/EastAsia&PacificTimorLeste,root,15855.7981266418,14436.8233013667,12866.1125546007,12914.7172753798,13591.317439571201,11743.733578071899,10199.4574360439,9420.93638258979,8892.37680296593,7713.81058486929,7101.73242504928,6773.503604015129
root/EastAsia&PacificVanuatu,root,147475.224162341,127352.84378900198,110104.268742499,94142.4563649715,82348.5815456829,73461.89164370981,64415.142711748704,57143.183675335305,51558.0853389429,45464.2582733584,40406.4892821787,38632.4125941665
root/EastAsia&PacificVietnam,root,10362.0773341379,8968.25201357096,7890.320072348571,7060.972539143009,6312.81372611564,5626.05984659328,5052.68854766667,4640.21336201985,4385.2533666153795,4184.44190966565,3973.38337275706,3883.51969419389
root/Europe&CentralAsiaAlbania,root,15718.869480208,13685.4026102998,11992.1930377518,10702.0122170034,9661.39157081297,8723.55570833489,8284.470867150041,8544.34531098082,8816.75248524259,9057.18721475332,9274.57961847344,9310.84516168334
