root/EastAsia&Pacific,root,583.1,596.0,555.8,532.8,527.8,520.1,504.1,522.1,537.0,532.0
root/EastAsia&Pacific/Australia,root/EastAsia&Pacific,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
root/EastAsia&Pacific/BruneiDarussalam,root/EastAsia&Pacific,0,27.0,27.0,27.0,27.0,25.0,19.0,19.0,19.0,19.0
root/EastAsia&Pacific/Cambodia,root/EastAsia&Pacific,43.0,37.0,37.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
root/EastAsia&Pacific/China,root/EastAsia&Pacific,12.7,11.6,11.6,11.6,11.6,11.6,11.6,11.6,21.0,21.0
root/EastAsia&Pacific/Fiji,root/EastAsia&Pacific,25.0,25.0,21.0,21.0,21.0,19.0,19.0,19.0,19.0,19.0
root/EastAsia&Pacific/HongKongSARChina,root/EastAsia&Pacific,14.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0
root/EastAsia&Pacific/Indonesia,root/EastAsia&Pacific,17.2,17.2,14.0,14.0,14.0,13.3,13.3,13.3,17.0,17.0
root/EastAsia&Pacific/Japan,root/EastAsia&Pacific,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,11.0,11.0
root/EastAsia&Pacific/Kiribati,root/EastAsia&Pacific,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
root/EastAsia&Pacific/KoreaRep,root/EastAsia&Pacific,13.0,13.0,12.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0
root/EastAsia&Pacific/LaoPDR,root/EastAsia&Pacific,55.0,55.0,39.0,38.0,38.0,36.0,32.0,25.0,23.0,23.0
root/EastAsia&Pacific/Malaysia,root/EastAsia&Pacific,13.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,11.0,11.0
root/EastAsia&Pacific/MarshallIslands,root/EastAsia&Pacific,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
root/EastAsia&Pacific/MicronesiaFedSts,root/EastAsia&Pacific,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
root/EastAsia&Pacific/Mongolia,root/EastAsia&Pacific,44.0,44.0,44.0,44.0,41.0,41.0,41.0,44.0,44.0,44.0
root/EastAsia&Pacific/Myanmar,root/EastAsia&Pacific,0,0,0,0,0,0,0,25.0,25.0,20.0
root/EastAsia&Pacific/NewZealand,root/EastAsia&Pacific,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
root/EastAsia&Pacific/Palau,root/EastAsia&Pacific,29.0,29.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
root/EastAsia&Pacific/PapuaNewGuinea,root/EastAsia&Pacific,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
root/EastAsia&Pacific/Philippines,root/EastAsia&Pacific,17.0,17.0,17.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0
root/EastAsia&Pacific/Samoa,root/EastAsia&Pacific,24.0,24.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
root/EastAsia&Pacific/Singapore,root/EastAsia&Pacific,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
root/EastAsia&Pacific/SolomonIslands,root/EastAsia&Pacific,24.0,24.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
root/EastAsia&Pacific/Thailand,root/EastAsia&Pacific,24.0,24.0,17.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
root/EastAsia&Pacific/TimorLeste,root/EastAsia&Pacific,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
root/EastAsia&Pacific/Tonga,root/EastAsia&Pacific,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0
root/EastAsia&Pacific/Vanuatu,root/EastAsia&Pacific,26.0,26.0,26.0,26.0,26.0,26.0,21.0,21.0,21.0,21.0
