root/EastAsia&PacificAustralia,root,2.80162709209182,2.7734786697378904,2.78467004083077,2.8094691660188698,2.9136657770032204,3.06718457234533,2.91216180339962,2.9667464291575802,2.97860866574995,3.0584639797437103,2.9046752759277896,2.95995326059832,2.9618390077137295,2.9969216706920405,2.9248244066821,2.9130865840862596,2.8183451804384703,2.8326572173797295,3.0390967862558598,3.01655313446191,3.1714982579939104,3.28723418601152,3.2018609965533797,3.2139658041000496,3.2721230143720095,3.32577770494082,3.2399261528760297,3.2996092652267097,3.3588560076630896,3.3032438199831895,3.05301903505856,3.06993439857431,3.08874867431065,3.0502846059440603,3.06035994426033,3.0407172400163,3.0595260386715095,3.0192835382869,3.0494693180666697,3.06403591424275,3.0475570314129903,3.0720487832986003,3.11877404626643,3.0351359997146403,3.0414875230486,3.0858092124896497,3.0916680167531196,3.04434276703353,3.0447432160619106,3.1044811429175496,3.06240112822689,3.05277091982871,3.06224673182722,2.94343109115818,2.8846643429131205
root/EastAsia&PacificBruneiDarussalam,root,0,0,0,0,0,0,0,0,0,0,0,42.408848069773605,53.9230896375626,28.978379963361803,13.782835665065802,9.56422204843313,6.17183865009747,6.05965233441541,9.673244902593721,7.2507433131056,5.09967429461371,1.1315419095438701,1.49868659135026,1.83391374883358,1.12789893469994,1.45672554946273,1.46891129642798,2.06660763203239,4.282575604347859,4.09510264567195,3.5865458558980094,2.7191882506512703,2.48347311720413,2.45829158905323,2.50280873862974,2.13132681057675,2.15291625256859,2.16619636796992,2.26522277036194,1.64806626293697,1.9761304857274398,2.04133127573042,2.0294921724716897,1.8328156219622498,2.1762090120215403,2.25683413664215,1.54288738675706,2.60773150770505,2.57428126243765,2.58381507069462,2.5315535373822597,2.5034432987294997,2.52378483182709,2.56507913132717,2.56300586134408
root/EastAsia&PacificCambodia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546819498988247,0.5450659833906489,0.51083756145663,0.568397099806683,0.551684030475565,0.579220353725038,0.656395602063348,0.552650579003657,0.578369520469212,0.7216580713860209,0.8079140047073421,0.874686201558254,0.996331590414695,1.11733886744643,0.9159068099836379,0.945945247222336,0.9392718538981801,0.94467439742662,0.939475248379695,1.0499360923311098
root/EastAsia&PacificChina,root,0,0,0,0,0,0,0,0,0,0,0,2.2416979321586,2.2647684492657096,2.27032508510554,2.25717682500227,2.3699558951311697,2.39267236549856,2.4061268255402903,2.47782381204809,2.4920295491252302,2.45342194100935,2.4456834338655202,2.58184096769319,2.61943694292607,2.6885507374131,2.84458699558173,2.88946185581421,2.93540474248334,2.98595213183608,2.9733876869068396,2.8051942738153195,3.0256282674549198,3.0685300605790697,3.09949451948805,3.1439727574237595,3.1791020847727998,3.22610732627155,3.23550034977248,3.07898945001723,3.01488363679197,2.99988931301491,2.9522901133468396,3.0534631201665,3.1509066342377205,3.18420146434656,3.24546618427198,3.2869592903600098,3.27260749678167,3.40839319880989,3.3794360992993795,3.3562410104300695,3.47067379417482,3.44509661560776,3.4137455473809504,3.3727396481439
root/EastAsia&PacificFiji,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8483426881572207,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03171621621622,1.89694290657439,2.17789624329159,2.21139694656489,0,0,0,0,0,0,0
root/EastAsia&PacificHongKongSARChina,root,0,0,0,0,0,0,0,0,0,0,0,3.05189933978885,2.96029125801898,2.9315813142634397,3.0586693248089505,3.03641409267739,3.09626358251695,3.11175566917619,3.1284872799588705,3.5071045306506003,3.59983192133573,3.62385711718115,3.4567531089265096,3.40756596697954,3.57872918245103,3.49745267804659,3.3897116250234998,3.44626305212904,3.17485109008209,3.2128968600560497,3.1719292488196302,3.20374359822241,3.1159563292948995,3.32059081231708,2.94257500899473,2.97228949789018,2.7909044500948297,3.0590968449262297,2.98393426697289,2.65879908867244,2.9756287868932403,2.67963605011131,3.01524143473284,3.20613278356053,3.28363878102665,3.49107980802239,3.17310481128371,3.07079755845639,3.15044023306406,2.86836791331354,2.97492509671169,2.9671545101242405,3.04468850158346,3.22509128125692,3.24468511889448
root/EastAsia&PacificIndonesia,root,0,0,0,0,0,0,0,0,0,0,0,1.11245230120931,1.18798242465905,1.28785209163347,1.2959622985931298,1.3120618964346398,1.4376792506747902,1.72564705882353,1.8372886547456797,1.77721017600128,1.70157409301344,1.70854647852131,1.75453634265766,1.7155865698327402,1.7646152031928701,1.84192416808796,1.67656828012508,1.64521520769416,1.7156674982755,1.6089124850824699,1.5161564670243002,1.7368624717556798,1.87798667701294,1.84503061341765,1.86629873202741,1.7190709851364399,1.86797272774632,1.98824090334416,1.56249398701918,1.6850999356004899,1.69231626298993,1.8511166124447802,1.85644392064688,1.9118692443038001,1.9114402021879098,1.9024208042897002,1.8757061690296,2.05072545464456,2.2305638496026696,2.21134603632233,2.02143496490275,2.95451498178133,3.005349023759,2.2537617749051697,2.05831058381444
root/EastAsia&PacificJapan,root,2.87962903813447,3.09685051479803,3.04829836156356,2.9558869389154396,2.91400971344873,2.8737824660886,2.84784823323331,2.82674642891358,2.87166217056693,2.8895395256532095,2.99715967273018,2.98115254389846,2.98512295253156,2.85842225953063,2.84308511090723,2.85218945339688,2.8016257791538797,2.83233369815363,2.71426418833507,2.7093313793596296,2.7503880542491697,2.75858069202934,2.67544875521889,2.62443636363118,2.5956686388104906,2.52248744884609,2.4942767133973103,2.43700326903108,2.4876637397268997,2.4860126955061803,2.49870138325456,2.48140402805185,2.47855266880378,2.43198623285805,2.43820920637404,2.3969656375820096,2.38981281873994,2.35717962112383,2.31569930696319,2.35560046261271,2.35620670402813,2.36119656498426,2.39809216720055,2.46011336913073,2.4297920365261603,2.38713574492191,2.3760053210192202,2.43802812344996,2.4490590474795,2.34356131513642,2.34977898205922,2.5804240791114803,2.72480597187866,2.7415446211635603,2.74830224618715
root/EastAsia&PacificKiribati,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09335965261917,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5005,7.792375,6.9673,4.66709090909091,0,0,0,0,0,0,0
root/EastAsia&PacificKoreaDemPeople’sRep,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4402747547032497,3.50551199067179,3.53311185492889,3.5457625021785097,3.5381388755377596,3.53245774010392,3.53007953568221,3.54207553829697,3.56853375490861,3.5085497660384304,3.52649434293173,3.5483279982051004,3.51497342323098,3.4314084888475698,3.44136692423947,3.31944284151418,3.40249653245389
