root/EastAsia&Pacific,root,10106.115000000002,10106.115000000002,10106.115000000002,10106.115000000002,10106.115000000002,10106.115000000002,10106.115000000002,10106.115000000002,10116.115000000002,10116.115000000002,10106.115000000002,10106.115000000002
root/EastAsia&Pacific/Australia,root/EastAsia&Pacific,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0
root/EastAsia&Pacific/BruneiDarussalam,root/EastAsia&Pacific,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
root/EastAsia&Pacific/Cambodia,root/EastAsia&Pacific,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6
root/EastAsia&Pacific/China,root/EastAsia&Pacific,2813.0,2813.0,2813.0,2813.0,2813.0,2813.0,2813.0,2813.0,2813.0,2813.0,2813.0,2813.0
root/EastAsia&Pacific/Fiji,root/EastAsia&Pacific,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55
root/EastAsia&Pacific/FrenchPolynesia,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,10.0,10.0,0,0
root/EastAsia&Pacific/Indonesia,root/EastAsia&Pacific,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0
root/EastAsia&Pacific/Japan,root/EastAsia&Pacific,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0
root/EastAsia&Pacific/KoreaDemPeople’sRep,root/EastAsia&Pacific,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
root/EastAsia&Pacific/KoreaRep,root/EastAsia&Pacific,64.85,64.85,64.85,64.85,64.85,64.85,64.85,64.85,64.85,64.85,64.85,64.85
root/EastAsia&Pacific/LaoPDR,root/EastAsia&Pacific,190.4,190.4,190.4,190.4,190.4,190.4,190.4,190.4,190.4,190.4,190.4,190.4
root/EastAsia&Pacific/Malaysia,root/EastAsia&Pacific,580.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0
root/EastAsia&Pacific/Mongolia,root/EastAsia&Pacific,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8
root/EastAsia&Pacific/Myanmar,root/EastAsia&Pacific,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0
root/EastAsia&Pacific/NewZealand,root/EastAsia&Pacific,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0
root/EastAsia&Pacific/PapuaNewGuinea,root/EastAsia&Pacific,801.0,801.0,801.0,801.0,801.0,801.0,801.0,801.0,801.0,801.0,801.0,801.0
root/EastAsia&Pacific/Philippines,root/EastAsia&Pacific,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0
root/EastAsia&Pacific/Singapore,root/EastAsia&Pacific,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
root/EastAsia&Pacific/SolomonIslands,root/EastAsia&Pacific,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7
root/EastAsia&Pacific/Thailand,root/EastAsia&Pacific,224.5,224.5,224.5,224.5,224.5,224.5,224.5,224.5,224.5,224.5,224.5,224.5
root/EastAsia&Pacific/TimorLeste,root/EastAsia&Pacific,8.215,8.215,8.215,8.215,8.215,8.215,8.215,8.215,8.215,8.215,8.215,8.215
root/EastAsia&Pacific/Vanuatu,root/EastAsia&Pacific,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
root/EastAsia&Pacific/Vietnam,root/EastAsia&Pacific,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4
root/Europe&CentralAsia,root,2224.0756,2224.0756,2224.0756,2224.0756,2224.0756,2224.0756,7036.7645999999995,7062.5146,7665.5145999999995,7673.9216,7070.921600000001,7070.921600000001
root/Europe&CentralAsia/Albania,root/Europe&CentralAsia,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9
root/Europe&CentralAsia/Andorra,root/Europe&CentralAsia,0.3156,0.3156,0.3156,0.3156,0.3156,0.3156,0.3156,0.3156,0.3156,0.3156,0.3156,0.3156
root/Europe&CentralAsia/Armenia,root/Europe&CentralAsia,0,0,0,0,0,0,6.859,6.859,6.859,6.859,6.859,6.859
root/Europe&CentralAsia/Austria,root/Europe&CentralAsia,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
root/Europe&CentralAsia/Azerbaijan,root/Europe&CentralAsia,0,0,0,0,0,0,8.115,8.115,8.115,8.115,8.115,8.115
root/Europe&CentralAsia/Belarus,root/Europe&CentralAsia,0,0,0,0,0,0,34.0,34.0,34.0,34.0,34.0,34.0
root/Europe&CentralAsia/Belgium,root/Europe&CentralAsia,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
root/Europe&CentralAsia/BosniaandHerzegovina,root/Europe&CentralAsia,0,0,0,0,0,0,35.5,35.5,35.5,35.5,35.5,35.5
root/Europe&CentralAsia/Bulgaria,root/Europe&CentralAsia,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
root/Europe&CentralAsia/Croatia,root/Europe&CentralAsia,0,0,0,0,0,0,37.7,37.7,37.7,37.7,37.7,37.7
root/Europe&CentralAsia/Cyprus,root/Europe&CentralAsia,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78
root/Europe&CentralAsia/CzechRepublic,root/Europe&CentralAsia,0,0,0,0,0,0,0,13.15,13.15,13.15,13.15,13.15
root/Europe&CentralAsia/Denmark,root/Europe&CentralAsia,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
root/Europe&CentralAsia/Estonia,root/Europe&CentralAsia,0,0,0,0,0,0,12.71,12.71,12.71,12.71,12.71,12.71
root/Europe&CentralAsia/Finland,root/Europe&CentralAsia,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
root/Europe&CentralAsia/France,root/Europe&CentralAsia,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
root/Europe&CentralAsia/Georgia,root/Europe&CentralAsia,0,0,0,0,0,0,58.13,58.13,58.13,58.13,58.13,58.13
root/Europe&CentralAsia/Germany,root/Europe&CentralAsia,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
root/Europe&CentralAsia/Greece,root/Europe&CentralAsia,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
root/Europe&CentralAsia/Greenland,root/Europe&CentralAsia,0,0,0,0,0,0,0,0,603.0,603.0,0,0
root/Europe&CentralAsia/Hungary,root/Europe&CentralAsia,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
root/Europe&CentralAsia/Iceland,root/Europe&CentralAsia,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0
root/Europe&CentralAsia/Ireland,root/Europe&CentralAsia,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
root/Europe&CentralAsia/Italy,root/Europe&CentralAsia,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5
root/Europe&CentralAsia/Kazakhstan,root/Europe&CentralAsia,0,0,0,0,0,0,64.35,64.35,64.35,64.35,64.35,64.35
root/Europe&CentralAsia/KyrgyzRepublic,root/Europe&CentralAsia,0,0,0,0,0,0,48.93,48.93,48.93,48.93,48.93,48.93
root/Europe&CentralAsia/Latvia,root/Europe&CentralAsia,0,0,0,0,0,0,16.94,16.94,16.94,16.94,16.94,16.94
root/Europe&CentralAsia/Lithuania,root/Europe&CentralAsia,0,0,0,0,0,0,15.46,15.46,15.46,15.46,15.46,15.46
root/Europe&CentralAsia/Luxembourg,root/Europe&CentralAsia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
root/Europe&CentralAsia/MacedoniaFYR,root/Europe&CentralAsia,0,0,0,0,0,0,5.4,5.4,5.4,5.4,5.4,5.4
root/Europe&CentralAsia/Moldova,root/Europe&CentralAsia,0,0,0,0,0,0,1.62,1.62,1.62,1.62,1.62,1.62
root/Europe&CentralAsia/Netherlands,root/Europe&CentralAsia,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
root/Europe&CentralAsia/Norway,root/Europe&CentralAsia,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0
root/Europe&CentralAsia/Poland,root/Europe&CentralAsia,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6
root/Europe&CentralAsia/Portugal,root/Europe&CentralAsia,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
root/Europe&CentralAsia/Romania,root/Europe&CentralAsia,42.38,42.38,42.38,42.38,42.38,42.38,42.38,42.38,42.38,42.38,42.38,42.38
root/Europe&CentralAsia/RussianFederation,root/Europe&CentralAsia,0,0,0,0,0,0,4312.0,4312.0,4312.0,4312.0,4312.0,4312.0
root/Europe&CentralAsia/Serbia,root/Europe&CentralAsia,0,0,0,0,0,0,0,0,0,8.407,8.407,8.407
root/Europe&CentralAsia/SlovakRepublic,root/Europe&CentralAsia,0,0,0,0,0,0,0,12.6,12.6,12.6,12.6,12.6
root/Europe&CentralAsia/Slovenia,root/Europe&CentralAsia,0,0,0,0,0,0,18.67,18.67,18.67,18.67,18.67,18.67
root/Europe&CentralAsia/Spain,root/Europe&CentralAsia,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2
root/Europe&CentralAsia/Sweden,root/Europe&CentralAsia,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0
root/Europe&CentralAsia/Switzerland,root/Europe&CentralAsia,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4
root/Europe&CentralAsia/Tajikistan,root/Europe&CentralAsia,0,0,0,0,0,0,63.46,63.46,63.46,63.46,63.46,63.46
root/Europe&CentralAsia/Turkey,root/Europe&CentralAsia,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0
root/Europe&CentralAsia/Turkmenistan,root/Europe&CentralAsia,0,0,0,0,0,0,1.405,1.405,1.405,1.405,1.405,1.405
root/Europe&CentralAsia/Ukraine,root/Europe&CentralAsia,0,0,0,0,0,0,55.1,55.1,55.1,55.1,55.1,55.1
root/Europe&CentralAsia/UnitedKingdom,root/Europe&CentralAsia,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0
root/Europe&CentralAsia/Uzbekistan,root/Europe&CentralAsia,0,0,0,0,0,0,16.34,16.34,16.34,16.34,16.34,16.34
root/LatinAmerica&Caribbean,root,13867.696000000004,13867.696000000004,13867.696000000004,13867.696000000004,13867.696000000004,13867.696000000004,13867.696000000004,13867.696000000004,13867.696000000004,13867.696000000004,13867.696000000004,13867.696000000004
root/LatinAmerica&Caribbean/AntiguaandBarbuda,root/LatinAmerica&Caribbean,0.052000000000000005,0.052000000000000005,0.052000000000000005,0.052000000000000005,0.052000000000000005,0.052000000000000005,0.052000000000000005,0.052000000000000005,0.052000000000000005,0.052000000000000005,0.052000000000000005,0.052000000000000005
root/LatinAmerica&Caribbean/Argentina,root/LatinAmerica&Caribbean,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0
root/LatinAmerica&Caribbean/BahamasThe,root/LatinAmerica&Caribbean,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
root/LatinAmerica&Caribbean/Barbados,root/LatinAmerica&Caribbean,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
root/LatinAmerica&Caribbean/Belize,root/LatinAmerica&Caribbean,15.26,15.26,15.26,15.26,15.26,15.26,15.26,15.26,15.26,15.26,15.26,15.26
root/LatinAmerica&Caribbean/Bolivia,root/LatinAmerica&Caribbean,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5
root/LatinAmerica&Caribbean/Brazil,root/LatinAmerica&Caribbean,5661.0,5661.0,5661.0,5661.0,5661.0,5661.0,5661.0,5661.0,5661.0,5661.0,5661.0,5661.0
root/LatinAmerica&Caribbean/Chile,root/LatinAmerica&Caribbean,885.0,885.0,885.0,885.0,885.0,885.0,885.0,885.0,885.0,885.0,885.0,885.0
root/LatinAmerica&Caribbean/Colombia,root/LatinAmerica&Caribbean,2145.0,2145.0,2145.0,2145.0,2145.0,2145.0,2145.0,2145.0,2145.0,2145.0,2145.0,2145.0
root/LatinAmerica&Caribbean/CostaRica,root/LatinAmerica&Caribbean,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0
root/LatinAmerica&Caribbean/Cuba,root/LatinAmerica&Caribbean,38.12,38.12,38.12,38.12,38.12,38.12,38.12,38.12,38.12,38.12,38.12,38.12
root/LatinAmerica&Caribbean/Dominica,root/LatinAmerica&Caribbean,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
root/LatinAmerica&Caribbean/DominicanRepublic,root/LatinAmerica&Caribbean,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5
root/LatinAmerica&Caribbean/Ecuador,root/LatinAmerica&Caribbean,442.4,442.4,442.4,442.4,442.4,442.4,442.4,442.4,442.4,442.4,442.4,442.4
root/LatinAmerica&Caribbean/ElSalvador,root/LatinAmerica&Caribbean,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.63
root/LatinAmerica&Caribbean/Grenada,root/LatinAmerica&Caribbean,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
root/LatinAmerica&Caribbean/Guatemala,root/LatinAmerica&Caribbean,109.2,109.2,109.2,109.2,109.2,109.2,109.2,109.2,109.2,109.2,109.2,109.2
root/LatinAmerica&Caribbean/Guyana,root/LatinAmerica&Caribbean,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0
root/LatinAmerica&Caribbean/Haiti,root/LatinAmerica&Caribbean,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01
root/LatinAmerica&Caribbean/Honduras,root/LatinAmerica&Caribbean,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66
root/LatinAmerica&Caribbean/Jamaica,root/LatinAmerica&Caribbean,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82
root/LatinAmerica&Caribbean/Mexico,root/LatinAmerica&Caribbean,409.0,409.0,409.0,409.0,409.0,409.0,409.0,409.0,409.0,409.0,409.0,409.0
root/LatinAmerica&Caribbean/Nicaragua,root/LatinAmerica&Caribbean,156.2,156.2,156.2,156.2,156.2,156.2,156.2,156.2,156.2,156.2,156.2,156.2
root/LatinAmerica&Caribbean/Panama,root/LatinAmerica&Caribbean,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6
root/LatinAmerica&Caribbean/Paraguay,root/LatinAmerica&Caribbean,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0
root/LatinAmerica&Caribbean/Peru,root/LatinAmerica&Caribbean,1641.0,1641.0,1641.0,1641.0,1641.0,1641.0,1641.0,1641.0,1641.0,1641.0,1641.0,1641.0
root/LatinAmerica&Caribbean/PuertoRico,root/LatinAmerica&Caribbean,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
root/LatinAmerica&Caribbean/StKittsandNevis,root/LatinAmerica&Caribbean,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
root/LatinAmerica&Caribbean/StLucia,root/LatinAmerica&Caribbean,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
root/LatinAmerica&Caribbean/StVincentandtheGrenadines,root/LatinAmerica&Caribbean,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
root/LatinAmerica&Caribbean/Suriname,root/LatinAmerica&Caribbean,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
root/LatinAmerica&Caribbean/TrinidadandTobago,root/LatinAmerica&Caribbean,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84
root/LatinAmerica&Caribbean/Uruguay,root/LatinAmerica&Caribbean,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2
root/LatinAmerica&Caribbean/VenezuelaRB,root/LatinAmerica&Caribbean,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0
root/MiddleEast&NorthAfrica,root,231.28150000000005,231.28150000000005,231.28150000000005,231.28150000000005,231.28150000000005,231.28150000000005,231.28150000000005,231.28150000000005,231.28150000000005,231.28150000000005,231.28150000000005,231.28150000000005
root/MiddleEast&NorthAfrica/Algeria,root/MiddleEast&NorthAfrica,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
root/MiddleEast&NorthAfrica/Bahrain,root/MiddleEast&NorthAfrica,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
root/MiddleEast&NorthAfrica/Djibouti,root/MiddleEast&NorthAfrica,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
root/MiddleEast&NorthAfrica/EgyptArabRep,root/MiddleEast&NorthAfrica,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
