root/EastAsia&Pacific,root,180.95410733125937,180.11241928970432,197.37501746913355,193.84438980210757,185.79149995242935,179.40554205095935,176.44021853195298,174.8742542783935,175.127555984207,173.54033547169593,172.87515020753966,171.2323496172326,172.7988222594627,172.59741651952888,169.01227267354145,163.1975447340834,162.52077430449697,161.76195533541562,154.79767403295173,158.71243680452775,155.53898431656407,149.65477620489324,146.58738897109595,146.8913679820952,145.1779213696308,150.32300545303985
root/EastAsia&Pacific/Australia,root/EastAsia&Pacific,7.416865313411501,7.34142304219967,7.448726037347491,7.502966323515049,7.20673577138333,7.07634330757528,7.25302834023005,7.1555486815864695,7.02963807255926,6.84048542040689,6.7047537552749095,6.43431773695436,6.412698827664371,6.2979044284397805,6.14971870884186,6.00113733695952,6.068309792458559,6.049090186644911,6.04862865419976,5.96041909961583,5.86381345357689,5.759660434466389,5.48834789173743,5.3461245648286795,5.1509792833826396,5.03115546358054
root/EastAsia&Pacific/BruneiDarussalam,root/EastAsia&Pacific,3.65100311581921,4.002543733120491,4.1082543703472,3.94277830332402,3.5467363962782597,4.06735372675021,3.9798426175307404,4.17169841644629,4.17743655097383,4.13322895473793,4.04010435369227,3.6407161852703194,3.42504653839429,3.8645863399939597,3.52555904340798,3.3914551738747902,4.6160590190786,4.71966368423846,5.28345330455794,4.61948047393984,4.794746667416621,5.5407011623554405,5.42793790677772,4.38822365597014,4.749922448314219,3.6522582002572594
root/EastAsia&Pacific/Cambodia,root/EastAsia&Pacific,14.281058525465697,13.282405649893699,12.402342220078099,11.922120193940302,11.0042865343222,10.1076652933859,10.028882337274599,9.649041660772259,10.4604612503124,9.35886602232242,8.54420691439083,7.94969451125015,8.677177961661481,8.237939398221801,6.14948283849092,5.5047352644213,4.95998433203015,4.564319608746679,4.29107753174819,6.2438430855337,6.145958081803959,6.005069752190519,5.8330897414738,5.60387205682416,5.58529747144717,5.769537723214031
root/EastAsia&Pacific/China,root/EastAsia&Pacific,21.1794428300169,18.877110712943,17.0805466608847,15.879745620574301,14.7079958674348,14.227629234251198,13.3030465045035,12.1664364132538,11.3579595075545,10.7579613765602,10.2330505139265,9.833583306479689,9.62184205654561,9.994209983413098,10.355997375727801,10.2813087845064,9.974489413211241,9.446755652233161,8.888790121286679,8.69387284061915,8.67917853685099,8.50231950127344,8.190299440776629,7.85133380344517,7.104220000545321,6.69006970167277
root/EastAsia&Pacific/Fiji,root/EastAsia&Pacific,4.55520199183222,4.9982679974662805,4.91181602932189,4.80299254909667,5.01951871068772,4.53022455196641,4.53337354611301,4.07354197853359,3.5473851696101297,3.7419011441028798,3.81710455133955,4.18358714196442,3.66378845246342,3.9200282255652703,4.49276521655941,3.7490529379179502,3.98972704009598,3.7042643368840897,3.18766903546565,2.59604832483752,3.27409529542282,3.24050914354992,3.0394940061968,3.2658373638324796,3.11630151834072,4.85386471553695
root/EastAsia&Pacific/HongKongSARChina,root/EastAsia&Pacific,2.3447137208799305,2.3010937109409704,2.57353047299885,2.40242465814841,2.28751300968785,2.22535666008823,2.10366113775,1.9252071923393999,2.67060738078577,3.19426453107027,2.5096740713232997,2.6012199907212405,2.37464227526725,2.37051671311613,2.0482738888132,1.8870807099626499,1.85951195805638,1.8762312464354802,1.80120998635755,1.9438260472687,1.6941603541588999,1.74474801123384,1.65775133396636,1.57363672692131,1.5536858144231698,1.4880857926976099
root/EastAsia&Pacific/Indonesia,root/EastAsia&Pacific,5.08426590360363,4.896183126236809,4.760128889237991,4.874808527400719,4.53901697459934,4.61848236615853,4.4461900781461905,4.38931996202099,4.94207170119612,5.136350112987929,5.30629744186341,5.24005907877658,5.20061505910441,4.97744357298333,5.05196547272123,4.86449491156237,4.7192966504632095,4.41681690926246,4.2487019621179805,4.38953395143671,4.3418454484607,3.93938633264638,3.85467679444317,3.74705754343888,3.6835293232844104,3.52522267437828
root/EastAsia&Pacific/Japan,root/EastAsia&Pacific,5.03147197449383,4.91785542506093,4.99219592963809,5.0160037393887,5.2438410136463895,5.27762127793716,5.2513708708707405,5.22348106254592,5.231624164737731,5.3254666911115995,5.31104310975785,5.2068393264808,5.18274319690768,5.05813737484608,5.099481220429951,5.01557333421853,4.92415637807909,4.7750032526997,4.64206127159012,4.68392282262269,4.73517346493524,4.40351657814238,4.23330585516314,4.20630372220914,3.87124396418894,3.7423861690423195
root/EastAsia&Pacific/Kiribati,root/EastAsia&Pacific,3.11871238788459,3.26217882242542,3.16360667384256,3.0606558869837497,2.92223109595288,2.95323507933784,4.666369630067691,3.3592888679183,3.6710474586692,3.3699191695506903,3.3634138140699,2.4842538212829903,3.70574066306679,3.71954762617692,3.8873312493322905,5.45164300179103,6.53838734629318,4.70503168713788,4.697967262086861,3.35865559721827,5.38112290521783,5.10949171754799,5.01402911200279,4.92850777631089,4.82818833246439,4.13745997897163
root/EastAsia&Pacific/KoreaRep,root/EastAsia&Pacific,7.507566694168741,7.3551856651229,7.72055096010217,8.14506770845545,7.95156445444713,8.00087219669873,8.11043944300803,8.348320942212201,8.08421696777499,8.07359349038031,8.073693286050629,7.84323947161692,7.5926463320772895,7.52664322625046,7.37233097560174,7.1608096610495595,6.920009392798059,6.822622320716209,6.780364142006191,6.796687101821691,6.95979785009228,6.9938685359558495,6.9152461219048,6.72959855828112,6.62553280898562,6.548053371649539
