root/.circleci,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0,151.0,151.0
root/.circleci/config.yml,root/.circleci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0,151.0,151.0
root/.travis.yml,root,0,0,12.0,12.0,12.0,40.0,31.0,38.0,35.0,35.0,35.0,36.0,41.0,41.0,42.0,35.0,39.0,39.0,39.0,40.0,40.0,40.0,40.0,40.0,0,0,0,0,0,0,0,0,0
root/Makefile,root,18.0,22.0,25.0,25.0,25.0,33.0,30.0,66.0,41.0,43.0,43.0,59.0,57.0,58.0,66.0,66.0,70.0,77.0,80.0,80.0,80.0,79.0,79.0,86.0,84.0,79.0,84.0,84.0,84.0,85.0,86.0,102.0,107.0
root/benches,root,0,189.0,343.0,343.0,343.0,431.0,430.0,432.0,451.0,433.0,433.0,435.0,451.0,451.0,451.0,449.0,456.0,695.0,721.0,722.0,718.0,728.0,852.0,852.0,852.0,852.0,868.0,979.0,986.0,1002.0,1015.0,1006.0,1300.0
root/benches/benches.rs,root/benches,0,17.0,24.0,24.0,24.0,40.0,42.0,43.0,42.0,42.0,42.0,42.0,51.0,51.0,51.0,49.0,53.0,59.0,59.0,59.0,57.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,67.0,62.0,64.0
root/benches/bin,root/benches,0,0,237.0,237.0,237.0,283.0,280.0,281.0,301.0,283.0,283.0,285.0,292.0,292.0,292.0,292.0,295.0,296.0,296.0,297.0,295.0,313.0,311.0,311.0,311.0,311.0,309.0,420.0,426.0,442.0,449.0,445.0,445.0
root/benches/bin/bench-tikv.rs,root/benches/bin,0,0,67.0,67.0,67.0,87.0,85.0,86.0,89.0,89.0,89.0,90.0,97.0,97.0,97.0,97.0,100.0,101.0,101.0,102.0,100.0,103.0,101.0,101.0,101.0,101.0,100.0,133.0,135.0,144.0,151.0,147.0,147.0
root/benches/bin/mvcc.rs,root/benches/bin,0,0,65.0,65.0,65.0,80.0,79.0,79.0,77.0,76.0,76.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,93.0,100.0,100.0,100.0,100.0
root/benches/bin/raftserver.rs,root/benches/bin,0,0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/benches/bin/raftstore.rs,root/benches/bin,0,0,0,105.0,105.0,116.0,116.0,116.0,135.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,121.0,121.0,121.0,121.0,121.0,120.0,120.0,120.0,120.0,120.0,122.0,122.0
root/benches/bin/utils.rs,root/benches/bin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,78.0,78.0,78.0,76.0,76.0
root/benches/channel,root/benches,0,0,82.0,82.0,82.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,189.0
root/benches/channel/bench_channel.rs,root/benches/channel,0,0,81.0,81.0,81.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,175.0
root/benches/channel/mod.rs,root/benches/channel,0,0,1.0,1.0,1.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
root/benches/coprocessor,root/benches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0,125.0,125.0,125.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0
root/benches/coprocessor/codec,root/benches/coprocessor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0,124.0,124.0,124.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0
root/benches/coprocessor/codec/mysql,root/benches/coprocessor/codec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0,124.0,124.0,124.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0
root/benches/coprocessor/codec/mysql/json,root/benches/coprocessor/codec/mysql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.0,123.0,123.0,123.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0
root/benches/coprocessor/codec/mysql/json/mod.rs,root/benches/coprocessor/codec/mysql/json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.0,123.0,123.0,123.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0
root/benches/coprocessor/codec/mysql/mod.rs,root/benches/coprocessor/codec/mysql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
root/benches/coprocessor/mod.rs,root/benches/coprocessor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
root/benches/raftkv,root/benches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.0
root/benches/raftkv/mod.rs,root/benches/raftkv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.0
root/benches/raftserver,root/benches,0,172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/benches/raftserver/bench_store.rs,root/benches/raftserver,0,164.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/benches/raftserver/mod.rs,root/benches/raftserver,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/benches/serialization,root/benches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0,125.0,125.0,125.0,117.0,117.0,117.0,117.0,117.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0
root/benches/serialization/bench_serialization.rs,root/benches/serialization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.0,111.0,111.0,111.0,103.0,103.0,103.0,103.0,103.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0
