root/EastAsia&PacificAustralia,root,0,0,0,0,5.14905956245665,8.29315161380768,14.3218648887957,11.8517913807299,17.2751307182648,20.2413436879813,25.6953227864393,18.9949770310065,37.2517770517565,29.7609542417923,31.028035984839697,37.231425260735605,31.5359964535922,31.1167697102251,32.631833169432305,45.5021787612731,40.044865324708795,46.3918454500363,50.787436144105605,47.284932578656594,46.468435895527705,57.1959607220442,64.1297026031908,76.5472115594588,72.01508090904841,70.1855207212298,76.20128196144451,78.3809354270694,105.77245103777001,122.791177337452,66.6831660030347,77.7823777846838,94.18250355342991,65.302671051665,57.6797555280849,54.588442408931705,63.233662300658,59.78428378271789,53.644289267657896
root/EastAsia&PacificChina,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.6370171030665,114.24453519257798,97.6395428916971,101.18173664930201,140.782227105124,219.535230370068,219.15596179179002,205.01662739706902,195.597103689813,135.966672191666,194.87721931319302,199.15792438537602,480.28729602460197,249.90728914469798,197.713255619425
root/EastAsia&PacificHongKongSARChina,root,5.975279134424031,5.5213628022540195,3.1141750195425497,3.1587087992823197,4.83309151524534,1.99175665734506,0,0,0,0,0,28.446373647313298,83.9744519149043,31.4789891978544,44.58471453265779,41.4743768938311,31.6091036413417,45.616381804068396,34.3115416226261,46.657531248721,31.474230543505897,37.0073360914995,109.607977381734,59.9435020634868,37.4357452575056,59.83275781525929,47.0665986237715,38.6428611966805,38.182335701520294,46.865384525198095,39.9236845005739,44.056317570172794,75.9421015558503,118.020018942803,61.3094626445292,54.8661064300225,63.6373653519662,38.020768165391395,40.8608735393964,44.8785193832639,64.9529757567632,40.8758724146427,43.3825684339181
root/EastAsia&PacificIndonesia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.588365176870305,35.64806694896139,75.7132697326887,58.569218212272396,33.041984602309604,48.1184895104895,41.908855867459,41.2004406165439,23.3454984406977,29.8683397168953,34.2128616011275,29.0331246351334,44.8358252047765,76.80121424940721,40.0450364464335,28.9832572163176,27.037581930429397,21.4676615823323,28.5160624045987,21.4915130409198,21.2429858372735,21.2337891194118,17.7675162027953
root/EastAsia&PacificJapan,root,42.463326104561,50.9513521073272,477.589161015363,567.381568886036,57.505194139951804,47.518544930934404,61.3610675060281,41.9490601434319,49.859438958365494,49.70068683697121,47.992992489041995,64.81107731510511,73.8802952905946,67.11247478829,61.2443670903053,52.605519759541906,34.2979003807902,26.887970658370598,31.3000346454409,29.7731288119688,32.2791018709409,39.3813596273603,49.9828246334414,42.855458119368,45.5338893621665,78.5825128192293,75.1567410584785,83.7283422804529,78.8275889766352,97.1894910012887,94.85618913558692,119.16911824655199,152.065318259979,199.265064747836,117.000861790469,111.560835798517,129.617436554226,96.19358053878959,133.896969770313,110.660498862176,113.822662099471,105.44419599298,92.8429265202522
root/EastAsia&PacificKoreaRep,root,0,0,0,0,50.080499766291,48.7442409552962,85.6408326172333,59.7939524289202,50.222029725540295,60.5657320832222,55.1047173620275,80.0218469977614,78.3041949362398,90.04853292565251,85.0463941616771,67.6476182549832,85.5671946592582,106.979521851439,150.83338067643498,149.563159215616,101.248826974839,127.590628231434,407.880498627552,139.94731455091102,249.792558676444,289.243984855746,159.889315405992,231.736570177183,138.777827124922,122.762553663034,167.08907308638902,160.50634591663402,170.842242623022,252.17250008538701,201.948804360467,149.256930593988,194.190124415454,134.36053840963,107.719673722026,105.84947900550699,149.75076668306002,126.083146853076,112.35847715606899
root/EastAsia&PacificMalaysia,root,0,0,0,0,0,0,20.288615021786303,8.819746339607471,13.2162359217677,11.146007091263199,9.93217252844568,7.863413728204191,20.879141950969103,10.8570702396143,16.6417776219273,22.3770853618819,18.8366959796337,20.8589892380581,6.59562942306224,6.489801574255461,28.1299488420923,8.3767307992486,45.6850352637463,27.785195345025702,30.060005908172897,46.406445485467394,17.6775511408186,20.4553954359008,28.4253567160114,29.837137524770302,24.731397292473602,29.351025486361603,47.5392346515386,43.501196184448204,27.950629451227304,28.0871925340219,32.9397532231502,26.5024612635952,28.410832718593003,31.078447030907398,29.1092629276485,27.007505237426802,30.0557179541078
root/EastAsia&PacificNewZealand,root,0,0,0,0,0,0,0,0,0,0,10.6724896595211,9.684692693875029,18.7445420914546,8.01637031898179,6.99781346133741,21.8251382345641,18.924115260875602,19.7282693813626,26.2731125055472,27.287937086017,26.6913588117171,25.292382617343502,29.0466852162444,47.4784880854295,42.48766379203921,53.5921530998683,47.74876583596029,11.887074583601802,11.6853193487638,11.640144491374901,13.4413632482486,12.064519036944802,12.530577690921,13.6214090189805,9.28510977459279,4.4030004747703,8.75591744674525,10.1141476940653,13.420058591701,11.631270233468198,12.184423776571801,13.1682590951642,12.349260180329
root/EastAsia&PacificPapuaNewGuinea,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796608338734068,0.104312907349746,0.278410858838038,0.321008218895065,0.414479628233686,0.5818445886485749,0.16084146866474697,0.242580879185654,0.576218289530631,0,0,0,0,0,0
root/EastAsia&PacificPhilippines,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.631535464396602,64.89034010828871,29.764280517573106,45.945240439055205,28.3836515315623,14.1850200773157,11.576701897562199,10.549186821380301,11.305503723352698,13.4500305537465,13.4979589322249,23.5625224957546,23.771914988487502,16.5830973059116,14.142676892077,16.579162497133,15.5610295005195,20.5176130380113,16.121716309387697,16.0866132032359,14.4890323331025,11.635327074119802
