root/EastAsia&PacificCambodia,root,79.0,30.0,57.0,34.0,47.0,72.0,65.0,78.0,76.0,88.0,98.0,95.0,92.0,98.0,90.0,71.0,63.0
root/EastAsia&PacificIndonesia,root,64.0,68.0,57.0,61.0,62.0,73.0,76.0,82.0,87.0,86.0,84.0,80.0,76.0,73.0,82.0,84.0,82.0
root/EastAsia&PacificKiribati,root,80.0,54.0,0,0,45.0,0,60.0,54.0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificKoreaDemPeople’sRep,root,100.0,96.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,98.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0
root/EastAsia&PacificLaoPDR,root,80.0,0,70.0,58.0,64.0,55.0,70.0,55.0,69.0,0,88.0,80.0,92.0,47.0,87.0,89.0,88.0
root/EastAsia&PacificMarshallIslands,root,67.0,0,32.0,0,23.0,24.0,6.0,41.0,39.0,0,0,0,0,0,0,0,0
root/EastAsia&PacificMicronesiaFedSts,root,74.0,51.0,44.0,0,88.0,0,73.0,68.0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificMongolia,root,87.0,61.0,65.0,84.0,83.0,93.0,92.0,99.0,77.0,0,0,0,85.0,0,95.0,79.0,38.0
root/EastAsia&PacificMyanmar,root,42.0,66.0,86.0,92.0,87.0,96.0,96.0,95.0,93.0,94.0,95.0,94.0,96.0,86.0,93.0,94.0,88.0
root/EastAsia&PacificPapuaNewGuinea,root,0,0,0,0,1.0,0,1.0,7.0,7.0,0,12.0,14.0,12.0,15.0,0,0,0
root/EastAsia&PacificPhilippines,root,78.0,69.0,76.0,76.0,75.0,85.0,85.0,86.0,83.0,86.0,91.0,91.0,91.0,90.0,89.0,83.0,72.0
root/EastAsia&PacificTimorLeste,root,0,0,0,26.0,33.0,36.0,35.0,28.0,50.0,0,45.0,48.0,59.0,42.0,40.0,0,61.0
root/EastAsia&PacificVietnam,root,55.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,99.0,95.0,99.0,98.0,0,94.0,97.0
root/Europe&CentralAsiaAzerbaijan,root,0,0,0,0,0,70.0,94.0,0,96.0,90.0,79.0,89.0,0,90.0,87.0,58.0,96.0
root/Europe&CentralAsiaKyrgyzRepublic,root,0,0,0,0,0,0,98.0,98.0,99.0,99.0,0,97.0,0,0,0,0,0
root/Europe&CentralAsiaMacedoniaFYR,root,0,0,0,0,95.0,0,0,0,0,0,0,0,0,0,0,0,0
root/Europe&CentralAsiaTajikistan,root,0,0,0,0,0,93.0,90.0,88.0,85.0,73.0,74.0,87.0,88.0,90.0,82.0,99.0,97.0
root/Europe&CentralAsiaUzbekistan,root,0,0,0,0,93.0,85.0,94.0,93.0,95.0,42.0,65.0,94.0,95.0,99.0,99.0,99.0,98.0
root/LatinAmerica&CaribbeanBolivia,root,85.0,27.0,40.0,35.0,36.0,42.0,39.0,41.0,0,45.0,45.0,24.0,21.0,41.0,40.0,0,0
root/LatinAmerica&CaribbeanBrazil,root,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/LatinAmerica&CaribbeanCostaRica,root,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0
root/LatinAmerica&CaribbeanDominicanRepublic,root,53.0,0,35.0,31.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0
root/LatinAmerica&CaribbeanEcuador,root,42.0,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/LatinAmerica&CaribbeanElSalvador,root,0,0,0,0,0,0,0,0,20.0,0,0,0,0,81.0,0,0,0
root/LatinAmerica&CaribbeanGuatemala,root,0,0,0,0,0,18.0,36.0,49.0,29.0,20.0,43.0,36.0,28.0,14.0,13.0,19.0,15.0
root/LatinAmerica&CaribbeanHaiti,root,0,0,0,0,0,0,42.0,33.0,0,0,0,21.0,36.0,54.0,13.0,30.0,21.0
root/LatinAmerica&CaribbeanHonduras,root,53.0,20.0,42.0,0,29.0,40.0,40.0,0,0,0,0,0,0,0,0,0,0
root/LatinAmerica&CaribbeanNicaragua,root,63.0,0,0,0,0,5.0,0,0,1.0,0,6.0,7.0,2.0,7.0,0,4.0,3.0
root/LatinAmerica&CaribbeanPanama,root,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0
root/LatinAmerica&CaribbeanPeru,root,5.0,0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
