root/EastAsia&Pacific,root,173.0,179.0,179.0,203.0,202.0,201.0,192.0,185.0,175.0,188.0,218.2,214.0,196.0,191.2,188.2
root/EastAsia&Pacific/Australia,root/EastAsia&Pacific,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
root/EastAsia&Pacific/BruneiDarussalam,root/EastAsia&Pacific,0,0,0,22.0,22.0,22.0,22.0,19.0,19.0,19.0,19.0,19.0,8.0,8.0,6.0
root/EastAsia&Pacific/Cambodia,root/EastAsia&Pacific,11.0,11.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,8.0,9.0,9.0
root/EastAsia&Pacific/China,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,11.0,9.0,9.0,7.0,7.0
root/EastAsia&Pacific/Fiji,root/EastAsia&Pacific,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0
root/EastAsia&Pacific/HongKongSARChina,root/EastAsia&Pacific,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0
root/EastAsia&Pacific/Indonesia,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,11.2,12.0,12.0,11.2,11.2
root/EastAsia&Pacific/Japan,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,9.0,9.0,9.0,9.0,9.0
root/EastAsia&Pacific/Kiribati,root/EastAsia&Pacific,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
root/EastAsia&Pacific/KoreaRep,root/EastAsia&Pacific,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0
root/EastAsia&Pacific/LaoPDR,root/EastAsia&Pacific,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0
root/EastAsia&Pacific/Malaysia,root/EastAsia&Pacific,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0
root/EastAsia&Pacific/MarshallIslands,root/EastAsia&Pacific,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
root/EastAsia&Pacific/MicronesiaFedSts,root/EastAsia&Pacific,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
root/EastAsia&Pacific/Mongolia,root/EastAsia&Pacific,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0
root/EastAsia&Pacific/Myanmar,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,15.0,15.0,15.0,14.0,12.0,12.0
root/EastAsia&Pacific/NewZealand,root/EastAsia&Pacific,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
root/EastAsia&Pacific/Palau,root/EastAsia&Pacific,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
root/EastAsia&Pacific/PapuaNewGuinea,root/EastAsia&Pacific,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
