root/.travis.yml,root,0,0,0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,11.0,11.0,15.0,15.0,15.0,15.0,15.0,17.0,9.0,9.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0
root/Gruntfile.js,root,0,66.0,66.0,66.0,66.0,65.0,76.0,80.0,80.0,80.0,65.0,66.0,149.0,192.0,148.0,102.0,124.0,135.0,231.0,231.0,231.0,231.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Makefile,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,31.0,30.0,48.0,50.0,58.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
root/bench,root,0,0,0,0,0,0,0,0,0,0,0,0,387.0,364.0,361.0,391.0,391.0,391.0,391.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bench/concat.bench.js,root/bench,0,0,0,0,0,0,0,0,0,0,0,0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bench/curry.bench.js,root/bench,0,0,0,0,0,0,0,0,0,0,0,0,29.0,27.0,27.0,27.0,27.0,27.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bench/each.bench.js,root/bench,0,0,0,0,0,0,0,0,0,0,0,0,28.0,27.0,24.0,24.0,24.0,24.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bench/filter-where.bench.js,root/bench,0,0,0,0,0,0,0,0,0,0,0,0,44.0,40.0,40.0,40.0,40.0,40.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bench/filter.bench.js,root/bench,0,0,0,0,0,0,0,0,0,0,0,0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bench/find-where.bench.js,root/bench,0,0,0,0,0,0,0,0,0,0,0,0,44.0,40.0,40.0,40.0,40.0,40.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
