root/ake,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2161.0,2166.0,2166.0,2293.0,2293.0,2294.0,2294.0,2327.0,2334.0,2334.0,2363.0,2363.0,2365.0,2365.0,2365.0,2366.0,2365.0,2365.0,2334.0,2379.0,2379.0,2379.0,2381.0,2416.0,2371.0,2371.0,2371.0
root/ake/ConfigGen.cmake,root/ake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,93.0,93.0,104.0,104.0,104.0,104.0,116.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,56.0,119.0,119.0,119.0,119.0,119.0,56.0,56.0,56.0
root/ake/Cuda.cmake,root/ake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,290.0,290.0,290.0,290.0,292.0,292.0,292.0,292.0,292.0
root/ake/Dependencies.cmake,root/ake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.0,157.0,157.0,157.0,157.0,158.0,158.0,169.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,196.0,178.0,178.0,178.0,178.0,185.0,203.0,203.0,203.0
root/ake/External,root/ake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,113.0,113.0,113.0,113.0
root/ake/External/gflags.cmake,root/ake/External,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
root/ake/External/glog.cmake,root/ake/External,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0
root/ake/Misc.cmake,root/ake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
root/ake/Modules,root/ake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,754.0,754.0,754.0,754.0,754.0,754.0,754.0,754.0,755.0,754.0,754.0,755.0,755.0,755.0,755.0,755.0,781.0,781.0,781.0,781.0
root/ake/Modules/FindAtlas.cmake,root/ake/Modules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
root/ake/Modules/FindGFlags.cmake,root/ake/Modules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
root/ake/Modules/FindGlog.cmake,root/ake/Modules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
root/ake/Modules/FindLAPACK.cmake,root/ake/Modules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0
root/ake/Modules/FindLMDB.cmake,root/ake/Modules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
root/ake/Modules/FindLevelDB.cmake,root/ake/Modules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
root/ake/Modules/FindMKL.cmake,root/ake/Modules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
root/ake/Modules/FindMatlabMex.cmake,root/ake/Modules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
root/ake/Modules/FindNCCL.cmake,root/ake/Modules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,26.0,26.0
root/ake/Modules/FindNumPy.cmake,root/ake/Modules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
root/ake/Modules/FindOpenBLAS.cmake,root/ake/Modules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
root/ake/Modules/FindSnappy.cmake,root/ake/Modules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
root/ake/Modules/FindvecLib.cmake,root/ake/Modules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,35.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
root/ake/ProtoBuf.cmake,root/ake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
root/ake/Summary.cmake,root/ake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,176.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,178.0,178.0,178.0,178.0
root/ake/Targets.cmake,root/ake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.0,169.0,169.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0
root/ake/Utils.cmake,root/ake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0
