root/Afghanistan,root,16.0,22.0,30.0,39.0,50.0,61.0,72.0,82.0,93.0,105.0,117.0,130.0,144.0,158.0,173.0,188.0,204.0,220.0,238.0,255.0,269.0,284.0,300.0,321.0,345.0
root/Algeria,root,15.0,17.0,21.0,25.0,29.0,34.0,40.0,48.0,56.0,66.0,77.0,90.0,105.0,122.0,141.0,163.0,172.0,122.0,108.0,120.0,127.0,141.0,166.0,172.0,186.0
root/Angola,root,1107.0,1342.0,1625.0,1959.0,2349.0,2799.0,3313.0,3895.0,4550.0,5285.0,6097.0,6985.0,7934.0,8927.0,9919.0,10807.0,11449.0,11027.0,11353.0,11847.0,12106.0,12302.0,12725.0,12750.0,11770.0
root/Argentina,root,436.0,611.0,814.0,1041.0,1289.0,1560.0,1826.0,1823.0,1732.0,1517.0,1527.0,1569.0,1610.0,1510.0,1396.0,1370.0,1342.0,1296.0,1347.0,1420.0,1467.0,1492.0,1518.0,1537.0,1542.0
root/Armenia,root,0.0309,0.0802,0.1707,0.3217,0.5655,0.966,2.0,3.0,5.0,8.0,14.0,22.0,34.0,50.0,70.0,91.0,106.0,127.0,147.0,166.0,171.0,181.0,186.0,180.0,171.0
root/Azerbaijan,root,0.142,0.2479,0.4192,0.686,1.0,2.0,3.0,5.0,8.0,13.0,20.0,31.0,46.0,65.0,89.0,117.0,150.0,182.0,206.0,231.0,258.0,296.0,339.0,365.0,372.0
root/Bangladesh,root,0.3526,0.8233,2.0,3.0,4.0,7.0,10.0,15.0,21.0,31.0,45.0,64.0,92.0,130.0,180.0,242.0,308.0,379.0,454.0,489.0,558.0,642.0,687.0,725.0,738.0
root/Belarus,root,1.0,2.0,3.0,5.0,9.0,15.0,25.0,40.0,64.0,99.0,145.0,208.0,290.0,388.0,502.0,613.0,707.0,713.0,835.0,959.0,1020.0,1017.0,1052.0,1021.0,1032.0
root/Belize,root,0.0259,0.0648,0.1543,0.3659,0.8513,2.0,4.0,8.0,15.0,25.0,39.0,53.0,67.0,72.0,71.0,90.0,89.0,92.0,107.0,106.0,75.0,67.0,65.0,65.0,63.0
root/Benin,root,559.0,676.0,817.0,986.0,1183.0,1409.0,1664.0,1942.0,2241.0,2556.0,2881.0,3210.0,3531.0,3833.0,4108.0,4348.0,4556.0,4724.0,4239.0,1994.0,1450.0,1674.0,1845.0,2061.0,2408.0
root/Bolivia (Plurinational State of),root,9.0,14.0,21.0,32.0,45.0,63.0,86.0,115.0,149.0,189.0,234.0,283.0,327.0,377.0,433.0,489.0,517.0,556.0,608.0,636.0,624.0,711.0,780.0,711.0,711.0
root/Botswana,root,939.0,1466.0,2187.0,3149.0,4373.0,5866.0,7608.0,9555.0,11623.0,13770.0,15762.0,17523.0,18813.0,18771.0,16814.0,13015.0,10497.0,9126.0,9404.0,8487.0,7086.0,6411.0,6092.0,5798.0,5139.0
root/Burkina Faso,root,5903.0,7218.0,8579.0,9927.0,11195.0,12331.0,13287.0,14023.0,14519.0,14772.0,14791.0,14601.0,14223.0,13611.0,12365.0,10869.0,9110.0,7561.0,6883.0,5754.0,5164.0,4429.0,3704.0,3806.0,3805.0
root/Burundi,root,1055.0,1435.0,1893.0,2433.0,3044.0,3702.0,4402.0,5117.0,5838.0,6570.0,7326.0,8054.0,8583.0,9170.0,9421.0,8996.0,8634.0,8507.0,7990.0,7203.0,6553.0,5760.0,4995.0,4275.0,3862.0
root/Cambodia,root,14.0,42.0,119.0,316.0,727.0,1441.0,2522.0,3961.0,5639.0,7346.0,8867.0,10012.0,10686.0,10805.0,10069.0,8571.0,6491.0,4404.0,3859.0,3420.0,3365.0,3795.0,3169.0,2867.0,2606.0
root/Cameroon,root,5444.0,6962.0,8720.0,10708.0,12904.0,15276.0,17787.0,20394.0,23047.0,25692.0,28283.0,30767.0,33021.0,34978.0,35885.0,33410.0,32773.0,33930.0,31302.0,30070.0,30174.0,31635.0,32332.0,31787.0,34158.0
root/Cape Verde,root,16.0,20.0,24.0,30.0,36.0,43.0,51.0,59.0,68.0,78.0,89.0,99.0,109.0,119.0,127.0,126.0,96.0,89.0,84.0,86.0,101.0,104.0,106.0,99.0,98.0
root/Central African Republic,root,2037.0,2729.0,3577.0,4585.0,5743.0,7024.0,8383.0,9766.0,11110.0,12354.0,13429.0,14292.0,14899.0,15250.0,15380.0,15272.0,14622.0,13769.0,12359.0,10557.0,10577.0,10568.0,10560.0,10387.0,9857.0
