root/EastAsia&Pacific,root,1381.7,1253.8999999999996,1140.9999999999998,1118.1000000000001,1097.8,1078.8999999999999,1060.3000000000002,1041.7000000000003,1023.6999999999999
root/EastAsia&Pacific/Australia,root/EastAsia&Pacific,26.7,22.9,19.7,19.1,18.5,18.0,17.5,17.0,16.5
root/EastAsia&Pacific/BruneiDarussalam,root/EastAsia&Pacific,29.7,29.9,30.3,30.5,30.5,30.6,30.7,30.9,30.9
root/EastAsia&Pacific/Cambodia,root/EastAsia&Pacific,56.2,47.9,40.7,39.4,38.3,36.9,35.7,34.7,33.7
root/EastAsia&Pacific/China,root/EastAsia&Pacific,56.0,53.3,50.9,50.1,50.1,49.6,49.2,48.7,48.4
root/EastAsia&Pacific/Fiji,root/EastAsia&Pacific,53.6,46.7,40.8,39.5,38.7,37.4,36.4,35.6,34.8
root/EastAsia&Pacific/Indonesia,root/EastAsia&Pacific,60.6,65.0,70.6,71.1,71.9,73.0,74.1,75.2,76.1
root/EastAsia&Pacific/Japan,root/EastAsia&Pacific,52.5,45.7,39.8,38.6,37.7,36.6,35.6,34.7,33.7
root/EastAsia&Pacific/Kiribati,root/EastAsia&Pacific,89.6,80.7,69.8,68.4,66.0,64.2,62.4,60.5,58.9
root/EastAsia&Pacific/KoreaRep,root/EastAsia&Pacific,62.2,54.3,47.9,46.6,45.4,44.2,43.1,42.0,40.9
root/EastAsia&Pacific/LaoPDR,root/EastAsia&Pacific,68.5,62.5,57.2,55.8,54.9,54.3,53.1,52.1,51.2
root/EastAsia&Pacific/Malaysia,root/EastAsia&Pacific,52.9,49.1,46.0,45.3,44.6,44.0,43.3,43.0,42.4
root/EastAsia&Pacific/Mongolia,root/EastAsia&Pacific,56.7,52.9,49.9,49.3,48.6,48.1,47.6,47.5,46.5
root/EastAsia&Pacific/Myanmar,root/EastAsia&Pacific,51.6,45.6,40.3,39.4,38.6,37.6,36.9,36.1,35.2
root/EastAsia&Pacific/Nauru,root/EastAsia&Pacific,59.4,50.7,43.6,42.3,41.1,40.0,38.9,37.7,36.9
root/EastAsia&Pacific/NewZealand,root/EastAsia&Pacific,29.7,25.0,21.1,20.2,19.6,18.9,18.4,17.7,17.2
root/EastAsia&Pacific/Palau,root/EastAsia&Pacific,42.6,34.8,28.6,27.6,26.4,25.4,24.5,23.5,22.7
root/EastAsia&Pacific/PapuaNewGuinea,root/EastAsia&Pacific,80.7,69.8,59.5,57.2,55.3,53.7,52.2,50.3,48.8
root/EastAsia&Pacific/Philippines,root/EastAsia&Pacific,56.9,50.9,45.9,45.0,44.2,43.4,42.4,41.5,40.8
root/EastAsia&Pacific/Samoa,root/EastAsia&Pacific,63.2,53.8,45.9,44.5,43.0,41.8,40.7,39.4,38.1
root/EastAsia&Pacific/Singapore,root/EastAsia&Pacific,27.2,27.5,27.9,27.9,27.8,28.2,28.2,28.2,28.3
root/EastAsia&Pacific/Thailand,root/EastAsia&Pacific,48.0,44.9,42.1,41.4,40.8,40.5,40.0,39.2,38.8
root/EastAsia&Pacific/TimorLeste,root/EastAsia&Pacific,92.6,90.1,85.3,84.1,82.7,81.6,80.7,79.1,78.1
root/EastAsia&Pacific/Tonga,root/EastAsia&Pacific,56.7,52.3,48.2,47.6,46.9,46.5,45.6,45.1,44.4
root/EastAsia&Pacific/Vanuatu,root/EastAsia&Pacific,57.9,49.1,41.6,40.3,39.2,37.8,36.8,35.6,34.5
root/EastAsia&Pacific/Vietnam,root/EastAsia&Pacific,50.0,48.5,47.4,46.9,47.0,46.6,46.3,46.4,45.9
root/Europe&CentralAsia,root,2219.1,2031.8999999999999,1868.5000000000002,1838.9999999999998,1808.5999999999997,1782.5,1754.7,1728.8,1703.0000000000002
root/Europe&CentralAsia/Albania,root/Europe&CentralAsia,57.6,55.7,53.8,53.1,52.6,52.3,52.1,51.7,51.2
root/Europe&CentralAsia/Andorra,root/Europe&CentralAsia,43.7,41.7,39.7,39.4,39.0,38.8,38.5,38.2,37.8
root/Europe&CentralAsia/Armenia,root/Europe&CentralAsia,66.9,61.4,56.8,56.3,55.1,54.3,53.6,52.5,52.1
root/Europe&CentralAsia/Austria,root/Europe&CentralAsia,54.7,45.8,38.3,36.8,35.7,34.4,33.0,32.2,30.9
root/Europe&CentralAsia/Azerbaijan,root/Europe&CentralAsia,55.4,50.8,46.8,45.8,45.3,44.4,43.8,43.5,42.5
root/Europe&CentralAsia/Belarus,root/Europe&CentralAsia,64.3,57.8,51.9,51.0,49.9,48.9,47.8,47.0,46.1
root/Europe&CentralAsia/Belgium,root/Europe&CentralAsia,44.4,39.8,35.5,34.8,34.0,33.4,32.7,32.0,31.4
root/Europe&CentralAsia/BosniaandHerzegovina,root/Europe&CentralAsia,59.4,55.0,51.5,50.7,50.0,49.4,48.6,48.4,47.7
root/Europe&CentralAsia/Bulgaria,root/Europe&CentralAsia,60.8,54.7,49.7,48.7,47.8,47.0,46.2,45.4,44.4
root/Europe&CentralAsia/Croatia,root/Europe&CentralAsia,40.5,40.4,40.1,39.9,39.7,40.0,40.0,40.0,39.9
root/Europe&CentralAsia/Cyprus,root/Europe&CentralAsia,61.7,58.6,55.4,54.8,54.1,53.8,53.3,53.1,52.7
root/Europe&CentralAsia/CzechRepublic,root/Europe&CentralAsia,40.0,39.6,39.1,38.9,38.7,38.6,38.5,38.6,38.3
root/Europe&CentralAsia/Denmark,root/Europe&CentralAsia,42.7,33.1,25.7,24.2,22.9,22.0,20.8,19.8,18.8
root/Europe&CentralAsia/Estonia,root/Europe&CentralAsia,54.7,49.5,44.6,43.5,42.8,41.9,41.0,40.1,39.3
root/Europe&CentralAsia/Finland,root/Europe&CentralAsia,34.6,30.1,26.6,25.7,25.1,24.4,23.8,23.2,22.6
root/Europe&CentralAsia/France,root/Europe&CentralAsia,39.8,38.4,37.0,36.8,36.4,36.2,35.9,35.8,35.6
root/Europe&CentralAsia/Georgia,root/Europe&CentralAsia,62.3,59.9,57.7,57.2,57.0,56.6,56.0,55.7,55.5
root/Europe&CentralAsia/Germany,root/Europe&CentralAsia,40.1,37.7,35.5,35.2,34.8,34.5,33.7,33.5,33.1
root/Europe&CentralAsia/Greece,root/Europe&CentralAsia,61.1,57.8,55.0,54.6,53.7,53.3,53.0,52.2,52.0
root/Europe&CentralAsia/Hungary,root/Europe&CentralAsia,47.2,42.7,38.9,38.2,37.5,36.8,36.2,35.5,34.8
root/Europe&CentralAsia/Iceland,root/Europe&CentralAsia,32.9,25.7,20.1,19.3,18.4,17.5,16.7,15.9,15.2
root/Europe&CentralAsia/Ireland,root/Europe&CentralAsia,37.7,33.4,29.5,28.9,28.2,27.5,26.9,26.3,25.7
root/Europe&CentralAsia/Italy,root/Europe&CentralAsia,33.2,31.4,29.6,29.5,29.1,28.8,28.6,28.1,27.8
root/Europe&CentralAsia/Kazakhstan,root/Europe&CentralAsia,56.1,51.8,47.6,46.9,46.0,45.4,44.7,43.9,43.1
root/Europe&CentralAsia/KyrgyzRepublic,root/Europe&CentralAsia,50.7,50.7,50.2,50.4,50.6,50.4,50.5,50.5,50.5
