root/EastAsia&PacificAustralia,root,0,0,0,122800.0,258100.0,516800.0,1012000.0,2016000.0,3900000.0,0,5315000.0,5221000.0,5510000.0,5552000.0,5735000.0,5981000.0,6536000.0,6828000.0,7374000.0
root/EastAsia&PacificBruneiDarussalam,root,0,0,0,1896.0,2757.0,3838.0,6262.0,8126.0,8964.0,11617.0,16891.0,20029.0,21699.0,23185.0,19849.0,27557.0,30259.0,34425.0,36116.0
root/EastAsia&PacificCambodia,root,0,0,0,0,50.0,419.0,780.0,1000.0,2900.0,8450.0,16594.0,30000.0,35666.0,22000.0,29734.0,32648.0,66111.0,83504.0,96706.0
root/EastAsia&PacificChina,root,0,0,22660.0,336280.0,3298490.0,11219010.0,24939630.0,37350000.0,50853000.0,66414000.0,82879000.0,103978000.0,126337000.0,156487000.0,175183000.0,188909000.0,200483000.0,277046000.0,322597000.0
root/EastAsia&PacificFiji,root,0,0,0,0,0,0,0,7000.0,8500.0,11500.0,13031.0,12830.0,23250.0,23250.0,13516.0,10927.0,12427.0,12734.0,12332.0
root/EastAsia&PacificFrenchPolynesia,root,0,0,0,25.0,32.0,946.0,4551.0,11000.0,18234.0,23600.0,27671.0,30030.0,32247.0,36000.0,40200.0,44900.0,49740.0,51908.0,55443.0
root/EastAsia&PacificGuam,root,0,0,0,1750.0,0,0,0,0,0,2700.0,2700.0,3000.0,3000.0,0,0,3000.0,3000.0,0,0
root/EastAsia&PacificHongKongSARChina,root,11000.0,86467.0,444450.0,716435.0,1038995.0,1267966.0,1517741.0,1659098.0,1796240.0,1898934.0,1935485.0,2053374.0,2167714.0,2299000.0,2255039.0,2235223.0,2281275.0,2347833.0,2626028.0
root/EastAsia&PacificIndonesia,root,0,0,4000.0,15000.0,38300.0,61600.0,84900.0,108200.0,194367.0,778770.0,981562.0,1863821.0,2280316.0,2736379.0,2983000.0,3251800.0,3400000.0,3983000.0,5227393.0
root/EastAsia&PacificJapan,root,32000.0,216000.0,854655.0,3835000.0,9397426.0,14917165.0,19557146.0,23301105.0,26438867.0,28303003.0,30117679.0,32863203.0,34101778.0,35696214.0,36132405.0,36918650.0,37788929.0,38872579.0,39805586.0
root/EastAsia&PacificKiribati,root,0,0,0,0,0,0,0,322.0,402.0,504.0,685.0,765.0,846.0,850.0,800.0,700.0,500.0,117.0,66.0
