root/EastAsia&PacificAustralia,root,0,0,0,0,0,0,0,0,44.5200004577637,44.2700004577637,45.16999816894529,45.209999084472706,45.2700004577637,46.060001373290994,45.5699996948242,45.41999816894529,45.869998931884794,45.209999084472706,46.779998779296896,46.959999084472706,46.4799995422363,46.3600006103516,46.189998626709006,46.2400016784668,47.119998931884794,45.439998626709006,46.4099998474121,46.939998626709006,46.560001373290994,48.0499992370605,47.939998626709006,46.689998626709006,46.8400001525879,46.3199996948242,0
root/EastAsia&PacificBruneiDarussalam,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1599998474121,0,0,0
root/EastAsia&PacificCambodia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8899993896484,0,0,0,0,0
root/EastAsia&PacificHongKongSARChina,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.779999732971199,10.1199998855591,11.1599998474121,12.9200000762939,12.6899995803833,14.029999732971199,13.960000038147,13.609999656677198,0
root/EastAsia&PacificIndonesia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.709999084472706,38.209999084472706,38.0900001525879,38.930000305175795,36.3899993896484,36.540000915527294,36.2599983215332,35.4900016784668,34.419998168945305,34.3199996948242,34.7299995422363,35.540000915527294,36.0999984741211,37.970001220703104,36.0999984741211,34.0200004577637,33.5699996948242,35.3400001525879
root/EastAsia&PacificJapan,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.290000915527294,35.3899993896484,0,35.9500007629395,37.6500015258789,38.77000045776371,38.5999984741211,0,0
root/EastAsia&PacificKoreaRep,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.880000114440902,17.3199996948242,20.4200000762939,17.0400009155273,18.159999847412102,17.5,17.7600002288818,18.3999996185303,0
root/EastAsia&PacificLaoPDR,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88000011444092,0,0,0,0,0,0,0
root/EastAsia&PacificMacaoSARChina,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4899997711181605,7.65999984741211,8.97000026702881,7.98000001907349,7.82000017166138,0,3.82999992370605,4.40000009536743,0
root/EastAsia&PacificMalaysia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48000001907349,8.14999961853027,7.03000020980835,7.71000003814697,8.27999973297119,7.25,8.23999977111816,6.21999979019165,0
root/EastAsia&PacificMongolia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9699993133545,18.3299999237061,16.370000839233402,15.220000267028801,19.0,13.960000038147,15.140000343322802,15.729999542236301,14.5500001907349,0
root/EastAsia&PacificMyanmar,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.520000457763699,0,0
root/EastAsia&PacificNewZealand,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.279998779296896,44.189998626709006,44.3499984741211,43.3199996948242,44.220001220703104,45.4000015258789,43.41999816894529,42.72999954223629,43.029998779296896,43.470001220703104,0
root/EastAsia&PacificPalau,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.539999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificPhilippines,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.75,27.3899993896484,26.440000534057603,27.7099990844727,26.100000381469698,27.4500007629395,28.010000228881804,26.2000007629395,28.25,29.280000686645497,25.510000228881804,0
root/EastAsia&PacificSamoa,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3600006103516,0,0,0,0,0
root/EastAsia&PacificSingapore,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6999998092651,10.9099998474121,0,0,0
root/EastAsia&PacificThailand,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.960000038147,13.7399997711182,10.7200002670288,10.4099998474121,12.979999542236301,11.5100002288818,12.539999961853,12.130000114440902,0
root/EastAsia&PacificVietnam,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7600002288818,16.2900009155273,17.1499996185303,15.520000457763699,0
root/Europe&CentralAsiaAlbania,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.150000095367429,24.989999771118196,22.2700004577637,26.1100006103516,32.5999984741211,28.760000228881804,22.3299999237061,30.2999992370605,27.25,0,0
root/Europe&CentralAsiaArmenia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.8400001525879,48.939998626709006,44.8499984741211,40.9199981689453,41.1199989318848,32.3499984741211,40.9500007629395,40.6399993896484,0
root/Europe&CentralAsiaAustria,root,0,0,0,0,0,0,0,0,0,0,0,0,25.969999313354503,25.1599998474121,23.309999465942397,33.6199989318848,33.3199996948242,34.080001831054695,33.2999992370605,35.0400009155273,34.8199996948242,39.959999084472706,43.08000183105471,43.439998626709006,43.7299995422363,43.630001068115206,46.3600006103516,46.6599998474121,46.290000915527294,47.3400001525879,47.5,48.540000915527294,49.2700004577637,48.880001068115206,0
root/Europe&CentralAsiaAzerbaijan,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.460000038147,10.2200002670288,6.869999885559079,6.90999984741211,6.5,0,23.3299999237061,23.469999313354503,0
root/Europe&CentralAsiaBelgium,root,27.5200004577637,27.559999465942397,28.1200008392334,28.0699996948242,29.559999465942397,29.5200004577637,30.690000534057603,30.780000686645497,32.4799995422363,33.009998321533196,33.560001373291,34.6800003051758,33.7000007629395,34.189998626709,33.580001831054695,35.029998779296896,44.040000915527294,43.3899993896484,43.9900016784668,41.8600006103516,43.459999084472706,44.2599983215332,43.8400001525879,43.369998931884794,42.6500015258789,42.3800010681152,41.5900001525879,42.319999694824205,42.9799995422363,42.7000007629395,42.72999954223629,41.970001220703104,41.6599998474121,40.8499984741211,0
root/Europe&CentralAsiaBosniaandHerzegovina,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6700000762939,0,0,0
