root/EastAsia&Pacific,root,0,0,0,0,0,0,0,0,19.159999847412102,18.7999992370605,19.4699993133545,19.5799999237061,19.6900005340576,20.8799991607666,20.0100002288818,20.1299991607666,20.5100002288818,48.02000141143791,39.8500003814697,40.1200008392334,40.3899993896484,39.4899997711182,39.8400001525879,63.9799995422363,84.73999977111819,93.8199996948243,153.460000038147,155.16999816894528,137.7899990081787,188.00999832153332,167.93999958038341,170.74000096321095,170.8699994087219,145.20000243186956,19.3299999237061
root/EastAsia&Pacific/Australia,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,19.159999847412102,18.7999992370605,19.4699993133545,19.5799999237061,19.6900005340576,20.8799991607666,20.0100002288818,20.1299991607666,20.5100002288818,20.5100002288818,22.4200000762939,21.8299999237061,21.719999313354503,22.25,22.030000686645497,22.809999465942397,23.969999313354503,22.0200004577637,23.5900001525879,23.7999992370605,23.5799999237061,24.809999465942397,25.469999313354503,23.649999618530302,24.4300003051758,24.6800003051758,0
root/EastAsia&Pacific/BruneiDarussalam,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26000022888184,0,0,0
root/EastAsia&Pacific/Cambodia,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2099990844727,0,0,0,0,0
root/EastAsia&Pacific/HongKongSARChina,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.829999923706051,6.9899997711181605,7.610000133514401,9.68000030517578,8.56999969482422,10.7600002288818,10.039999961853,9.76000022888184,0
root/EastAsia&Pacific/Indonesia,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0400009155273,17.4300003051758,18.2900009155273,18.6700000762939,17.2399997711182,17.8099994659424,18.659999847412102,19.0300006866455,19.8099994659424,20.0,19.5799999237061,19.9699993133545,20.0100002288818,24.1100006103516,20.0400009155273,18.979999542236303,18.5,19.3299999237061
root/EastAsia&Pacific/Japan,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1599998474121,11.9200000762939,0,11.640000343322802,12.6599998474121,13.229999542236301,13.390000343322802,0,0
root/EastAsia&Pacific/KoreaRep,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11999988555908,8.310000419616701,11.130000114440902,7.869999885559079,8.53999996185303,7.82000017166138,7.849999904632571,7.78000020980835,0
root/EastAsia&Pacific/LaoPDR,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82000017166138,0,0,0,0,0,0,0
root/EastAsia&Pacific/MacaoSARChina,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10999965667725,7.610000133514401,9.27999973297119,7.869999885559079,6.82999992370605,0,3.9300000667572004,4.96999979019165,0
root/EastAsia&Pacific/Malaysia,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78999996185303,5.07999992370605,4.42999982833862,4.17000007629395,4.480000019073491,3.1800000667572004,3.91000008583069,3.1800000667572004,0
root/EastAsia&Pacific/Mongolia,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.489999771118198,10.9099998474121,10.1099996566772,9.47999954223633,12.3999996185303,8.57999992370605,11.5600004196167,10.9099998474121,12.729999542236301,0
root/EastAsia&Pacific/Myanmar,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.449999809265139,0,0
root/EastAsia&Pacific/NewZealand,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.520000457763697,21.3899993896484,22.3400001525879,20.8099994659424,21.7299995422363,21.719999313354503,21.1100006103516,21.4300003051758,20.9699993133545,22.1200008392334,0
root/EastAsia&Pacific/Palau,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47000026702881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
