root/EastAsia&Pacific,root,773.3333333333333,1196.6666666666663,1209.9999999999995,1213.3333333333335,1237.7777777777774,1234.4444444444443,1215.5555566666667,1245.5555555555557,1241.111111111111,1281.1111111111106,1316.6666666666665,1308.8889000000001,1334.4443000000006,1357.777533333333
root/EastAsia&Pacific/Cambodia,root/EastAsia&Pacific,64.4444444444444,67.7777777777778,71.1111111111111,72.2222222222222,72.2222222222222,74.44444444444441,73.3333333333333,73.3333333333333,67.7777777777778,70.0,76.6666666666667,76.6666666666667,66.6666666666667,63.3333333333333
root/EastAsia&Pacific/China,root/EastAsia&Pacific,64.4444444444444,64.4444444444444,57.77777777777779,61.1111111111111,61.1111111111111,62.22222222222221,65.5555566666667,68.8888888888889,70.0,70.0,70.0,70.0,80.0,78.8889
root/EastAsia&Pacific/Fiji,root/EastAsia&Pacific,0,53.3333333333333,54.4444444444444,52.22222222222221,53.3333333333333,56.6666666666667,53.3333333333333,70.0,70.0,71.1111111111111,71.1111111111111,61.1111333333333,58.8888666666667,70.0
root/EastAsia&Pacific/Indonesia,root/EastAsia&Pacific,86.6666666666667,84.44444444444441,85.55555555555559,90.0,90.0,86.6666666666667,86.6666666666667,83.3333333333333,83.3333333333333,80.0,83.3333333333333,84.4444666666667,86.6666666666667,86.6666666666667
root/EastAsia&Pacific/Kiribati,root/EastAsia&Pacific,0,32.2222222222222,36.6666666666667,36.6666666666667,35.5555555555556,33.3333333333333,36.6666666666667,37.77777777777779,37.77777777777779,35.5555555555556,35.5555555555556,34.4444333333333,39.9999666666667,39.9999666666667
root/EastAsia&Pacific/LaoPDR,root/EastAsia&Pacific,68.8888888888889,70.0,70.0,68.8888888888889,67.7777777777778,67.7777777777778,70.0,65.5555555555556,70.0,72.2222222222222,73.3333333333333,71.1111333333333,64.4444666666667,67.7778
root/EastAsia&Pacific/Malaysia,root/EastAsia&Pacific,75.55555555555559,78.8888888888889,84.44444444444441,81.1111111111111,80.0,84.44444444444441,80.0,76.6666666666667,70.0,71.1111111111111,74.44444444444441,74.44443333333331,77.7777666666667,81.1111
root/EastAsia&Pacific/MarshallIslands,root/EastAsia&Pacific,0,32.2222222222222,32.2222222222222,36.6666666666667,41.1111111111111,41.1111111111111,41.1111111111111,46.6666666666667,53.3333333333333,53.3333333333333,46.6666666666667,37.7777666666667,28.8889,32.2222
root/EastAsia&Pacific/MicronesiaFedSts,root/EastAsia&Pacific,0,30.0,31.111111111111104,31.111111111111104,34.4444444444444,34.4444444444444,27.7777777777778,27.7777777777778,37.77777777777779,37.77777777777779,36.6666666666667,35.55556666666671,32.2222333333333,32.2222333333333
root/EastAsia&Pacific/Mongolia,root/EastAsia&Pacific,72.2222222222222,78.8888888888889,78.8888888888889,80.0,80.0,75.55555555555559,74.44444444444441,77.7777777777778,77.7777777777778,83.3333333333333,83.3333333333333,74.44443333333331,82.2222,78.8888666666667
root/EastAsia&Pacific/Myanmar,root/EastAsia&Pacific,60.0,62.22222222222221,61.1111111111111,57.77777777777779,57.77777777777779,48.8888888888889,52.22222222222221,51.1111111111111,48.8888888888889,50.0,46.6666666666667,55.5555333333333,55.5555333333333,64.4444
root/EastAsia&Pacific/Palau,root/EastAsia&Pacific,0,36.6666666666667,37.77777777777779,34.4444444444444,34.4444444444444,34.4444444444444,34.4444444444444,30.0,33.3333333333333,33.3333333333333,36.6666666666667,42.2222,48.8888666666667,45.5555333333333
root/EastAsia&Pacific/PapuaNewGuinea,root/EastAsia&Pacific,46.6666666666667,48.8888888888889,52.22222222222221,47.77777777777779,44.4444444444444,48.8888888888889,41.1111111111111,37.77777777777779,37.77777777777779,37.77777777777779,46.6666666666667,45.5555666666667,50.0,43.3333333333333
root/EastAsia&Pacific/Philippines,root/EastAsia&Pacific,81.1111111111111,86.6666666666667,83.3333333333333,88.88888888888891,92.2222222222222,92.2222222222222,88.88888888888891,88.88888888888891,83.3333333333333,84.44444444444441,77.7777777777778,82.2222,82.2222,82.2222
root/EastAsia&Pacific/Samoa,root/EastAsia&Pacific,0,55.5555555555556,52.22222222222221,50.0,51.1111111111111,53.3333333333333,48.8888888888889,48.8888888888889,51.1111111111111,53.3333333333333,53.3333333333333,53.3333666666667,54.4444666666667,57.7778
root/EastAsia&Pacific/SolomonIslands,root/EastAsia&Pacific,0,31.111111111111104,31.111111111111104,31.111111111111104,30.0,33.3333333333333,40.0,42.22222222222221,42.22222222222221,50.0,53.3333333333333,48.8888666666667,48.8888666666667,52.2222
root/EastAsia&Pacific/Thailand,root/EastAsia&Pacific,82.2222222222222,82.2222222222222,82.2222222222222,81.1111111111111,81.1111111111111,80.0,80.0,83.3333333333333,82.2222222222222,80.0,83.3333333333333,85.55556666666669,85.55556666666669,90.0
root/EastAsia&Pacific/TimorLeste,root/EastAsia&Pacific,0,32.2222222222222,32.2222222222222,35.5555555555556,42.22222222222221,45.5555555555556,55.5555555555556,52.22222222222221,46.6666666666667,53.3333333333333,64.4444444444444,62.2222333333333,66.6666666666667,64.44443333333331
root/EastAsia&Pacific/Tonga,root/EastAsia&Pacific,0,53.3333333333333,52.22222222222221,56.6666666666667,57.77777777777779,58.8888888888889,58.8888888888889,58.8888888888889,58.8888888888889,46.6666666666667,50.0,47.7777666666667,52.2222,52.2222
root/EastAsia&Pacific/Tuvalu,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,30.0,33.3333333333333,37.7777666666667,39.9999666666667,38.888833333333295
