root/amples,root,0,0,0,0,0,0,513.0,0,720.0,0,720.0,0,0,0,0,1770.0,0,0,0,0,0,0,0,810.0,0,0,1037.0,0,1037.0,0,0,1037.0,0,0,1037.0,0,0,0,0,0,0,0,0,1031.0,0,0,0,0,0,0,1041.0,0,1041.0,0,0,1041.0,0,1041.0,1041.0,1041.0,1041.0,0,0,0,0,0,0,1052.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/amples.html,root,0,0,0,0,0,0,94.0,0,95.0,0,95.0,0,0,0,0,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/amples/choropleth-example.html,root/amples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0,0,173.0,0,0,173.0,0,0,173.0,0,0,0,0,0,0,0,0,172.0,0,0,0,0,0,0,174.0,0,174.0,0,0,174.0,0,174.0,174.0,174.0,174.0,0,0,0,0,0,0,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/amples/custom-icons-example.html,root/amples,0,0,0,0,0,0,0,0,47.0,0,47.0,0,0,0,0,47.0,0,0,0,0,0,0,0,45.0,0,0,45.0,0,45.0,0,0,45.0,0,0,45.0,0,0,0,0,0,0,0,0,44.0,0,0,0,0,0,0,43.0,0,43.0,0,0,43.0,0,43.0,43.0,43.0,43.0,0,0,0,0,0,0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/amples/custom-icons.html,root/amples,0,0,0,0,0,0,0,0,152.0,0,152.0,0,0,0,0,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/amples/geojson-example.html,root/amples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0,88.0,0,0,88.0,0,88.0,0,0,88.0,0,0,88.0,0,0,0,0,0,0,0,0,87.0,0,0,0,0,0,0,90.0,0,90.0,0,0,90.0,0,90.0,90.0,90.0,90.0,0,0,0,0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/amples/geojson.html,root/amples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.0,0,0,0,0,0,0,0,270.0,0,0,270.0,0,270.0,0,0,270.0,0,0,270.0,0,0,0,0,0,0,0,0,270.0,0,0,0,0,0,0,270.0,0,270.0,0,0,270.0,0,270.0,270.0,270.0,270.0,0,0,0,0,0,0,281.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/amples/layers-control-example.html,root/amples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,0,0,0,0,0,0,0,51.0,0,0,51.0,0,51.0,0,0,51.0,0,0,51.0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,50.0,0,50.0,0,0,50.0,0,50.0,50.0,50.0,50.0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/amples/layers-control.html,root/amples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/amples/mobile-example.html,root/amples,0,0,0,0,0,0,52.0,0,56.0,0,56.0,0,0,0,0,56.0,0,0,0,0,0,0,0,53.0,0,0,53.0,0,53.0,0,0,53.0,0,0,53.0,0,0,0,0,0,0,0,0,52.0,0,0,0,0,0,0,55.0,0,55.0,0,0,55.0,0,55.0,55.0,55.0,55.0,0,0,0,0,0,0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
