root/.travis.yml,root,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0
root/Gruntfile.js,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,104.0,104.0,132.0,132.0,132.0,136.0,136.0,136.0,137.0,145.0,137.0,137.0,137.0,147.0,147.0,147.0,147.0,147.0,148.0,173.0,137.0,174.0,170.0,170.0,174.0,170.0,170.0,172.0,172.0,172.0,174.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,183.0,183.0,183.0,183.0,187.0,187.0,176.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0
root/css,root,284.0,931.0,960.0,960.0,979.0,988.0,1177.0,1180.0,1239.0,1902.0,1960.0,2729.0,3022.0,3022.0,3053.0,3006.0,3328.0,3424.0,3419.0,3694.0,3709.0,3737.0,3741.0,3813.0,4289.0,4308.0,4289.0,4289.0,4289.0,4261.0,4319.0,5620.0,5620.0,5620.0,5939.0,6509.0,4289.0,6744.0,6715.0,6793.0,6687.0,6732.0,6776.0,6776.0,6806.0,6806.0,6687.0,7212.0,7212.0,7212.0,7247.0,7247.0,7255.0,7249.0,7328.0,7311.0,7311.0,7340.0,7340.0,7360.0,7359.0,7234.0,7424.0,7438.0,7438.0,7443.0,7535.0,7508.0,7508.0,7443.0,7443.0,7443.0,7521.0,7521.0,7521.0,7521.0,7521.0
root/css/main.css,root/css,227.0,874.0,903.0,903.0,922.0,931.0,956.0,956.0,1015.0,911.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/css/print,root/css,0,0,0,0,0,0,0,0,0,328.0,332.0,332.0,336.0,336.0,336.0,340.0,340.0,340.0,340.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,370.0,368.0,368.0,368.0,368.0,368.0,368.0,366.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,372.0,372.0,372.0,372.0,372.0,373.0,372.0,362.0,374.0,374.0,374.0,375.0,381.0,381.0,381.0,375.0,375.0,375.0,381.0,381.0,381.0,381.0,381.0
root/css/print.css,root/css,0,0,0,0,0,0,164.0,167.0,167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/css/print/paper.css,root/css/print,0,0,0,0,0,0,0,0,0,170.0,170.0,173.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,176.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,203.0,202.0,202.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0
root/css/print/pdf.css,root/css/print,0,0,0,0,0,0,0,0,0,158.0,162.0,159.0,160.0,160.0,160.0,164.0,164.0,164.0,164.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,168.0,166.0,166.0,166.0,166.0,166.0,166.0,190.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,160.0,171.0,171.0,171.0,172.0,178.0,178.0,178.0,172.0,172.0,172.0,178.0,178.0,178.0,178.0,178.0
root/css/reset.css,root/css,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/css/reveal.css,root/css,0,0,0,0,0,0,0,0,0,0,965.0,1184.0,1281.0,1281.0,1312.0,1261.0,1279.0,1375.0,1370.0,1607.0,1621.0,1649.0,1653.0,1669.0,1880.0,1899.0,1880.0,1880.0,1880.0,1895.0,1886.0,1755.0,1755.0,1755.0,1755.0,1181.0,1880.0,1141.0,1148.0,1149.0,1141.0,1132.0,1175.0,1175.0,1178.0,1178.0,1141.0,1338.0,1338.0,1338.0,1330.0,1330.0,1330.0,1331.0,1331.0,1325.0,1325.0,1344.0,1344.0,1347.0,1347.0,1325.0,1379.0,1385.0,1385.0,1387.0,1547.0,1555.0,1555.0,1387.0,1387.0,1387.0,1555.0,1555.0,1555.0,1555.0,1555.0
