root/.travis.yml,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
root/pom.xml,root,181.0,181.0,181.0,181.0,181.0,188.0,195.0,250.0,256.0,272.0,279.0,279.0,294.0,300.0,300.0,300.0,306.0,310.0,310.0,310.0,316.0,316.0,316.0,320.0,327.0,327.0,327.0,335.0,335.0,335.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,302.0,302.0,302.0,302.0,302.0,302.0,298.0,362.0,383.0,383.0,393.0,400.0,400.0,400.0,421.0,426.0,432.0,432.0,433.0,440.0,456.0,456.0,483.0,508.0,508.0,509.0,509.0,516.0,516.0,525.0,525.0,525.0,525.0,544.0
root/src,root,55481.0,61083.0,64721.0,67105.0,68721.0,72680.0,73178.0,73792.0,75450.0,76917.0,77463.0,78847.0,80180.0,80995.0,81232.0,81243.0,90502.0,90622.0,91004.0,91474.0,92025.0,92089.0,94939.0,98146.0,107332.0,107379.0,107549.0,107565.0,107574.0,107708.0,107708.0,109516.0,109551.0,109553.0,109740.0,109742.0,109741.0,109741.0,109991.0,118334.0,119028.0,119072.0,119518.0,119518.0,121762.0,122030.0,122047.0,122240.0,129493.0,129493.0,129527.0,129527.0,130226.0,131011.0,131549.0,148893.0,153944.0,154456.0,156138.0,157247.0,157696.0,159470.0,160182.0,161023.0,163534.0,163847.0,170769.0,172327.0,175411.0,177297.0,180900.0,190563.0,197847.0,199571.0,204343.0,205689.0,206524.0,207368.0,208141.0,208178.0,208338.0,210613.0
root/src/main,root/src,18849.0,20862.0,21388.0,22490.0,22887.0,23486.0,23753.0,23822.0,24076.0,25285.0,25429.0,25662.0,26103.0,26184.0,26203.0,26209.0,26529.0,26535.0,26759.0,26766.0,27156.0,27174.0,27351.0,26622.0,28805.0,28654.0,28726.0,28742.0,28751.0,28777.0,28777.0,28908.0,28916.0,28918.0,28957.0,28959.0,28958.0,28958.0,28966.0,31761.0,31862.0,31868.0,31899.0,31899.0,32773.0,32863.0,32880.0,32992.0,32949.0,32949.0,32954.0,32954.0,33201.0,33447.0,33256.0,31839.0,33233.0,33439.0,34126.0,34422.0,34497.0,34947.0,35127.0,35197.0,36227.0,36238.0,38779.0,39130.0,39680.0,39929.0,40606.0,44429.0,44654.0,45281.0,45553.0,45903.0,45978.0,46425.0,46489.0,46465.0,46510.0,46621.0
root/src/main/java,root/src/main,18849.0,20862.0,21388.0,22490.0,22887.0,23486.0,23753.0,23822.0,24076.0,25285.0,25429.0,25662.0,26103.0,26184.0,26203.0,26209.0,26529.0,26535.0,26759.0,26766.0,27156.0,27174.0,27351.0,26622.0,28805.0,28654.0,28726.0,28742.0,28751.0,28777.0,28777.0,28908.0,28916.0,28918.0,28957.0,28959.0,28958.0,28958.0,28966.0,31761.0,31862.0,31868.0,31899.0,31899.0,32773.0,32863.0,32880.0,32992.0,32949.0,32949.0,32954.0,32954.0,33201.0,33447.0,33256.0,31839.0,33233.0,33439.0,34126.0,34422.0,34497.0,34947.0,35127.0,35197.0,36227.0,36238.0,38779.0,39130.0,39680.0,39929.0,40606.0,44429.0,44654.0,45281.0,45553.0,45903.0,45978.0,46425.0,46489.0,46465.0,46510.0,46621.0
root/src/main/java/com,root/src/main/java,18849.0,20862.0,21388.0,22490.0,22887.0,23486.0,23753.0,23822.0,24076.0,25285.0,25429.0,25662.0,26103.0,26184.0,26203.0,26209.0,26529.0,26535.0,26759.0,26766.0,27156.0,27174.0,27351.0,26622.0,28805.0,28654.0,28726.0,28742.0,28751.0,28777.0,28777.0,28908.0,28916.0,28918.0,28957.0,28959.0,28958.0,28958.0,28966.0,31761.0,31862.0,31868.0,31899.0,31899.0,32773.0,32863.0,32880.0,32992.0,32949.0,32949.0,32954.0,32954.0,33201.0,33447.0,33256.0,31839.0,33233.0,33439.0,34126.0,34422.0,34497.0,34947.0,35127.0,35197.0,36227.0,36238.0,38779.0,39130.0,39680.0,39929.0,40606.0,44429.0,44654.0,45281.0,45553.0,45903.0,45978.0,46425.0,46489.0,46465.0,46510.0,46621.0
root/src/main/java/com/alibaba,root/src/main/java/com,18849.0,20862.0,21388.0,22490.0,22887.0,23486.0,23753.0,23822.0,24076.0,25285.0,25429.0,25662.0,26103.0,26184.0,26203.0,26209.0,26529.0,26535.0,26759.0,26766.0,27156.0,27174.0,27351.0,26622.0,28805.0,28654.0,28726.0,28742.0,28751.0,28777.0,28777.0,28908.0,28916.0,28918.0,28957.0,28959.0,28958.0,28958.0,28966.0,31761.0,31862.0,31868.0,31899.0,31899.0,32773.0,32863.0,32880.0,32992.0,32949.0,32949.0,32954.0,32954.0,33201.0,33447.0,33256.0,31839.0,33233.0,33439.0,34126.0,34422.0,34497.0,34947.0,35127.0,35197.0,36227.0,36238.0,38779.0,39130.0,39680.0,39929.0,40606.0,44429.0,44654.0,45281.0,45553.0,45903.0,45978.0,46425.0,46489.0,46465.0,46510.0,46621.0
root/src/main/java/com/alibaba/fastjson,root/src/main/java/com/alibaba,18849.0,20862.0,21388.0,22490.0,22887.0,23486.0,23753.0,23822.0,24076.0,25285.0,25429.0,25662.0,26103.0,26184.0,26203.0,26209.0,26529.0,26535.0,26759.0,26766.0,27156.0,27174.0,27351.0,26622.0,28805.0,28654.0,28726.0,28742.0,28751.0,28777.0,28777.0,28908.0,28916.0,28918.0,28957.0,28959.0,28958.0,28958.0,28966.0,31761.0,31862.0,31868.0,31899.0,31899.0,32773.0,32863.0,32880.0,32992.0,32949.0,32949.0,32954.0,32954.0,33201.0,33447.0,33256.0,31839.0,33233.0,33439.0,34126.0,34422.0,34497.0,34947.0,35127.0,35197.0,36227.0,36238.0,38779.0,39130.0,39680.0,39929.0,40606.0,44429.0,44654.0,45281.0,45553.0,45903.0,45978.0,46425.0,46489.0,46465.0,46510.0,46621.0
root/src/main/java/com/alibaba/fastjson/JSON.java,root/src/main/java/com/alibaba/fastjson,463.0,519.0,531.0,536.0,536.0,599.0,601.0,603.0,605.0,605.0,605.0,605.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,688.0,688.0,667.0,666.0,702.0,702.0,706.0,706.0,706.0,706.0,706.0,706.0,706.0,706.0,706.0,706.0,706.0,706.0,711.0,741.0,741.0,741.0,741.0,741.0,741.0,741.0,741.0,741.0,746.0,746.0,746.0,746.0,746.0,746.0,746.0,874.0,952.0,952.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,979.0,1005.0,983.0,998.0,1011.0,1015.0,1014.0,1031.0,1031.0,1063.0,1063.0,1063.0,1063.0,1063.0,1063.0,1063.0
root/src/main/java/com/alibaba/fastjson/JSONArray.java,root/src/main/java/com/alibaba/fastjson,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,381.0,381.0,381.0,381.0,381.0,381.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,449.0,449.0,449.0,449.0,449.0,449.0,449.0,449.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0
