root/EastAsia&PacificCambodia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.020134959683,119.521904224661,111.252986565161,112.74292779529699,85.0694493832658,97.58411087724079,83.98598795378679,62.3301243335641,61.4021664363657,55.8897218560079,54.35240593476911,44.74522545018121,38.5917737219923,32.4395423142434,28.051956092274498
root/EastAsia&PacificChina,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056804285558952,0.0556734215676277,0.0182827519291292,0
root/EastAsia&PacificFiji,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4789859594384,13.7329974246075,17.1011787079065,13.5690457433656,8.245333656913049,8.41970900362734,8.150092721314731,0,0,0,0,0,0,0,9.64060969294634,8.97203237410072,6.83717533435541,0,0,0,10.1796288272908,8.40505407173496,11.1805272495529,8.92188733853645,7.593413793410231,8.33490308068853,0
root/EastAsia&PacificIndonesia,root,43.498277310924394,33.2885405759162,19.345384615384603,16.9826013110846,13.8464189189189,9.123951993141869,9.888694267871339,10.5418701540328,9.5888212462639,8.22231572451523,7.33868619920287,6.802113269810361,6.23786468436247,5.12701568853251,6.01341931904644,13.7298745080335,17.164891842293198,16.741048449618003,12.707998019205698,13.921438384788699,13.1350158104689,11.4331988557385,8.77491875851588,6.63621810744257,4.58588123720307,2.9221552706708995,9.864083504861929,9.32861657101856,0,0,4.2409790083256205,4.65129711148304,0.312448570199232,0,0,0,1.24822237829997,1.26161855617152,1.3136394376988603,0.299659638811582,0.0481539150832955,0.0495150534706892,0.269565356416776,0.0267552714375431,0.0808525531829224
root/EastAsia&PacificKiribati,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.853600978685197,55.8643349574155,51.034767951339504,53.5109821134001,72.8985375090563,57.7276165669684,49.9029596492156
root/EastAsia&PacificKoreaRep,root,21.720694810892603,17.9721984,10.4367335721597,8.2316490747087,5.00347628083491,4.55380039447732,2.3205401929260496,1.36278575942701,1.4120735636424602,3.04413314977676,0.27167917516727,0.0620117418351478,0.27569651156310904,0.0633878820550519,0.11368753116292699,0.0574084756216321,0.0383775739910314,0.158759279503106,0.138395517617418,0.12420599342928698,0.00649773117817635,0.0681574530811648,0.186829438767201,0.0770864281956865,0.184173260247855,0.214701568486082,0.0860261550441383,0.07460017279083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificLaoPDR,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.58427068675749,62.12199000524429,52.5987203602052,42.5332836295778,36.6853842929712,21.083314902612397,23.088788336732396,21.9820632804742,18.1706210152932
root/EastAsia&PacificMacaoSARChina,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357881111920676,0.0370533439675399,0.0489664560015024,0.0261476565547557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificMalaysia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42242572754112,1.41449110656251,1.66268904894899,0.9921172218842809,0.314139773252494,0.168633849755522,0.501235770917305,0.5679433162180101,1.27000547284242,0.11510080194714001,0.837259185583489,0.576441865135349,0.3461702733711389,0.319219733331065,0.0132058806903168,0.0694045698086136,0.0277702886586782,0.170130154864274,0.0299357208776995,0.0010885155956069802,0.102649575540148
root/EastAsia&PacificMarshallIslands,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1441283709385,69.65047654040801,38.707953885457705,92.5260623224399,89.1982608200761,94.7573767895071,61.1576022956697,56.32264755373839,10.8938639613818
root/EastAsia&PacificMicronesiaFedSts,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.400683424892,258.933328352308,127.31229096597099,273.37203369066003,250.958005823151,248.107919408671,202.477781260911,124.518697160049,68.9900316940016
root/EastAsia&PacificMongolia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8985572298814,109.33175470734899,138.92410024454398,123.31303139096,111.514167956397,130.156695989549,98.6935666860642,111.75517081549299,85.8210457477824,76.47800076239629,69.2017195455549,64.2298872468625,0,0,25.811993686803103,23.324095472518,17.314637495337,30.6649314115547,18.3986226704916,13.8063075891637,13.4163747309704,14.4564886434314,10.9213553054861,8.36556097388419,10.6250006128696
root/EastAsia&PacificMyanmar,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0634565837656,32.0591439204793,43.0576996061199,0,0,0,0,0,0,7.97840628618517,46.53296697662889,12.836216171139,11.4990999113315,15.1281619841496
root/EastAsia&PacificPalau,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8868040627976,36.5026894191626,30.0838722662851,26.306818968168002,13.154958897901,31.711826130521498,20.4325326994491,12.2005193987952,14.3137848164306
root/EastAsia&PacificPapuaNewGuinea,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.116559279867296,35.060853809603,35.0791511733109,20.5824751437244,21.7904590685567,32.6346453346666,28.769582289022605,25.727606170409103,39.6357735766711,21.1824380843513,26.010859260135398,24.4615128727841,30.529220598674396,0,0,0,0,0,0,0,0,0,0,0,11.5261879677466,13.457270020628801,13.8299568132655
root/EastAsia&PacificPhilippines,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.105000642349697,14.4587619364923,20.0314899499553,17.2309057131773,0,0,0,0,0,0,4.3770610649293795,4.424467402381031,4.04196781138052,5.046842907288309,3.10742946423292,3.2015345213964,3.06370395276417,2.8125763006664997,0.155224344077721,1.20585004300123,1.88346325679833,0.58015875893704,0.00949873889508147,0.5122219467936721,1.77608800442677,1.24775560195784,0.670085340654325
root/EastAsia&PacificSamoa,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0570026065592,51.0495760494985,58.9600178406141,53.8107141795146,41.1993295381761,43.1341147550886,45.4559819079839
root/EastAsia&PacificSingapore,root,7.30207710843374,4.952658095899929,3.06196389380531,1.4340893525179899,1.25299328743546,1.2050213114754098,0.574333167613636,0.38516354710033796,0.7619877396569119,0.8582185643107579,0.784431635437511,0.48876332961960905,1.08237346938776,0.6760438249727372,0.695768267674042,0.41193575609756106,0.454638461538461,1.77323817134362,0.0502571072319202,0.09558948155533399,0.23123983768776202,0.267620766482169,0.209552966067215,0.159080328752358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/EastAsia&PacificSolomonIslands,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.608281513538,101.776075277495,73.8959647565849,49.7797538650264,47.36674894467811,44.233094856441404
root/EastAsia&PacificThailand,root,5.25509771603485,4.7046014200468305,5.00356813723791,4.5379138426706,7.59425051208884,5.41491994644978,8.27292956989247,10.2250066097289,8.404252323593559,7.53748287285282,6.4777068651267005,6.57899645349149,6.74575083428784,6.9105181805538605,6.604241241440491,6.218297603584809,6.58088203410565,7.594971690440849,7.9150268846263,6.22964862253486,5.774395062152999,3.9867636484521496,3.51350290753835,4.585996910871629,4.05438652743084,3.13623877513365,3.7324489134523,4.09541334103681,4.0929445621651,1.4897968372668702,1.08864096700914,4.16258290439582,0.182420652832957,0.577669250649319,0.649671709962479,0.7145913030024409,1.2447373015278702,0.146101712825742,0.0342811861908176,0.18626832911102303,0.177450819005653,0.0358772870967056,0.45093942809568605,0.0786747857074171,0.291066093383421
root/EastAsia&PacificTimorLeste,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5282004216792,37.86301854626829,31.2731800583228,29.443179230243697,25.5919703017953,18.2162615261498,9.508525773342251
root/EastAsia&PacificVanuatu,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.933516568199,0,0,0,0,88.39334682580869,53.558236846165705,49.1148832503113,81.10041282612092,73.927116300507,0,0,0,0,0,0,0,0,0,80.5461959011453,69.1794875073632,52.1928018341691,59.9378928013344,55.023903553626205,55.6762366975104,106.16609578203199,64.4571624202157
root/EastAsia&PacificVietnam,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4498555006006,23.0326320826069,19.3950745100992,15.8149537505605,17.0149408912279,13.7712091409805,18.8202508123534,13.2553286004413,14.5280857978843,12.9957709266872,11.066065137710002,0,0,0
root/Europe&CentralAsiaAlbania,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1520861267348,33.6048281259487,29.116149545481,35.146078261423604,0,0,0,28.4669820825845,27.181333396859603,18.3760887570061,0,0,0,0,0,0,12.792907553454,12.318284120833098,8.74613779236481,8.71736996886211,11.9834637637433,5.9308299586620095
root/Europe&CentralAsiaArmenia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2326070936648,19.411626760906,19.6735579116818,22.428625665760002,12.3485049246038,25.4709865188938,16.086428275968,17.2792435884508,11.920331861677498,0,9.60306980133063,13.1294762945619,12.0505767677229
