root/EastAsia&Pacific,root,1468966.9250439997,1455585.3526140004,1561937.4827069996,1531192.0348120006,1482463.789937999,1514316.6668110003,1556871.366386,1658350.2537760003,1607470.6939449997,1625216.38268,1643286.9702170005,1594484.1530920004,1926582.0349219998,1760304.3000110004,1645435.2457960004,1655588.5686499998,1742201.51267,1875528.5670599998,1703984.71265,1724662.3472400003,1828733.6487899998,2002079.54198,2009697.6844599997,1833942.3565399998,1982845.8948299994,1884455.46594,1875628.8074300003,2586293.3967,1954706.7437600002,1866141.9421800007,1814242.9090799997,1890966.93939,2044498.3731200001,1975770.5709699998,2157192.90332,2283329.3052800004,2557560.323039999,2351071.41553,2429750.777940001,2573006.3348100004,2559141.55277,2622527.5227176365,2685923.232665273
root/EastAsia&Pacific/AmericanSamoa,root/EastAsia&Pacific,6.12116,6.165,6.23502,6.329359999999999,6.45378,6.57608,6.67545,6.83219,6.8685,6.89215,6.967289999999999,7.09575,7.3521399999999995,7.6275699999999995,7.916710000000001,8.17822,8.43484,8.73258,9.01238,9.35252,8.84112,9.11689,9.35997,9.58111,9.77834,9.958210000000001,10.1199,10.2618,10.3686,10.4723,10.5692,10.6934,10.8147,10.9261,11.0623,11.216,11.3831,11.663,12.0323,12.4112,12.857999999999999,12.98658,13.115160000000001
root/EastAsia&Pacific/Australia,root/EastAsia&Pacific,94290.8,93855.2,106378.0,97724.1,102739.0,107139.0,114340.0,110996.0,99816.3,106411.0,109630.0,97530.1,107729.0,98933.4,101429.0,113739.0,109178.0,103771.0,103628.0,109117.0,115150.0,120601.0,116503.0,112836.0,123283.0,112637.0,113515.0,118625.0,116914.0,121783.0,128133.0,136147.0,132305.0,125529.0,126732.0,122172.0,119085.0,135612.0,122245.0,127532.0,122574.0,124100.341788401,125588.193576801
root/EastAsia&Pacific/BruneiDarussalam,root/EastAsia&Pacific,1614.81,1276.48,1733.59,2611.12,2587.87,2867.56,3500.47,3972.31,4085.62,3857.07,4467.29,3603.46,3695.23,4407.76,3454.88,3261.48,3280.3,3649.84,3343.78,3127.02,3611.25,3695.32,4173.59,3855.17,3829.26,4191.14,3898.59,3914.0,7163.45,3964.27,3881.73,4047.02,4015.77,4266.33,4135.8,4570.73,4499.68,4333.04,4652.14,4429.97,4450.36,4494.8636,4539.3672
root/EastAsia&Pacific/Cambodia,root/EastAsia&Pacific,20086.5,16193.4,13559.2,10701.7,8055.74,9372.55,9186.63,9531.61,9662.58,7913.82,11766.3,10931.9,12820.0,14525.1,9957.43,12111.6,12881.8,12895.9,14519.9,14210.3,15115.7,14178.0,15295.6,15319.3,13541.9,15970.2,14982.5,15369.2,20428.4,15969.3,14984.9,15981.2,17705.4,18474.1,19519.1,20476.5,24196.9,41364.7,32658.4,29098.9,35210.7,35562.807,35914.914
root/EastAsia&Pacific/China,root/EastAsia&Pacific,781088.0,813814.0,825771.0,826991.0,830833.0,854612.0,861785.0,871602.0,877210.0,874356.0,869136.0,861145.0,870542.0,890568.0,908770.0,908613.0,925594.0,940693.0,961551.0,991542.0,1016910.0,1013520.0,1010330.0,1002980.0,1020310.0,1075420.0,1093470.0,1066800.0,1060240.0,1055950.0,1043400.0,1051690.0,1085790.0,1146530.0,1251300.0,1327790.0,1392640.0,1444170.0,1537220.0,1582750.0,1642260.0,1697274.4698,1752290.1396
root/EastAsia&Pacific/Fiji,root/EastAsia&Pacific,416.296,407.265,410.592,417.714,437.426,460.217,455.156,474.29,466.81800000000004,506.212,514.002,523.406,538.16,527.67,563.172,577.159,600.831,607.871,620.107,631.405,635.201,646.859,650.755,688.064,711.0169999999999,734.493,733.788,729.066,717.331,705.8839999999999,704.812,717.243,696.9580000000001,688.8430000000001,692.6060000000001,696.368,699.988,703.696,707.061,704.557,700.595,707.60095,714.6069
root/EastAsia&Pacific/FrenchPolynesia,root/EastAsia&Pacific,40.6673,41.5339,41.8183,42.0689,42.2605,43.5606,44.6056,45.7915,47.2106,48.3516,50.9641,56.5553,56.854,56.9163,59.8358,64.4886,65.9715,65.7464,67.779,69.8286,70.6834,72.5529,74.8705,76.8118,77.4795,77.7781,78.1545,77.6425,79.77600000000001,81.6546,84.1631,84.2617,83.9911,85.8599,85.8839,88.1548,89.0267,91.0906,93.1814,95.17200000000001,97.1142,98.085342,99.056484
root/EastAsia&Pacific/Guam,root/EastAsia&Pacific,30.0712,28.8934,30.3225,31.7915,32.4329,34.1441,34.0384,35.8448,37.4172,38.9435,40.1023,41.4119,41.9906,43.1531,43.8917,44.5059,45.2793,46.2038,47.3548,45.8573,46.4886,47.6965,48.9552,50.2266,51.4761,52.6878,53.8501,55.0175,56.0646,57.18899999999999,58.318000000000005,59.4542,60.6005,61.6726,62.7558,63.8273,64.911,66.0797,67.3484,68.6719,70.0865,70.78736500000001,71.48823
root/EastAsia&Pacific/HongKongSARChina,root/EastAsia&Pacific,704.285,724.166,744.975,769.7810000000001,797.98,821.258,852.2280000000001,888.196,938.085,967.867,1006.69,1047.08,1089.19,1111.64,1164.09,1206.06,1265.65,1302.2,1378.46,1465.83,1532.05,1593.63,1639.86,1720.01,1885.16,2101.75,2311.17,2517.45,2612.69,2639.52,2694.52,2705.4,2730.45,2758.53,2791.73,2825.07,2871.43,2921.37,2976.81,3033.28,3085.69,3116.5469,3147.4038
