root/EastAsia&PacificAustralia,root,0,0,0,0.637308507087696,1.32527583426525,2.62375353937651,5.0730811935115305,9.9610141913324,18.9563268587918,0,24.903370004619397,24.0166999094716,24.909512015878402,24.6977297261421,25.129427506071,25.8350395790992,27.842779288720898,28.6896108482024,30.5647287506744
root/EastAsia&PacificBruneiDarussalam,root,0,0,0,0.5574552286419089,0.794829142005437,1.08605531015397,1.7417522661971598,2.22533807283423,2.42106684672519,3.09899056724572,4.453766888506849,5.21898418852861,5.583000138938201,5.8843236136878705,4.965378188258599,6.79218961046643,7.3496978411674405,8.24467957714434,8.53410712766661
root/EastAsia&PacificCambodia,root,0,0,0,0,0.000395734645357253,0.00325990786364467,0.0059708909878356895,0.00753568088380877,0.0215221519717742,0.0617839414835151,0.11954893008606501,0.21291381929919,0.249260242341394,0.1513287420193,0.20121993391562198,0.217324564731807,0.43292455727568796,0.538123238496072,0.613524489020369
root/EastAsia&PacificChina,root,0,0,0.00176589917306433,0.0260492828805863,0.253994432235738,0.858809836026403,1.8979823492298302,2.82606962441323,3.82580891370278,4.96813097406173,6.16468768989925,7.690293165863941,9.29115837213457,11.443455830379698,12.7387417046264,13.6614063737536,14.4220920676984,19.8310907393458,22.9851739297553
root/EastAsia&PacificFiji,root,0,0,0,0,0,0,0,0.8517711363965459,1.02730082147808,1.37755566522762,1.54516565086442,1.50592687275446,2.70364556078842,2.68139492507087,1.5471682562649098,1.2421068186856001,1.40290311874158,1.427340051942,1.37211268859317
root/EastAsia&PacificFrenchPolynesia,root,0,0,0,0.0103617064487116,0.013060904630906998,0.38068563656191795,1.8075662794161498,4.3156548417724006,7.07204691426976,9.05623306753034,10.514136766231301,11.307284783173499,12.040549622881,13.341090930652301,14.795567218617402,16.4151384867363,18.0554950559742,18.692786920666897,19.7863729800719
root/EastAsia&PacificGuam,root,0,0,0,1.11891867699056,0,0,0,0,0,1.6996632148815,1.69773949130695,1.88405524049965,1.88153834575149,0,0,1.8706157443491798,1.8637360452763603,0,0
root/EastAsia&PacificHongKongSARChina,root,0.16991471517041798,1.31417522498451,6.6697640663816,10.6575779204339,15.3709058862568,18.6944744109571,22.3111996785933,24.299298115443698,26.1828214663453,27.527177690701198,27.887534917323,29.4041818792108,30.8561680835379,32.5369401831211,31.732513189873,31.2681093885757,31.7083191849178,32.4031173795331,35.958982001940896
root/EastAsia&PacificIndonesia,root,0,0,0.0018908915042429102,0.00699279502492656,0.0176085429551831,0.0279307806697633,0.0379671011625003,0.0477255952940975,0.0845668815317307,0.33425162934954106,0.41563558993973204,0.778732045483756,0.940242962964967,1.11367332193602,1.1985540271351,1.29023163990715,1.3326481118046,1.54282902077115,2.0019469854745
root/EastAsia&PacificJapan,root,0.0251716262439847,0.169630144558338,0.670139290143751,3.0025794858931,7.34732894480181,11.647865973236,15.2535621173262,18.156360884179698,20.585728150197898,22.0247832518533,23.428673654094,25.5612172359554,26.527639935670198,27.777987755985304,28.1347211333148,28.7723558937011,29.485082626073797,30.3751449560937,31.159334120781498
root/EastAsia&PacificKiribati,root,0,0,0,0,0,0,0,0.348767939344706,0.426479949077021,0.5233047107807,0.695855343356359,0.760679341341182,0.8241437088415229,0.8121846812414001,0.7503775336966411,0.644953240890035,0.45266073982871297,0.10408604446342301,0.0576948293194633
root/EastAsia&PacificKoreaRep,root,0.0300252370696209,0.5911889873825811,8.166915374211861,16.385586187082602,21.675934562024697,23.1606608893156,24.581258191174303,25.027894003791598,28.7196141103605,29.982204916923298,31.440979532593,33.108208215895196,34.698852366831304,35.9023910486551,36.5402222971204,37.348608934534,38.104040125782106,39.57890812489521,40.470380731234
